Company_Name,Registered_Office_Address,Corporate_Office_Address,Primary_Address
Lemon Tree Hotels Limited,"Asset No. 6, Aerocity Hospitality District, New Delhi-110037","Asset No. 6, Aerocity Hospitality District, New Delhi-110037","Asset No. 6, Aerocity Hospitality District, New Delhi-110037"
LIC Housing Finance Limited,"131, Maker Tower “F” Premises, 13th Floor, Cuffe Parade, Mumbai 400005","131, Maker Tower “F” Premises, 13th Floor, Cuffe Parade, Mumbai 400005","131, Maker Tower “F” Premises, 13th Floor, Cuffe Parade, Mumbai 400005"
Life Insurance Corporation of India,"Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021","Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021","Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021"
Linde India Limited,"Oxygen House, P-43 Taratala Road, Kolkata – 700088","Oxygen House, P-43 Taratala Road, Kolkata – 700088","Oxygen House, P-43 Taratala Road, Kolkata – 700088"
Lloyds Metals and Energy Limited,"Plot No A 1-2, MIDC Area, Ghugus, Chandrapur - 442505","A-2, 2nd Floor, Madhu Estate, Pandurang Budhkar Marg, Lower Parel, Mumbai - 400013","A-2, 2nd Floor, Madhu Estate, Pandurang Budhkar Marg, Lower Parel, Mumbai - 400013"
LTIMindtree Limited,"L&T House, Ballard Estate, Mumbai - 400001, Maharashtra, India","Technology Tower 1, Gate No. 5, Saki Vihar Road, Powai, Mumbai 400 072","Technology Tower 1, Gate No. 5, Saki Vihar Road, Powai, Mumbai 400 072"
LT Finance Limited,"Brindavan, Plot No. 177, C.S.T. Road, Kalina, Santacruz (East), Mumbai- 400098, Maharashtra, India","Brindavan, Plot No. 177, C.S.T. Road, Kalina, Santacruz (East), Mumbai- 400098, Maharashtra, India","Brindavan, Plot No. 177, C.S.T. Road, Kalina, Santacruz (East), Mumbai- 400098, Maharashtra, India"
LT Technology Services Limited,"L&T House, N.M. Marg, Ballard Estate, Mumbai 400 001","West Block-II, L&T Knowledge City (IT/ITES) SEZ, N.H. No. 8, Ajwa Waghodia Crossing, Vadodara - 390 019","West Block-II, L&T Knowledge City (IT/ITES) SEZ, N.H. No. 8, Ajwa Waghodia Crossing, Vadodara - 390 019"
Lupin Limited,"Kalpataru Inspire, 3rd Floor, Off Western Express Highway, Santacruz (East), Mumbai - 400 055. India","Kalpataru Inspire, 3rd Floor, Off Western Express Highway, Santacruz (East), Mumbai - 400 055. India","Kalpataru Inspire, 3rd Floor, Off Western Express Highway, Santacruz (East), Mumbai - 400 055. India"
MACROTECH DEVELOPERS LIMITED,"412, Floor- 4, 17G Vardhaman Chamber Cawasji Patel Road, Horniman Circle, Fort Mumbai 400 001","One Lodha Place, Senapati Bapat Marg, Lower Parel, Mumbai 400 013","One Lodha Place, Senapati Bapat Marg, Lower Parel, Mumbai 400 013"
Mahanagar Gas Limited,"MGL House, Block No. G-33, Bandra-Kurla Complex, Bandra (E), Mumbai – 400 051","MGL House, Block No. G-33, Bandra-Kurla Complex, Bandra (E), Mumbai – 400 051","MGL House, Block No. G-33, Bandra-Kurla Complex, Bandra (E), Mumbai – 400 051"
MAHARASHTRA SCOOTERS LIMITED,"C/o Bajaj Auto Ltd. Mumbai - Pune Road, Akurdi, Pune 411 035.","3rd Floor, Panchshil Tech Park, Viman Nagar, Pune – 411 014","3rd Floor, Panchshil Tech Park, Viman Nagar, Pune – 411 014"
Maharashtra Seamless Limited,"PIPE NAGAR VILLAGE SUKELINH17 BKG ROAD ROHA, RAIGAD, Maharashtra, India, 402126","Plot No. 30, Institutional Sector 44, Gurugram-122 003, Haryana","Plot No. 30, Institutional Sector 44, Gurugram-122 003, Haryana"
Mahindra Holidays  Resorts India Limited,"Mahindra Towers, A-Wing, 1st Floor, Dr. G.M. Bhosale Marg, P. K. Kurne Chowk, Worli, Mumbai - 400018","Mahindra Towers, A-Wing, 1st Floor, Dr. G.M. Bhosale Marg, P. K. Kurne Chowk, Worli, Mumbai - 400018","Mahindra Towers, A-Wing, 1st Floor, Dr. G.M. Bhosale Marg, P. K. Kurne Chowk, Worli, Mumbai - 400018"
Mahindra Lifespace Developers Limited,"Mahindra Towers, 4th floor, Worli, Mumbai – 400018","Mahindra Towers, 4th floor, Worli, Mumbai – 400018","Mahindra Towers, 4th floor, Worli, Mumbai – 400018"
Mahindra  Mahindra Financial Services Limited,"Gateway Building, Apollo Bunder, Mumbai, 400001 India","Mahindra Towers, 3rd Floor, Dr G.M.Bhosale Marg, Worli, Mumbai, 400018 India","Mahindra Towers, 3rd Floor, Dr G.M.Bhosale Marg, Worli, Mumbai, 400018 India"
Mahindra  Mahindra Limited,"Gateway Building, Apollo Bunder, Mumbai - 400001","Mahindra Towers, Dr. G. M. Bhosale Marg, Worli, Mumbai - 400018","Mahindra Towers, Dr. G. M. Bhosale Marg, Worli, Mumbai - 400018"
Manappuram Finance Limited,"W-4/638A, Manappuram House, Valapad - 680567, Thrissur, Kerala","Corporate Office: W-4/638A, Manappuram House Valapad, Thrissur, Kerala - 680567  
Landline: 0487 3050000, 3050108, 3050100  

Corporate office Annexe: A-Wing, 3rd Floor, Unit No 301 To 315 Kanakia Wall Street, Andheri Kurla Road, Andheri East, Mumbai, Maharashtra -400093  
Landline: 022 68194000","Corporate Office: W-4/638A, Manappuram House Valapad, Thrissur, Kerala - 680567  
Landline: 0487 3050000, 3050108, 3050100  

Corporate office Annexe: A-Wing, 3rd Floor, Unit No 301 To 315 Kanakia Wall Street, Andheri Kurla Road, Andheri East, Mumbai, Maharashtra -400093  
Landline: 022 68194000"
MANKIND PHARMA LIMITED,"208, Okhla Industrial Estate, Phase-III, New Delhi, 110020, India","262, Okhla Industrial Estate, Phase-III, New Delhi, 110020, India","262, Okhla Industrial Estate, Phase-III, New Delhi, 110020, India"
Man Infraconstruction Limited,"12th Floor, Krushal Commercial Complex, G. M. Road, Chembur (West), Mumbai - 400089","12th Floor, Krushal Commercial Complex, G. M. Road, Chembur (West), Mumbai - 400089","12th Floor, Krushal Commercial Complex, G. M. Road, Chembur (West), Mumbai - 400089"
Marico Limited,"7th Floor, Grande Palladium, 175 CST Road, Kalina, Santacruz (East), Mumbai 400098","7th Floor, Grande Palladium, 175 CST Road, Kalina, Santacruz (East), Mumbai 400098","7th Floor, Grande Palladium, 175 CST Road, Kalina, Santacruz (East), Mumbai 400098"
Maruti Suzuki India Limited,"1, Nelson Mandela Road, Vasant Kunj, New Delhi-110070","1, Nelson Mandela Road, Vasant Kunj, New Delhi-110070","1, Nelson Mandela Road, Vasant Kunj, New Delhi-110070"
Mastek Limited,"804 / 805 President House, Opposite C. N. Vidyalaya, Near Ambawadi Circle, Ahmedabad – 380006, Gujarat.","#106, SDF IV, Seepz, Andheri (East), Mumbai ‑ 400 096, India.","#106, SDF IV, Seepz, Andheri (East), Mumbai ‑ 400 096, India."
Max Financial Services Limited,"Bhai Mohan Singh Nagar, Railmajra, Tehsil Balachaur, District Nawanshahr Punjab 144533","Max Financial Services Limited, L21, Max Towers, Plot No. C-001/A/1 Sector – 16B, Noida-201301, Uttar Pradesh","Max Financial Services Limited, L21, Max Towers, Plot No. C-001/A/1 Sector – 16B, Noida-201301, Uttar Pradesh"
MAX HEALTHCARE INSTITUTE LIMITED,"401, 4th Floor, Man Excellenza, S. V. Road, Vile Parle (West), Mumbai, Maharashtra – 400056","2nd Floor, Capital Cyberscape, Sector-59, Gurugram, Haryana – 122102","2nd Floor, Capital Cyberscape, Sector-59, Gurugram, Haryana – 122102"
Mazagon Dock Shipbuilders Limited,"Dockyard Road, Mumbai - 400 010","Dockyard Road, Mumbai - 400 010","Dockyard Road, Mumbai - 400 010"
MedPlus Health Services Limited,"H. No: 11-6-56, Survey No: 257 & 258/1 Opp: IDPL 
Railway Siding Road, Moosapet, Kukatpally Hyderabad 
TG 500037 IN","H. No: 11-6-56, Survey No: 257 & 258/1 Opp: IDPL 
Railway Siding Road, Moosapet, Kukatpally Hyderabad 
TG 500037 IN","H. No: 11-6-56, Survey No: 257 & 258/1 Opp: IDPL 
Railway Siding Road, Moosapet, Kukatpally Hyderabad 
TG 500037 IN"
Metropolis Healthcare Limited,"Metropolis Healthcare Limited, 4th Floor, East Wing, Plot-254 B, Nirlon House, Dr. Annie Besant Road, Worli, Mumbai - 400030, Maharashtra, India.","Metropolis Healthcare Limited, 4th Floor, Commercial Building 1A, Kohinoor Mall, Vidyavihar (West), Mumbai - 400070, Maharashtra, India.","Metropolis Healthcare Limited, 4th Floor, Commercial Building 1A, Kohinoor Mall, Vidyavihar (West), Mumbai - 400070, Maharashtra, India."
Metro Brands Limited,"401, Zillion, 4th Floor, LBS Marg & CST Road Junction, Kurla (West), Mumbai – 400070","401, Zillion, 4th Floor, LBS Marg & CST Road Junction, Kurla (West), Mumbai – 400070","401, Zillion, 4th Floor, LBS Marg & CST Road Junction, Kurla (West), Mumbai – 400070"
Minda Corporation Limited,"A-15, Ashok Vihar, Phase-I, Delhi - 110052","D6-11, Sector 59, Noida 201301, Uttar Pradesh, India","D6-11, Sector 59, Noida 201301, Uttar Pradesh, India"
Mishra Dhatu Nigam Limited,"PO Kanchanbagh, Hyderabad - 500058","PO Kanchanbagh, Hyderabad - 500058","PO Kanchanbagh, Hyderabad - 500058"
MMTC LIMITED,"Core-1, SCOPE Complex, 7 Institutional Area, Lodhi Road, New Delhi - 110003","Core-1, SCOPE Complex, 7 Institutional Area, Lodhi Road, New Delhi - 110003","Core-1, SCOPE Complex, 7 Institutional Area, Lodhi Road, New Delhi - 110003"
MOIL Limited,"1-A, Katol Road, Nagpur, Maharashtra, 440013, India","1-A, Katol Road, Nagpur, Maharashtra, 440013, India","1-A, Katol Road, Nagpur, Maharashtra, 440013, India"
Motherson Sumi Wiring India Limited,"Unit 705, C Wing, ONE BKC, G Block, Bandra Kurla Complex,
Bandra East, Mumbai , 400051, Maharashtra, India","Motherson Corporate Tower, Plot No. 1, 5th Floor, Sector 127,
Noida - 201301, Uttar Pradesh, India","Motherson Corporate Tower, Plot No. 1, 5th Floor, Sector 127,
Noida - 201301, Uttar Pradesh, India"
Motilal Oswal Financial Services Limited,"Motilal Oswal Tower, Rahimtullah Sayani Opposite Parel ST Depot, Prabhadevi, Mumbai-400025, Mumbai, Maharashtra, India, 400025","Motilal Oswal Tower, Rahimtullah Sayani Opposite Parel ST Depot, Prabhadevi, Mumbai-400025, Mumbai, Maharashtra, India, 400025","Motilal Oswal Tower, Rahimtullah Sayani Opposite Parel ST Depot, Prabhadevi, Mumbai-400025, Mumbai, Maharashtra, India, 400025"
Mphasis Limited,"Bagmane World Technology Center, Marathahalli Outer Ring Road, Doddanakundi Village, Mahadevapura, Bengaluru- 560 048, India","Bagmane World Technology Center, Marathahalli Outer Ring Road, Doddanakundi Village, Mahadevapura, Bengaluru- 560 048, India","Bagmane World Technology Center, Marathahalli Outer Ring Road, Doddanakundi Village, Mahadevapura, Bengaluru- 560 048, India"
MRF Limited,"114, Greams Road, Chennai, 600006","114, Greams Road, Chennai, 600006","114, Greams Road, Chennai, 600006"
MUTHOOT FINANCE LIMITED,"NH BYPASS, PALARIVATTOM, KOCHI - 682028","NH BYPASS, PALARIVATTOM, KOCHI - 682028","NH BYPASS, PALARIVATTOM, KOCHI - 682028"
Narayana Hrudayalaya Ltd,"No.258/A, Bommasandra Industrial Area, Anekal Taluk Bangalore – 560099","No.261/A, 2nd floor, Bommasandra Industrial Area, Anekal Taluk Bangalore – 560099","No.261/A, 2nd floor, Bommasandra Industrial Area, Anekal Taluk Bangalore – 560099"
NATCO Pharma Limited,"NATCO House, Road No.2, Banjara hills, Hyderabad - 500034, Telangana, India.","NATCO House, Road No.2, Banjara hills, Hyderabad - 500034, Telangana, India.","NATCO House, Road No.2, Banjara hills, Hyderabad - 500034, Telangana, India."
NAVA LIMITED,"Nava Bharat Chambers, 6-3-1109/1 Raj Bhavan Road, Hyderabad - 500082, Telangana. India.","Silicon House, 8-2-318/1, Road No.14, Banjara Hills, Hyderabad 500034, Telangana","Silicon House, 8-2-318/1, Road No.14, Banjara Hills, Hyderabad 500034, Telangana"
Navin Fluorine International Limited,"Office No. 602, 6th Floor, Natraj by Rustomjee, Near Western Express Highway, 194, Sir Mathuradas Vasanji Road, Andheri (East), Mumbai 400069","Office No. 602, 6th Floor, Natraj by Rustomjee, Near Western Express Highway, 194, Sir Mathuradas Vasanji Road, Andheri (East), Mumbai 400069","Office No. 602, 6th Floor, Natraj by Rustomjee, Near Western Express Highway, 194, Sir Mathuradas Vasanji Road, Andheri (East), Mumbai 400069"
NBCC India Limited,"NBCC Bhawan, Lodhi Road, New Delhi- 110003","NBCC Bhawan, Lodhi Road, New Delhi- 110003","NBCC Bhawan, Lodhi Road, New Delhi- 110003"
NCC LIMITED,"NCC House, Madhapur, Hyderabad – 500081, Telangana","NCC House, Madhapur, Hyderabad – 500081, Telangana","NCC House, Madhapur, Hyderabad – 500081, Telangana"
Nestle India Limited,"100 / 101, World Trade Centre, Barakhamba Lane, New Delhi – 110001, India","“Nestle House”, Jacaranda Marg, 'M' Block, DLF City, Phase - II, Gurugram - 122 002, Haryana, India","“Nestle House”, Jacaranda Marg, 'M' Block, DLF City, Phase - II, Gurugram - 122 002, Haryana, India"
NETWEB TECHNOLOGIES INDIA LIMITED,"Plot No. H-1, Block-H, Pocket No. 9, Faridabad Industrial Town, Sector-57, Faridabad, Haryana 121004","Plot No. H-1, Block-H, Pocket No. 9, Faridabad Industrial Town, Sector-57, Faridabad, Haryana 121004","Plot No. H-1, Block-H, Pocket No. 9, Faridabad Industrial Town, Sector-57, Faridabad, Haryana 121004"
Neuland Laboratories Limited,"11th Floor (5th Level), Phoenix IVY Building, Plot No. 573A-III, Road No. 82, Jubilee Hills, Hyderabad, 500033, Telangana","11th Floor (5th Level), Phoenix IVY Building, Plot No. 573A-III, Road No. 82, Jubilee Hills, Hyderabad, 500033, Telangana","11th Floor (5th Level), Phoenix IVY Building, Plot No. 573A-III, Road No. 82, Jubilee Hills, Hyderabad, 500033, Telangana"
Newgen Software Technologies Limited,"E-44/13 Okhla Phase II, New Delhi South Delhi DL 110020","E-44/13 Okhla Phase II, New Delhi South Delhi DL 110020","E-44/13 Okhla Phase II, New Delhi South Delhi DL 110020"
NHPC Limited,"NHPC Office Complex, Sector-33, Faridabad, Haryana-121003 (India)","NHPC Office Complex, Sector-33, Faridabad, Haryana-121003 (India)","NHPC Office Complex, Sector-33, Faridabad, Haryana-121003 (India)"
Nippon Life India Asset Management Limited,"4th Floor, Tower A, Peninsula Business Park, Ganapatrao Kadam Marg, Lower Parel (W), Mumbai – 400 013","4th Floor, Tower A, Peninsula Business Park, Ganapatrao Kadam Marg, Lower Parel (W), Mumbai – 400 013","4th Floor, Tower A, Peninsula Business Park, Ganapatrao Kadam Marg, Lower Parel (W), Mumbai – 400 013"
NLC India Limited,"No. 135, EVR Periyar High Road, Kilpauk, Chennai- 600010, Tamil Nadu","Block - 1, Neyveli - 607 801, Cuddalore District, Tamil Nadu","Block - 1, Neyveli - 607 801, Cuddalore District, Tamil Nadu"
NMDC Limited,"Khanij Bhavan, 10-3-311/A, Castle Hills, Masab Tank, Hyderabad - 500 028","Khanij Bhavan, 10-3-311/A, Castle Hills, Masab Tank, Hyderabad - 500 028","Khanij Bhavan, 10-3-311/A, Castle Hills, Masab Tank, Hyderabad - 500 028"
NMDC Steel Limited,"C/o NMDC Iron & Steel Plant, Nagarnar, Chhattisgarh, 
India – 494 001","NMDC Ltd, 'Khanij Bhavan', 10-3-311/A, Castle Hills, 
Masab Tank, Hyderabad - 500 028","NMDC Ltd, 'Khanij Bhavan', 10-3-311/A, Castle Hills, 
Masab Tank, Hyderabad - 500 028"
NTPC LIMITED,"NTPC Bhawan, SCOPE Complex, 7, Institutional Area, Lodi Road, New Delhi-110 003","NTPC Bhawan, SCOPE Complex, 7, Institutional Area, Lodi Road, New Delhi-110 003","NTPC Bhawan, SCOPE Complex, 7, Institutional Area, Lodi Road, New Delhi-110 003"
NUVAMA WEALTH MANAGEMENT LIMITED,"801- 804, Wing A, Building No. 3, Inspire BKC, G Block,
Bandra Kurla Complex, Bandra East, Mumbai – 400 051","801- 804, Wing A, Building No. 3, Inspire BKC, G Block,
Bandra Kurla Complex, Bandra East, Mumbai – 400 051","801- 804, Wing A, Building No. 3, Inspire BKC, G Block,
Bandra Kurla Complex, Bandra East, Mumbai – 400 051"
Nuvoco Vistas Corporation Limited,"Equinox Business Park, Tower 3, East Wing, 4th floor, LBS Marg, Kurla (West), Mumbai - 400 070","Equinox Business Park, Tower 3, East Wing, 4th floor, LBS Marg, Kurla (West), Mumbai - 400 070","Equinox Business Park, Tower 3, East Wing, 4th floor, LBS Marg, Kurla (West), Mumbai - 400 070"
Oberoi Realty Limited,"Commerz, 3rd Floor, International Business Park, Oberoi Garden City, Off Western Express Highway, Goregaon (East), Mumbai 400063, India","Commerz, 3rd Floor, International Business Park, Oberoi Garden City, Off Western Express Highway, Goregaon (East), Mumbai 400063, India","Commerz, 3rd Floor, International Business Park, Oberoi Garden City, Off Western Express Highway, Goregaon (East), Mumbai 400063, India"
Oil India Limited,"Duliajan, Assam","Plot No. 19, Sector- 16A, Noida- 201301","Plot No. 19, Sector- 16A, Noida- 201301"
Olectra Greentech Limited,"S-22, 3rd Floor, Technocrat Industrial Estate, Balanagar,Hyderabad-500 037, Telangana, India","S-22, 3rd Floor, Technocrat Industrial Estate, Balanagar,Hyderabad-500 037, Telangana, India","S-22, 3rd Floor, Technocrat Industrial Estate, Balanagar,Hyderabad-500 037, Telangana, India"
One 97 Communications Limited,"136, First Floor, Devika Tower, Nehru Place, New Delhi, India - 110019","One Skymark, Tower D, Plot No. H-10B, Sector-98, Noida, Uttar Pradesh, India - 201304","One Skymark, Tower D, Plot No. H-10B, Sector-98, Noida, Uttar Pradesh, India - 201304"
Oracle Financial Services Software Limited,"Oracle Park, off Western Express Highway, Goregaon (East), Mumbai 400063, Maharashtra, India","Oracle Park, off Western Express Highway, Goregaon (East), Mumbai 400063, Maharashtra, India","Oracle Park, off Western Express Highway, Goregaon (East), Mumbai 400063, Maharashtra, India"
Page Industries Limited,"Cessna Business Park, Tower-1, 7th Floor, Umiya Business Bay, Varthur Hobli,
Bengaluru, Karnataka - 560103","Cessna Business Park, Tower-1, 3rd Floor, Umiya Business Bay, Varthur Hobli,
Bengaluru - 560103","Cessna Business Park, Tower-1, 3rd Floor, Umiya Business Bay, Varthur Hobli,
Bengaluru - 560103"
PATANJALI FOODS LIMITED,"616, Tulsiani Chambers Nariman Point, Mumbai City, Mumbai, Maharashtra, India, 400021","Office No. 601, Part B-2, Metro Tower, 6th Floor, Vijay Nagar, AB Road, Indore, Madhya Pradesh, India, 452010","Office No. 601, Part B-2, Metro Tower, 6th Floor, Vijay Nagar, AB Road, Indore, Madhya Pradesh, India, 452010"
PB FINTECH LIMITED,"Plot 119, Sector 44, Gurugram‐ 122001, Haryana","Plot 119, Sector 44, Gurugram‐ 122001, Haryana","Plot 119, Sector 44, Gurugram‐ 122001, Haryana"
Persistent Systems Limited,"Bhageerath, 402 Senapati Bapat Road, Pune, Maharashtra 411016","Bhageerath, 402 Senapati Bapat Road, Pune, Maharashtra 411016","Bhageerath, 402 Senapati Bapat Road, Pune, Maharashtra 411016"
Petronet LNG Limited,"1st Floor, World Trade Centre, Babar Road, Barakhamba Lane, New Delhi - 110001","1st Floor, World Trade Centre, Babar Road, Barakhamba Lane, New Delhi - 110001","1st Floor, World Trade Centre, Babar Road, Barakhamba Lane, New Delhi - 110001"
Pfizer Limited,"The Capital, 1802/1901, Plot No. C - 70,
G Block, Bandra Kurla Complex,
Bandra (East), Mumbai, 400051","The Capital, 1802/1901, Plot No. C - 70,
G Block, Bandra Kurla Complex,
Bandra (East), Mumbai, 400051","The Capital, 1802/1901, Plot No. C - 70,
G Block, Bandra Kurla Complex,
Bandra (East), Mumbai, 400051"
Pidilite Industries Limited,"Regent Chambers 7th Floor 208 Nariman Point, Mumbai, Maharashtra, 400 021","Ramkrishna Mandir Road, Off Mathuradas Vasanji Road, Andheri (E), Mumbai – 400 059","Ramkrishna Mandir Road, Off Mathuradas Vasanji Road, Andheri (E), Mumbai – 400 059"
Piramal Enterprises Limited,"Piramal Ananta, Agastya Corporate Park, Opposite Fire Brigade, Kamani Junction, LBS Marg, Kurla (West), Mumbai - 400 070","10th Floor, Piramal Tower Annexe, Peninsula Corporate Park, Ganpatrao Kadam Marg, Lower Parel - 400013","10th Floor, Piramal Tower Annexe, Peninsula Corporate Park, Ganpatrao Kadam Marg, Lower Parel - 400013"
Piramal Pharma Limited,"Gr. Flr., Piramal Ananta, Agastya Corp. Park, Kamani Junction, LBS Marg, Kurla (West), Mumbai - 400070","Gr. Flr., Piramal Ananta, Agastya Corp. Park, Kamani Junction, LBS Marg, Kurla (West), Mumbai - 400070","Gr. Flr., Piramal Ananta, Agastya Corp. Park, Kamani Junction, LBS Marg, Kurla (West), Mumbai - 400070"
PI INDUSTRIES LIMITED,"PI Industries Ltd. Udaisagar Road, Udaipur 313001 Rajasthan, India","5th Floor, Vipul Square, B-Block, Sushant Lok, Phase -1, Gurugram- 122009, Haryana (India)
Unit no. 3A, 1st Floor, Wing A, CTS no. 1483 D, IA Project Road, Next to JW Marriott Hotel, Sahar, Village Marol, Taluka Andheri (East), Mumbai 400099, Maharashtra, (India)","5th Floor, Vipul Square, B-Block, Sushant Lok, Phase -1, Gurugram- 122009, Haryana (India)
Unit no. 3A, 1st Floor, Wing A, CTS no. 1483 D, IA Project Road, Next to JW Marriott Hotel, Sahar, Village Marol, Taluka Andheri (East), Mumbai 400099, Maharashtra, (India)"
PNB Housing Finance Limited,"9th Floor, Antriksh Bhawan, 22 Kasturba Gandhi Marg, New Delhi-110001","RMZ Infinity Park, 1st Floor and 6th Floor, Plot No. 15, Udyog Vihar, Gurugram, Haryana 122008","RMZ Infinity Park, 1st Floor and 6th Floor, Plot No. 15, Udyog Vihar, Gurugram, Haryana 122008"
PNC Infratech Limited,"NBCC Plaza, Tower II, 4th Floor, Pushp Vihar,
Sector 5, New Delhi - 110017","PNC Tower, 3/22-D, Civil Lines,
Agra-Delhi Bypass Road, NH-2 Agra UP 282002 IN","PNC Tower, 3/22-D, Civil Lines,
Agra-Delhi Bypass Road, NH-2 Agra UP 282002 IN"
Polycab India Limited,"Unit No.4, Plot No.105, Halol Vadodara Road,Village Nurpura, Taluka Halol, Panchmahal,Gujarat – 389350","#29, “The Ruby”, 21st Floor,Senapati Bapat Marg, Tulsi Pipe Road,Dadar West, Mumbai – 400 028","#29, “The Ruby”, 21st Floor,Senapati Bapat Marg, Tulsi Pipe Road,Dadar West, Mumbai – 400 028"
POLY MEDICURE LIMITED,"232-B, 3rd Floor, Okhla Industrial Estate, Phase-III, New Delhi-110020, INDIA","232-B, 3rd Floor, Okhla Industrial Estate, Phase-III, New Delhi-110020, INDIA","232-B, 3rd Floor, Okhla Industrial Estate, Phase-III, New Delhi-110020, INDIA"
Poonawalla Fincorp Limited,"201 and 202, 2nd floor, AP81, Koregaon Park Annex, Mundhwa, Pune - 411036
Maharashtra, India","2401, 24th Floor, Altimus, Dr G.M. Bhosale Marg, Worli, Mumbai- 400018 Maharashtra, India","2401, 24th Floor, Altimus, Dr G.M. Bhosale Marg, Worli, Mumbai- 400018 Maharashtra, India"
Power Finance Corporation Limited,"Urjanidhi, 1, Barakhamba Lane, Connaught Place, New Delhi - 110 001","Urjanidhi'], 1, Barakhamba Lane, Connaught Place, New Delhi - 110 001","Urjanidhi'], 1, Barakhamba Lane, Connaught Place, New Delhi - 110 001"
Power Grid Corporation of India Limited,"B-9, Qutab Institutional Area, Katwaria Sarai, New Delhi-110016","Saudamini, Plot No.2, Sector 29, Gurugram, Haryana-122001","Saudamini, Plot No.2, Sector 29, Gurugram, Haryana-122001"
Power Mech Projects Limited,"Plot No.77, Jubilee Enclave, Opposite: Hitex,Madhapur, Hyderabad, Telangana-500081.","Plot No.77, Jubilee Enclave, Opposite: Hitex,Madhapur, Hyderabad, Telangana-500081.","Plot No.77, Jubilee Enclave, Opposite: Hitex,Madhapur, Hyderabad, Telangana-500081."
Praj Industries Limited,"“Praj Tower”, S. No. 274 & 275/2, Bhumkar Chowk- Hinjewadi Road, Hinjewadi, Pune – 411 057.","“Praj Tower”, S. No. 274 & 275/2, Bhumkar Chowk- Hinjewadi Road, Hinjewadi, Pune – 411 057.","“Praj Tower”, S. No. 274 & 275/2, Bhumkar Chowk- Hinjewadi Road, Hinjewadi, Pune – 411 057."
Prestige Estates Projects Limited,"Prestige Falcon Tower, No.19, Brunton Road, Bangalore - 560025","Prestige Falcon Tower, No.19, Brunton Road, Bangalore - 560025","Prestige Falcon Tower, No.19, Brunton Road, Bangalore - 560025"
Prism Johnson Limited,"305, Laxmi Niwas Apartment, Ameerpet, Hyderabad-500016","Rahejas, Main Avenue, 2nd. Floor, V. P. Road,
Santacruz (West), Mumbai - 400 054","Rahejas, Main Avenue, 2nd. Floor, V. P. Road,
Santacruz (West), Mumbai - 400 054"
Procter  Gamble Health Limited,"P&G Plaza, Cardinal Gracias Road, Chakala, Andheri (East), Mumbai – 400099","P&G Plaza, Cardinal Gracias Road, Chakala, Andheri (East), Mumbai – 400099","P&G Plaza, Cardinal Gracias Road, Chakala, Andheri (East), Mumbai – 400099"
PTC Industries Limited,"NH 25A, Sarai Shahjadi, Lucknow 227 101 Uttar Address Pradesh, India","NH 25A, Sarai Shahjadi, Lucknow 227 101 Uttar Address Pradesh, India","NH 25A, Sarai Shahjadi, Lucknow 227 101 Uttar Address Pradesh, India"
PUNJAB NATIONAL BANK,"PUNJAB NATIONAL BANK, CORPORATE OFFICE, PLOT NO 4, SECTOR 10, DWARKA NEW DELHI 110075","PUNJAB NATIONAL BANK, CORPORATE OFFICE, PLOT NO 4, SECTOR 10, DWARKA NEW DELHI 110075","PUNJAB NATIONAL BANK, CORPORATE OFFICE, PLOT NO 4, SECTOR 10, DWARKA NEW DELHI 110075"
Punjab  Sind Bank,"Bank House, 21 Rajendra Place, New Delhi – 110008","NBCC Office Complex, Block – 3, East Kidwai Nagar, New Delhi - 110023","NBCC Office Complex, Block – 3, East Kidwai Nagar, New Delhi - 110023"
PVR INOX LIMITED,"7th Floor, Lotus Grandeur Building, Veera Desai Road, Opposite Gundecha Symphony, Andheri (West), Mumbai – 400053","Block-A, 4th Floor, Building No. 9A, DLF Cyber City, Phase III, Gurgaon – 122002","Block-A, 4th Floor, Building No. 9A, DLF Cyber City, Phase III, Gurgaon – 122002"
Quess Corp Limited,"Quess Tower, Sky Walk Avenue, 32/4, Hosur Road, Roopena Agrahara, Bommanahalli, Bengaluru - 560068","Quess Tower, Sky Walk Avenue, 32/4, Hosur Road, Roopena Agrahara, Bommanahalli, Bengaluru - 560068, Karnataka, India","Quess Tower, Sky Walk Avenue, 32/4, Hosur Road, Roopena Agrahara, Bommanahalli, Bengaluru - 560068, Karnataka, India"
Radico Khaitan Limited,"Rampur Distillery, Bareilly Road, Rampur, Uttar
Pradesh - 244901","Plot No. J-I, Block B-I, Mohan Co-operative Industrial
Area, Mathura Road, New Delhi-110044","Plot No. J-I, Block B-I, Mohan Co-operative Industrial
Area, Mathura Road, New Delhi-110044"
Railtel Corporation of India Limited,"Plate-A, 6th Floor, Office Block, Tower-2, East Kidwai Nagar, New Delhi-110023 Tel.: +91 11 22900600 Fax: +91 11 22900699","Plate-A, 6th Floor, Office Block, Tower-2, East Kidwai Nagar, New Delhi-110023 Tel.: +91 11 22900600 Fax: +91 11 22900699","Plate-A, 6th Floor, Office Block, Tower-2, East Kidwai Nagar, New Delhi-110023 Tel.: +91 11 22900600 Fax: +91 11 22900699"
