Company_Name,Sector,City,State,Base_MSA_Loss,Sector_EIF,Weighted_MSA_Loss,Data_Tier,Confidence,MSA_Intensity,Revenue_Cr,Revenue_Source,Revenue_Confidence,Sector_EIF_V5,MSA_Intensity_V5
TBO Tek Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,1.145948192609073,575.943,BRSR_XBRL,HIGH,0.75,0.7162167089451561
TEGA INDUSTRIES LIMITED,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,0.8334761120263592,895.096,BRSR_XBRL,HIGH,0.75,0.5194973500049156
THE NEW INDIA ASSURANCE COMPANY LIMITED,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,0.0132049944788923,43618.4,BRSR_XBRL,HIGH,0.75,0.008253397648698714
THE PHOENIX MILLS LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,1.283632560030031,486.120818,BRSR_XBRL,HIGH,0.75,0.8022696941977088
TITAGARH RAIL SYSTEMS LIMITED,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,1800394.22425248,3386.04,Gemini_Medium,MEDIUM,0.75,0.12846865364850973
TRIDENT LIMITED,Chemicals & Fertilizers,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,0.0775206042246207,69658.9,BRSR_XBRL,HIGH,0.75,0.004845037748227435
TTK PRESTIGE LIMITED,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,1991842.9289586877,834.0,Gemini_Low,LOW,0.75,0.3776978417266187
TVS Holdings Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,,1607.77,BRSR_XBRL,HIGH,0.75,0.23790716333803966
TVS Motor Company Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,182062.3060325717,0.3239999,BRSR_XBRL,HIGH,0.75,1273.148541095229
TVS Supply Chain Solutions Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,0.3977280320748413,2139.65,BRSR_XBRL,HIGH,0.75,0.21732526347767156
Tamilnad Mercantile Bank Limited,Financial Services,Bangalore,Karnataka,0.48,0.01,0.0048,Tier 2,75%,0.0007815214842444,6141.752965359,BRSR_XBRL,HIGH,0.12,0.009378429957192708
Tanla Platforms Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,0.1548921698209345,4027.7215116,BRSR_XBRL,HIGH,0.75,0.09682893886203013
Tata Consultancy Services Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,0.0027259483507386,255324.0,BRSR_XBRL,HIGH,0.75,0.0017037176293650418
Tata Consumer Products Limited,Chemicals & Fertilizers,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,0.030649992855457,103550.180584437,BRSR_XBRL,HIGH,0.75,0.003259289342569475
Tata Elxsi Limited,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,1351554.2874351018,3729.0483,BRSR_XBRL,HIGH,0.75,0.0844719549489343
Tata Investment Corporation Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,0.7570509648688768,806.5007,BRSR_XBRL,HIGH,0.75,0.4742711320647335
Tata Motors Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,0.0097025968016552,71877.6150865,BRSR_XBRL,HIGH,0.75,0.005738921630935909
Tata Steel Limited,Steel & Iron,Delhi,Delhi,0.62,1.8,1.116,Tier 2,75%,0.0084215823466707,140932.649047966,BRSR_XBRL,HIGH,1.8,0.007918676101945497
Tata Technologies Limited,Information Technology,Bangalore,Karnataka,0.48,0.1,0.048,Tier 2,75%,0.009287001168473,5168.45,BRSR_XBRL,HIGH,0.005,0.00046435585136743126
Tata Teleservices Maharashtra Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,0.4770526754980703,1316.148705918,BRSR_XBRL,HIGH,0.75,0.29631909999712314
Tech Mahindra Limited,Information Technology,Kolkata,West Bengal,0.58,0.1,0.058,Tier 2,75%,0.001094599176915,52988.3,BRSR_XBRL,HIGH,0.005,5.472906283085133e-05
Techno Electric  Engineering Company Limited,Information Technology,Hyderabad,Telangana,0.45,0.1,0.045,Tier 2,75%,187343.8800995754,2577.2984,BRSR_XBRL,HIGH,0.005,0.0008730071768173992
Tejas Networks Limited,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,565293.0270432117,2663.25,Gemini_Low,LOW,0.75,0.11827654181920585
The Ramco Cements Limited,Cement,Ahmedabad,Gujarat,0.51,1.0,0.51,Tier 2,75%,0.0600305435505319,13826.404321426002,BRSR_XBRL,HIGH,0.17,0.006270610780971153
Thermax Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,0.1055300964140058,6254.07,BRSR_XBRL,HIGH,0.75,0.06595704876984108
Thomas Cook  India  Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,0.3587780603998942,2073.7053965,BRSR_XBRL,HIGH,0.75,0.22423628775081889
Timken India Limited,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,0.1829840759169129,3147.81,BRSR_XBRL,HIGH,0.75,0.11436522534714612
Titan Company Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,0.0113771762266004,54842.417968,BRSR_XBRL,HIGH,0.75,0.0071112838282870955
Torrent Pharmaceuticals Limited,Pharmaceuticals,Kolkata,West Bengal,0.58,0.5,0.29,Tier 2,75%,0.0299511896526614,9682.4391385,BRSR_XBRL,HIGH,0.07,0.004193158296091262
Torrent Power Limited,Power Generation,Hyderabad,Telangana,0.45,2.5,1.125,Tier 2,75%,0.0385732758988692,29165.264233936,BRSR_XBRL,HIGH,0.3,0.0046287939967613
Triveni Engineering  Industries Limited,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,0.0757279910097662,6655.3984151,BRSR_XBRL,HIGH,0.75,0.047329998950223176
Triveni Turbine Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,0.3413526298107242,1795.2,BRSR_XBRL,HIGH,0.75,0.2130681818181818
Tube Investments of India Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,0.0888122016662018,7892.512806091,BRSR_XBRL,HIGH,0.75,0.05226472355947976
UNION BANK OF INDIA,Financial Services,Delhi,Delhi,0.62,0.01,0.0062,Tier 2,75%,4.861098950492941e-05,127538.89,BRSR_XBRL,HIGH,0.12,0.0005833514781256133
UNITED BREWERIES LIMITED,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,0.0295854225265989,22505.635970154,BRSR_XBRL,HIGH,0.75,0.0159959932026545
UPL LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,0.0544364117848607,12672.0,BRSR_XBRL,HIGH,0.75,0.030776515151515152
UTI Asset Management Company Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,0.480253893583588,1456.444608894,BRSR_XBRL,HIGH,0.75,0.29867253264807075
Ujjivan Small Finance Bank Limited,Financial Services,Hyderabad,Telangana,0.45,0.01,0.0045,Tier 2,75%,0.0006249570785191,7200.5870179,BRSR_XBRL,HIGH,0.12,0.0074993885728706485
UltraTech Cement Limited,Cement,Pune,Maharashtra,0.42,1.0,0.42,Tier 2,75%,55295.804246314656,70857.0,BRSR_XBRL,HIGH,0.17,0.0010076633219018587
United Spirits Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,0.0228526981849854,26780.0,BRSR_XBRL,HIGH,0.75,0.014283047050037342
Uno Minda Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,0.0529879754672848,12469.978075606,BRSR_XBRL,HIGH,0.75,0.03307944869662121
Usha Martin Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,0.3426893979354828,2171.0616956,BRSR_XBRL,HIGH,0.75,0.21418092398866234
V-GUARD INDUSTRIES LIMITED,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,0.108499531374583,5308.866960836,BRSR_XBRL,HIGH,0.75,0.06781107958736829
VALOR ESTATE LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,0.5507123078420213,1609.4119,BRSR_XBRL,HIGH,0.75,0.24232454103265919
VIP INDUSTRIES LIMITED,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,0.3207926534557757,2657.521564,BRSR_XBRL,HIGH,0.75,0.16368634817218736
Varroc Engineering Limited,Chemicals & Fertilizers,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,0.073311508307198,77305.0,BRSR_XBRL,HIGH,0.75,0.0043658236854019795
Vedant Fashions Limited,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,0.363544452145698,1386.4825398,BRSR_XBRL,HIGH,0.75,0.22719362917144179
Vedanta Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,0.0040008371995939,152968.0,BRSR_XBRL,HIGH,0.75,0.002500522985199519
Vinati Organics Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,0.293581311329726,2248.1,BRSR_XBRL,HIGH,0.75,0.18348827899114808
Vodafone Idea Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,0.0172393295320639,43157.2244213,BRSR_XBRL,HIGH,0.75,0.010774557591115659
Voltamp Transformers Limited,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,0.2978003384094755,1934.2303241,BRSR_XBRL,HIGH,0.75,0.18612054392617822
Voltas Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,0.0552417589706175,11295.579845646002,BRSR_XBRL,HIGH,0.75,0.03452677997317062
Waaree Renewable Technologies Limited,Information Technology,Kolkata,West Bengal,0.58,0.1,0.058,Tier 2,75%,0.0363063978409271,1597.4614,BRSR_XBRL,HIGH,0.005,0.0018153803278126155
Welspun Corp Limited,Chemicals & Fertilizers,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,0.0611192292273646,9081.78,BRSR_XBRL,HIGH,0.75,0.03716231840013742
Welspun Living Limited,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,0.0584520349077121,8772.259319778,BRSR_XBRL,HIGH,0.75,0.03590865118291689
Whirlpool of India Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,0.0824721155516681,7420.8,BRSR_XBRL,HIGH,0.75,0.05154430789133247
Wipro Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,0.0074083723124184,89088.4,BRSR_XBRL,HIGH,0.75,0.004630232443281057
Wockhardt Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,0.5305559847466713,2693.0,BRSR_XBRL,HIGH,0.75,0.1726698848867434
YES Bank Limited,Financial Services,Bangalore,Karnataka,0.48,0.01,0.0048,Tier 2,75%,0.0001305956975903,36751.7730547,BRSR_XBRL,HIGH,0.12,0.0015672713235976466
ZENSAR TECHNOLOGIES LIMITED,Information Technology,Chennai,Tamil Nadu,0.52,0.1,0.052,Tier 2,75%,0.009848070677636,5280.6,BRSR_XBRL,HIGH,0.005,0.0004923682914820286
ZF Commercial Vehicle Control Systems India Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,0.1829608722010993,3804.1,BRSR_XBRL,HIGH,0.75,0.11435030624852133
Zee Entertainment Enterprises Limited,Chemicals & Fertilizers,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,0.0468205797766289,11533.4,BRSR_XBRL,HIGH,0.75,0.029262836631002136
Zen Technologies Limited,Information Technology,Pune,Maharashtra,0.42,0.1,0.042,Tier 2,75%,0.0451337146105682,930.66717227,BRSR_XBRL,HIGH,0.005,0.002256445765544591
Zydus Lifesciences Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,26332.20747370104,22573.8,BRSR_XBRL,HIGH,0.75,0.016944422294872818
Zydus Wellness Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,0.2436414656667342,2708.9,BRSR_XBRL,HIGH,0.75,0.15227583151832846
eClerx Services Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,0.2994731681792223,2484.363239358,BRSR_XBRL,HIGH,0.75,0.18717069735751024
