Company_Name,Facility_ID,Facility_Type,Address,City,State,Country,Source
Manappuram Finance Limited,2,Corporate Office,"Corporate Office: W-4/638A, Manappuram House Valapad, Thrissur, Kerala - 680567  
Landline: 0487 3050000, 3050108, 3050100  

Corporate office Annexe: A-Wing, 3rd Floor, Unit No 301 To 315 Kanakia Wall Street, Andheri Kurla Road, Andheri East, Mumbai, Maharashtra -400093  
Landline: 022 68194000",Mumbai,Maharashtra,India,XBRL_CorporateOffice
MANKIND PHARMA LIMITED,1,Registered Office,"208, Okhla Industrial Estate, Phase-III, New Delhi, 110020, India",Delhi,Delhi,India,XBRL_RegisteredOffice
MANKIND PHARMA LIMITED,2,Corporate Office,"262, Okhla Industrial Estate, Phase-III, New Delhi, 110020, India",Delhi,Delhi,India,XBRL_CorporateOffice
MANKIND PHARMA LIMITED,3,Plant,"Manesar, Delhi and Rajasthan",Manesar,Rajasthan,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Man Infraconstruction Limited,1,Registered Office,"12th Floor, Krushal Commercial Complex, G. M. Road, Chembur (West), Mumbai - 400089",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Marico Limited,1,Registered Office,"7th Floor, Grande Palladium, 175 CST Road, Kalina, Santacruz (East), Mumbai 400098",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Marico Limited,2,Plant,"1. Puducherry, India 2. Perundurai, Tamil Nadu, India 3. Sanand, Gujarat, India 4. Jalgaon, Maharashtra, India 5. Mumbai- Kalina, Maharashtra- Head office 6. Mumbai- Andheri, Maharashtra- R&D centre",Jalgaon,Maharashtra,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Maruti Suzuki India Limited,1,Registered Office,"1, Nelson Mandela Road, Vasant Kunj, New Delhi-110070",Delhi,Delhi,India,XBRL_RegisteredOffice
Maruti Suzuki India Limited,2,Plant,Gurugram District (Gurugram and Manesar facilities),Gurugram,Haryana,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Maruti Suzuki India Limited,3,Facility,its Manesar facility with an output of,Manesar,,India,XBRL_TextExtraction
Maruti Suzuki India Limited,4,Facility,Kharkhoda in Haryana,,Haryana,India,XBRL_TextExtraction
Mastek Limited,1,Registered Office,"804 / 805 President House, Opposite C. N. Vidyalaya, Near Ambawadi Circle, Ahmedabad – 380006, Gujarat.",Ahmedabad,Gujarat,India,XBRL_RegisteredOffice
Mastek Limited,2,Corporate Office,"#106, SDF IV, Seepz, Andheri (East), Mumbai ‑ 400 096, India.",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Max Financial Services Limited,1,Registered Office,"Bhai Mohan Singh Nagar, Railmajra, Tehsil Balachaur, District Nawanshahr Punjab 144533",,Punjab,India,XBRL_RegisteredOffice
Max Financial Services Limited,2,Corporate Office,"Max Financial Services Limited, L21, Max Towers, Plot No. C-001/A/1 Sector – 16B, Noida-201301, Uttar Pradesh",Noida,Uttar Pradesh,India,XBRL_CorporateOffice
MAX HEALTHCARE INSTITUTE LIMITED,1,Registered Office,"401, 4th Floor, Man Excellenza, S. V. Road, Vile Parle (West), Mumbai, Maharashtra – 400056",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
MAX HEALTHCARE INSTITUTE LIMITED,2,Corporate Office,"2nd Floor, Capital Cyberscape, Sector-59, Gurugram, Haryana – 122102",Gurugram,Haryana,India,XBRL_CorporateOffice
MAX HEALTHCARE INSTITUTE LIMITED,3,Plant,"Saket, Panchsheel Park, Karol Bagh, Gurgaon, Dwarka, Bathinda, South Delhi, Mayur Vihar (Delhi), Rajendra Nagar (Delhi), Patel Nagar (Delhi), Saharanpur, Gautam Budh Nagar, Lajpat Nagar, Meerut, Ludhiana, Amritsar, Lucknow and Bulandshahr",Gurgaon,Delhi,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Mazagon Dock Shipbuilders Limited,1,Registered Office,"Dockyard Road, Mumbai - 400 010",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
MedPlus Health Services Limited,1,Registered Office,"H. No: 11-6-56, Survey No: 257 & 258/1 Opp: IDPL 
Railway Siding Road, Moosapet, Kukatpally Hyderabad 
TG 500037 IN",Hyderabad,Telangana,India,XBRL_RegisteredOffice
Metropolis Healthcare Limited,1,Registered Office,"Metropolis Healthcare Limited, 4th Floor, East Wing, Plot-254 B, Nirlon House, Dr. Annie Besant Road, Worli, Mumbai - 400030, Maharashtra, India.",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Metropolis Healthcare Limited,2,Corporate Office,"Metropolis Healthcare Limited, 4th Floor, Commercial Building 1A, Kohinoor Mall, Vidyavihar (West), Mumbai - 400070, Maharashtra, India.",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Metro Brands Limited,1,Registered Office,"401, Zillion, 4th Floor, LBS Marg & CST Road Junction, Kurla (West), Mumbai – 400070",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Minda Corporation Limited,1,Registered Office,"A-15, Ashok Vihar, Phase-I, Delhi - 110052",Delhi,Delhi,India,XBRL_RegisteredOffice
Minda Corporation Limited,2,Corporate Office,"D6-11, Sector 59, Noida 201301, Uttar Pradesh, India",Noida,Uttar Pradesh,India,XBRL_CorporateOffice
Minda Corporation Limited,3,Plant,"MCL DCD, Greater Noida",Noida,Uttar Pradesh,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Minda Corporation Limited,4,Plant,MCL WHD Greater Noida,Noida,Uttar Pradesh,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress2
Minda Corporation Limited,5,Plant,MCL WHD Pithampur,,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress3
Minda Corporation Limited,6,Plant,MCL WHD Component Divison,,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress4
Minda Corporation Limited,7,Plant,Starter Motor Alternator    Division (SMAD),,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress5
Mishra Dhatu Nigam Limited,1,Registered Office,"PO Kanchanbagh, Hyderabad - 500058",Hyderabad,Telangana,India,XBRL_RegisteredOffice
MMTC LIMITED,1,Registered Office,"Core-1, SCOPE Complex, 7 Institutional Area, Lodhi Road, New Delhi - 110003",Delhi,Delhi,India,XBRL_RegisteredOffice
MOIL Limited,1,Registered Office,"1-A, Katol Road, Nagpur, Maharashtra, 440013, India",Nagpur,Maharashtra,India,XBRL_RegisteredOffice
Motherson Sumi Wiring India Limited,1,Registered Office,"Unit 705, C Wing, ONE BKC, G Block, Bandra Kurla Complex,
Bandra East, Mumbai , 400051, Maharashtra, India",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Motherson Sumi Wiring India Limited,2,Corporate Office,"Motherson Corporate Tower, Plot No. 1, 5th Floor, Sector 127,
Noida - 201301, Uttar Pradesh, India",Noida,Uttar Pradesh,India,XBRL_CorporateOffice
Motherson Sumi Wiring India Limited,3,Plant,"The water stress areas have been identified based on “Central ground water Board ministry of Jal Shakti Government of India. According to this report,
our Noida locations are classified as semi critical and, Faridabad, Gurgaon, Pathredi, Pithampur locations has been classified as ‘Over-Exploited’, while
Bangalore location is classified as ‘Critical’.",Noida,Karnataka,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Motilal Oswal Financial Services Limited,1,Registered Office,"Motilal Oswal Tower, Rahimtullah Sayani Opposite Parel ST Depot, Prabhadevi, Mumbai-400025, Mumbai, Maharashtra, India, 400025",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Mphasis Limited,1,Registered Office,"Bagmane World Technology Center, Marathahalli Outer Ring Road, Doddanakundi Village, Mahadevapura, Bengaluru- 560 048, India",Bengaluru,Karnataka,India,XBRL_RegisteredOffice
MRF Limited,1,Registered Office,"114, Greams Road, Chennai, 600006",Chennai,Tamil Nadu,India,XBRL_RegisteredOffice
MUTHOOT FINANCE LIMITED,1,Registered Office,"NH BYPASS, PALARIVATTOM, KOCHI - 682028",Kochi,,India,XBRL_RegisteredOffice
Narayana Hrudayalaya Ltd,1,Registered Office,"No.258/A, Bommasandra Industrial Area, Anekal Taluk Bangalore – 560099",Bangalore,Karnataka,India,XBRL_RegisteredOffice
Narayana Hrudayalaya Ltd,2,Corporate Office,"No.261/A, 2nd floor, Bommasandra Industrial Area, Anekal Taluk Bangalore – 560099",Bangalore,Karnataka,India,XBRL_CorporateOffice
Narayana Hrudayalaya Ltd,3,Plant,"There are 4 Water Stress Zones that include five hospitals. Bommasandra Industrial Area, Anekul Taluk (Karnataka), Bangalore-South (Karnataka), Ahmedabad City (Gujarat), Gurgaon (Haryana)",Bangalore,Karnataka,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
NATCO Pharma Limited,1,Registered Office,"NATCO House, Road No.2, Banjara hills, Hyderabad - 500034, Telangana, India.",Hyderabad,Telangana,India,XBRL_RegisteredOffice
NATCO Pharma Limited,2,Plant,Thiruvottiyur (Chennai) and  Ameerpet (Hyderabad),Chennai,Tamil Nadu,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
NAVA LIMITED,1,Registered Office,"Nava Bharat Chambers, 6-3-1109/1 Raj Bhavan Road, Hyderabad - 500082, Telangana. India.",Hyderabad,Telangana,India,XBRL_RegisteredOffice
NAVA LIMITED,2,Corporate Office,"Silicon House, 8-2-318/1, Road No.14, Banjara Hills, Hyderabad 500034, Telangana",Hyderabad,Telangana,India,XBRL_CorporateOffice
Navin Fluorine International Limited,1,Registered Office,"Office No. 602, 6th Floor, Natraj by Rustomjee, Near Western Express Highway, 194, Sir Mathuradas Vasanji Road, Andheri (East), Mumbai 400069",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
NBCC India Limited,1,Registered Office,"NBCC Bhawan, Lodhi Road, New Delhi- 110003",Delhi,Delhi,India,XBRL_RegisteredOffice
NCC LIMITED,1,Registered Office,"NCC House, Madhapur, Hyderabad – 500081, Telangana",Hyderabad,Telangana,India,XBRL_RegisteredOffice
NCC LIMITED,2,Facility,Bhimavaram,Bhimavaram,,India,XBRL_TextExtraction
Nestle India Limited,1,Registered Office,"100 / 101, World Trade Centre, Barakhamba Lane, New Delhi – 110001, India",Delhi,Delhi,India,XBRL_RegisteredOffice
Nestle India Limited,2,Corporate Office,"“Nestle House”, Jacaranda Marg, 'M' Block, DLF City, Phase - II, Gurugram - 122 002, Haryana, India",Gurugram,Haryana,India,XBRL_CorporateOffice
Nestle India Limited,3,Plant,"Moga, Nanjangud, Sanand, Pantnagar",Pantnagar,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
NETWEB TECHNOLOGIES INDIA LIMITED,1,Registered Office,"Plot No. H-1, Block-H, Pocket No. 9, Faridabad Industrial Town, Sector-57, Faridabad, Haryana 121004",Faridabad,Haryana,India,XBRL_RegisteredOffice
Neuland Laboratories Limited,1,Registered Office,"11th Floor (5th Level), Phoenix IVY Building, Plot No. 573A-III, Road No. 82, Jubilee Hills, Hyderabad, 500033, Telangana",Hyderabad,Telangana,India,XBRL_RegisteredOffice
Neuland Laboratories Limited,2,Plant,"Bonthapally, Pashamylaram and Gaddapotharam (Sangareddy District) and Jubilee Hills, Hyderabad",Hyderabad,Telangana,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Newgen Software Technologies Limited,1,Registered Office,"E-44/13 Okhla Phase II, New Delhi South Delhi DL 110020",Delhi,Delhi,India,XBRL_RegisteredOffice
NHPC Limited,1,Registered Office,"NHPC Office Complex, Sector-33, Faridabad, Haryana-121003 (India)",Faridabad,Haryana,India,XBRL_RegisteredOffice
NHPC Limited,2,Plant,"Dhauliganga, Chutak, Nimoo Bazgo, Kishanganga, Regional office Jammu, Wind power project-Jaisalmer",Jammu,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Nippon Life India Asset Management Limited,1,Registered Office,"4th Floor, Tower A, Peninsula Business Park, Ganapatrao Kadam Marg, Lower Parel (W), Mumbai – 400 013",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
NLC India Limited,1,Registered Office,"No. 135, EVR Periyar High Road, Kilpauk, Chennai- 600010, Tamil Nadu",Chennai,Tamil Nadu,India,XBRL_RegisteredOffice
NLC India Limited,2,Corporate Office,"Block - 1, Neyveli - 607 801, Cuddalore District, Tamil Nadu",,Tamil Nadu,India,XBRL_CorporateOffice
NMDC Limited,1,Registered Office,"Khanij Bhavan, 10-3-311/A, Castle Hills, Masab Tank, Hyderabad - 500 028",Hyderabad,Telangana,India,XBRL_RegisteredOffice
NMDC Limited,2,Plant,Head Office (Hyderabad),Hyderabad,Telangana,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress2
NMDC Steel Limited,1,Registered Office,"C/o NMDC Iron & Steel Plant, Nagarnar, Chhattisgarh, 
India – 494 001",,Chhattisgarh,India,XBRL_RegisteredOffice
NMDC Steel Limited,2,Corporate Office,"NMDC Ltd, 'Khanij Bhavan', 10-3-311/A, Castle Hills, 
Masab Tank, Hyderabad - 500 028",Hyderabad,Telangana,India,XBRL_CorporateOffice
NTPC LIMITED,1,Registered Office,"NTPC Bhawan, SCOPE Complex, 7, Institutional Area, Lodi Road, New Delhi-110 003",Delhi,Delhi,India,XBRL_RegisteredOffice
NTPC LIMITED,2,Plant,"BARAUNI, BARH, KORBA, RAMAGUNDAM, Lara, Sipat, Kawas, RG CCCP Kayamkulam, Jhanor Gandhar, Khargone, Telangana, GADARWARA, MOUDA, Solapur, TANDA, NCPS- Dadri Coal & Gas, AURAIYA, FARIDABAD, KANTI, UNCHAHAR, ANTA",Faridabad,Telangana,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
NUVAMA WEALTH MANAGEMENT LIMITED,1,Registered Office,"801- 804, Wing A, Building No. 3, Inspire BKC, G Block,
Bandra Kurla Complex, Bandra East, Mumbai – 400 051",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
NUVAMA WEALTH MANAGEMENT LIMITED,2,Facility,Mumbai for formal written grievances,Mumbai,Maharashtra,India,XBRL_TextExtraction
Nuvoco Vistas Corporation Limited,1,Registered Office,"Equinox Business Park, Tower 3, East Wing, 4th floor, LBS Marg, Kurla (West), Mumbai - 400 070",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Oberoi Realty Limited,1,Registered Office,"Commerz, 3rd Floor, International Business Park, Oberoi Garden City, Off Western Express Highway, Goregaon (East), Mumbai 400063, India",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Oberoi Realty Limited,2,Plant,The Company does not have any operations in water stress areas.,,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Oil India Limited,1,Registered Office,"Duliajan, Assam",,Assam,India,XBRL_RegisteredOffice
Oil India Limited,2,Corporate Office,"Plot No. 19, Sector- 16A, Noida- 201301",Noida,Uttar Pradesh,India,XBRL_CorporateOffice
Olectra Greentech Limited,1,Registered Office,"S-22, 3rd Floor, Technocrat Industrial Estate, Balanagar,Hyderabad-500 037, Telangana, India",Hyderabad,Telangana,India,XBRL_RegisteredOffice
One 97 Communications Limited,1,Registered Office,"136, First Floor, Devika Tower, Nehru Place, New Delhi, India - 110019",Delhi,Delhi,India,XBRL_RegisteredOffice
One 97 Communications Limited,2,Corporate Office,"One Skymark, Tower D, Plot No. H-10B, Sector-98, Noida, Uttar Pradesh, India - 201304",Noida,Uttar Pradesh,India,XBRL_CorporateOffice
Oracle Financial Services Software Limited,1,Registered Office,"Oracle Park, off Western Express Highway, Goregaon (East), Mumbai 400063, Maharashtra, India",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Page Industries Limited,1,Registered Office,"Cessna Business Park, Tower-1, 7th Floor, Umiya Business Bay, Varthur Hobli,
Bengaluru, Karnataka - 560103",Bengaluru,Karnataka,India,XBRL_RegisteredOffice
Page Industries Limited,2,Corporate Office,"Cessna Business Park, Tower-1, 3rd Floor, Umiya Business Bay, Varthur Hobli,
Bengaluru - 560103",Bengaluru,Karnataka,India,XBRL_CorporateOffice
Page Industries Limited,3,Plant,"Bengaluru cluster (Bommasandra,
Bommanahalli, Gowribidnur) - Extremely High
(>80%)
- Mysuru Cluster (Industrial Suburban Area,
K.R. Pet and Belawadi KIDB Industrial Area) –
Medium
- high (20 - 40%)
- Hassan Cluster (KIDB Area, Tiptur) - High (40
- 80%)
- Tamil Nadu Cluster (Tirupur) - Medium -high
(20 - 40%)",Bengaluru,Tamil Nadu,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
PATANJALI FOODS LIMITED,1,Registered Office,"616, Tulsiani Chambers Nariman Point, Mumbai City, Mumbai, Maharashtra, India, 400021",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
PATANJALI FOODS LIMITED,2,Corporate Office,"Office No. 601, Part B-2, Metro Tower, 6th Floor, Vijay Nagar, AB Road, Indore, Madhya Pradesh, India, 452010",Indore,Madhya Pradesh,India,XBRL_CorporateOffice
PB FINTECH LIMITED,1,Registered Office,"Plot 119, Sector 44, Gurugram‐ 122001, Haryana",Gurugram,Haryana,India,XBRL_RegisteredOffice
Persistent Systems Limited,1,Registered Office,"Bhageerath, 402 Senapati Bapat Road, Pune, Maharashtra 411016",Pune,Maharashtra,India,XBRL_RegisteredOffice
Persistent Systems Limited,2,Plant,"During FY 2024-25, our offices located in following cities of India fall under water stress zones. These zones have been identified as per the Aqueduct report. Please refer to our water conservation efforts mentioned in the FY 2024-25 ESG Report.",,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Petronet LNG Limited,1,Registered Office,"1st Floor, World Trade Centre, Babar Road, Barakhamba Lane, New Delhi - 110001",Delhi,Delhi,India,XBRL_RegisteredOffice
Petronet LNG Limited,2,Facility,Kochi was completed,Kochi,,India,XBRL_TextExtraction
Pfizer Limited,1,Registered Office,"The Capital, 1802/1901, Plot No. C - 70,
G Block, Bandra Kurla Complex,
Bandra (East), Mumbai, 400051",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Pfizer Limited,2,Facility,Goa,,Goa,India,XBRL_TextExtraction
Pidilite Industries Limited,1,Registered Office,"Regent Chambers 7th Floor 208 Nariman Point, Mumbai, Maharashtra, 400 021",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Pidilite Industries Limited,2,Corporate Office,"Ramkrishna Mandir Road, Off Mathuradas Vasanji Road, Andheri (E), Mumbai – 400 059",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Pidilite Industries Limited,3,Plant,"Alwar, Daman, Ludhiana, Perundurai",Daman,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Piramal Enterprises Limited,1,Registered Office,"Piramal Ananta, Agastya Corporate Park, Opposite Fire Brigade, Kamani Junction, LBS Marg, Kurla (West), Mumbai - 400 070",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Piramal Enterprises Limited,2,Corporate Office,"10th Floor, Piramal Tower Annexe, Peninsula Corporate Park, Ganpatrao Kadam Marg, Lower Parel - 400013",,,India,XBRL_CorporateOffice
Piramal Enterprises Limited,3,Facility,Bangalore operates,Bangalore,Karnataka,India,XBRL_TextExtraction
Piramal Pharma Limited,1,Registered Office,"Gr. Flr., Piramal Ananta, Agastya Corp. Park, Kamani Junction, LBS Marg, Kurla (West), Mumbai - 400070",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Piramal Pharma Limited,2,Plant,"Digwal, Sangareddy district, Telangana.",,Telangana,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
PI INDUSTRIES LIMITED,1,Registered Office,"PI Industries Ltd. Udaisagar Road, Udaipur 313001 Rajasthan, India",Udaipur,Rajasthan,India,XBRL_RegisteredOffice
PI INDUSTRIES LIMITED,2,Corporate Office,"5th Floor, Vipul Square, B-Block, Sushant Lok, Phase -1, Gurugram- 122009, Haryana (India)
Unit no. 3A, 1st Floor, Wing A, CTS no. 1483 D, IA Project Road, Next to JW Marriott Hotel, Sahar, Village Marol, Taluka Andheri (East), Mumbai 400099, Maharashtra, (India)",Gurugram,Maharashtra,India,XBRL_CorporateOffice
PI INDUSTRIES LIMITED,3,Plant,"Udaipur, Gurgaon, Davangere",Udaipur,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
PI INDUSTRIES LIMITED,4,Facility,Gujarat,,Gujarat,India,XBRL_TextExtraction
PI INDUSTRIES LIMITED,5,Facility,Jambusar and Udaipur,Udaipur,,India,XBRL_TextExtraction
PNB Housing Finance Limited,1,Registered Office,"9th Floor, Antriksh Bhawan, 22 Kasturba Gandhi Marg, New Delhi-110001",Delhi,Delhi,India,XBRL_RegisteredOffice
PNB Housing Finance Limited,2,Corporate Office,"RMZ Infinity Park, 1st Floor and 6th Floor, Plot No. 15, Udyog Vihar, Gurugram, Haryana 122008",Gurugram,Haryana,India,XBRL_CorporateOffice
PNC Infratech Limited,1,Registered Office,"NBCC Plaza, Tower II, 4th Floor, Pushp Vihar,
Sector 5, New Delhi - 110017",Delhi,Delhi,India,XBRL_RegisteredOffice
PNC Infratech Limited,2,Corporate Office,"PNC Tower, 3/22-D, Civil Lines,
Agra-Delhi Bypass Road, NH-2 Agra UP 282002 IN",Agra,Delhi,India,XBRL_CorporateOffice
Polycab India Limited,1,Registered Office,"Unit No.4, Plot No.105, Halol Vadodara Road,Village Nurpura, Taluka Halol, Panchmahal,Gujarat – 389350",Vadodara,Gujarat,India,XBRL_RegisteredOffice
Polycab India Limited,2,Corporate Office,"#29, “The Ruby”, 21st Floor,Senapati Bapat Marg, Tulsi Pipe Road,Dadar West, Mumbai – 400 028",Mumbai,Maharashtra,India,XBRL_CorporateOffice
POLY MEDICURE LIMITED,1,Registered Office,"232-B, 3rd Floor, Okhla Industrial Estate, Phase-III, New Delhi-110020, INDIA",Delhi,Delhi,India,XBRL_RegisteredOffice
Poonawalla Fincorp Limited,1,Registered Office,"201 and 202, 2nd floor, AP81, Koregaon Park Annex, Mundhwa, Pune - 411036
Maharashtra, India",Pune,Maharashtra,India,XBRL_RegisteredOffice
Poonawalla Fincorp Limited,2,Corporate Office,"2401, 24th Floor, Altimus, Dr G.M. Bhosale Marg, Worli, Mumbai- 400018 Maharashtra, India",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Power Finance Corporation Limited,1,Registered Office,"Urjanidhi, 1, Barakhamba Lane, Connaught Place, New Delhi - 110 001",Delhi,Delhi,India,XBRL_RegisteredOffice
Power Finance Corporation Limited,2,Corporate Office,"Urjanidhi'], 1, Barakhamba Lane, Connaught Place, New Delhi - 110 001",Delhi,Delhi,India,XBRL_CorporateOffice
Power Grid Corporation of India Limited,1,Registered Office,"B-9, Qutab Institutional Area, Katwaria Sarai, New Delhi-110016",Delhi,Delhi,India,XBRL_RegisteredOffice
Power Grid Corporation of India Limited,2,Corporate Office,"Saudamini, Plot No.2, Sector 29, Gurugram, Haryana-122001",Gurugram,Haryana,India,XBRL_CorporateOffice
Power Mech Projects Limited,1,Registered Office,"Plot No.77, Jubilee Enclave, Opposite: Hitex,Madhapur, Hyderabad, Telangana-500081.",Hyderabad,Telangana,India,XBRL_RegisteredOffice
Praj Industries Limited,1,Registered Office,"“Praj Tower”, S. No. 274 & 275/2, Bhumkar Chowk- Hinjewadi Road, Hinjewadi, Pune – 411 057.",Pune,Maharashtra,India,XBRL_RegisteredOffice
Prestige Estates Projects Limited,1,Registered Office,"Prestige Falcon Tower, No.19, Brunton Road, Bangalore - 560025",Bangalore,Karnataka,India,XBRL_RegisteredOffice
Prism Johnson Limited,1,Registered Office,"305, Laxmi Niwas Apartment, Ameerpet, Hyderabad-500016",Hyderabad,Telangana,India,XBRL_RegisteredOffice
Prism Johnson Limited,2,Corporate Office,"Rahejas, Main Avenue, 2nd. Floor, V. P. Road,
Santacruz (West), Mumbai - 400 054",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Procter  Gamble Health Limited,1,Registered Office,"P&G Plaza, Cardinal Gracias Road, Chakala, Andheri (East), Mumbai – 400099",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Procter  Gamble Health Limited,2,Facility,Goa is,,Goa,India,XBRL_TextExtraction
PTC Industries Limited,1,Registered Office,"NH 25A, Sarai Shahjadi, Lucknow 227 101 Uttar Address Pradesh, India",Lucknow,,India,XBRL_RegisteredOffice
PTC Industries Limited,2,Facility,Lucknow and Mehsana Plant in Ahmedabad,Lucknow,Gujarat,India,XBRL_TextExtraction
PUNJAB NATIONAL BANK,1,Registered Office,"PUNJAB NATIONAL BANK, CORPORATE OFFICE, PLOT NO 4, SECTOR 10, DWARKA NEW DELHI 110075",Delhi,Punjab,India,XBRL_RegisteredOffice
Punjab  Sind Bank,1,Registered Office,"Bank House, 21 Rajendra Place, New Delhi – 110008",Delhi,Delhi,India,XBRL_RegisteredOffice
Punjab  Sind Bank,2,Corporate Office,"NBCC Office Complex, Block – 3, East Kidwai Nagar, New Delhi - 110023",Delhi,Delhi,India,XBRL_CorporateOffice
PVR INOX LIMITED,1,Registered Office,"7th Floor, Lotus Grandeur Building, Veera Desai Road, Opposite Gundecha Symphony, Andheri (West), Mumbai – 400053",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
PVR INOX LIMITED,2,Corporate Office,"Block-A, 4th Floor, Building No. 9A, DLF Cyber City, Phase III, Gurgaon – 122002",Gurgaon,Haryana,India,XBRL_CorporateOffice
Quess Corp Limited,1,Registered Office,"Quess Tower, Sky Walk Avenue, 32/4, Hosur Road, Roopena Agrahara, Bommanahalli, Bengaluru - 560068",Hosur,Karnataka,India,XBRL_RegisteredOffice
Quess Corp Limited,2,Corporate Office,"Quess Tower, Sky Walk Avenue, 32/4, Hosur Road, Roopena Agrahara, Bommanahalli, Bengaluru - 560068, Karnataka, India",Hosur,Karnataka,India,XBRL_CorporateOffice
Radico Khaitan Limited,1,Registered Office,"Rampur Distillery, Bareilly Road, Rampur, Uttar
Pradesh - 244901",,Uttar Pradesh,India,XBRL_RegisteredOffice
Radico Khaitan Limited,2,Corporate Office,"Plot No. J-I, Block B-I, Mohan Co-operative Industrial
Area, Mathura Road, New Delhi-110044",Delhi,Delhi,India,XBRL_CorporateOffice
Radico Khaitan Limited,3,Plant,"Reengus, Rajasthan",,Rajasthan,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Railtel Corporation of India Limited,1,Registered Office,"Plate-A, 6th Floor, Office Block, Tower-2, East Kidwai Nagar, New Delhi-110023 Tel.: +91 11 22900600 Fax: +91 11 22900699",Delhi,Delhi,India,XBRL_RegisteredOffice
Rail Vikas Nigam Limited,1,Registered Office,"1st Floor, August Kranti Bhawan, Bhikaji Cama Place, R.K. Puram, New Delhi-110066",Delhi,Delhi,India,XBRL_RegisteredOffice
RAJESH EXPORTS LIMITED,1,Registered Office,"4, Batavia Chambers, Kumara Krupa Road, Kumara Park East, Bangalore - 560001",Bangalore,Karnataka,India,XBRL_RegisteredOffice
RAJESH EXPORTS LIMITED,2,Corporate Office,"1, Brunton Road, Off M. G. Road, Bangalore - 560025",Bangalore,Karnataka,India,XBRL_CorporateOffice
Ramkrishna Forgings Limited,1,Registered Office,"23, Circus Avenue, 9th Floor, Kolkata – 700017",Kolkata,West Bengal,India,XBRL_RegisteredOffice
Ramkrishna Forgings Limited,2,Facility,Kolkata from,Kolkata,West Bengal,India,XBRL_TextExtraction
RateGain Travel Technologies Limited,1,Registered Office,"M-140, Greater Kailash, Part-II, New Delhi - 110048",Delhi,Delhi,India,XBRL_RegisteredOffice
