Company_Name,Sector,City,State,Revenue_Cr,Base_MSA_Loss,V7_Direct_EIF,V7_Scope3_Factor,MSA_Intensity_Direct,MSA_Intensity_Scope3,MSA_Intensity_V7_Total,Scope3_Biodiversity_MSA,Data_Tier,Confidence,Scope1_GHG_tCO2e,Scope2_GHG_tCO2e,Scope3_GHG_tCO2e,Water_Consumption_KL,Waste_Generated_MT,Hazardous_Air_Pollutants,Total_GHG_Emissions_tCO2e,GHG_Emissions_Normalized,Water_Consumption_Normalized,Waste_Generated_Normalized,Pollution_Index,Data_Quality_Flag
UPL LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,43098.0,0.52,0.0374641669027132,0.005225,0.0004520248454547,0.005225,0.0056770248454547,0.2251870499999999,Tier 2,75%,657111.0,160730.0,3528091.0,4157572.0,183595.8,0.0,4345932.0,100838.37,96467.86,4259.96,0.0,OK
UTI Asset Management Company Limited,Financial Services,Kolkata,West Bengal,1714.0,0.58,0.0011797441546504,0.000297,0.0003992133078746,0.000297,0.0006962133078746,0.000509058,Tier 2,75%,21.41,1865.46,0.0,45736.82,150.94,,1886.87,1100.86,26684.26,88.06,,OK
Ujjivan Small Finance Bank Limited,Financial Services,Hyderabad,Telangana,5168.0,0.45,0.0011797441546504,0.000297,0.0001027254004629,0.000297,0.0003997254004629,0.001534896,Tier 2,75%,600.52,13270.24,17907.95,0.0,61.93,,31778.71,6149.13,0.0,11.98,,OK
UltraTech Cement Limited,Cement Manufacturing,Pune,Maharashtra,70908.0,0.42,0.0777832037429109,0.0033,0.0004607229871385,0.0033,0.0037607229871385,0.2339964,Tier 2,75%,81107852.0,1884213.56,12711286.88,31459067.0,2923264.0,0.0,95703352.44,1349683.43,443660.33,41226.15,0.0,OK
United Spirits Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,26018.0,0.51,0.0374641669027132,0.005225,0.0007343656361128,0.005225,0.0059593656361128,0.1359440499999999,Tier 2,75%,2386.0,9857.0,1291031.0,678414.0,64777.0,0.0,1303274.0,50091.24,26074.79,2489.7,0.0,OK
Uno Minda Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,4651.0,0.55,0.0374641669027132,0.005225,0.0044302927964937,0.005225,0.0096552927964937,0.024301475,Tier 2,75%,73662.0,119525.0,0.0,859533.0,16810.602,0.0,193187.0,9821.113738980865,162831.43410019352,460.54611911416896,0.0,OK
Usha Martin Limited,Steel & Iron,Delhi,Delhi,3232.0,0.62,0.0840934065650114,0.0096249999999999,0.0161317797247237,0.0096249999999999,0.0257567797247236,0.0311079999999996,Tier 2,75%,187661.95,21105.98,243007.19,1080418.0,114803.54,0.0,451775.12,139781.91,334287.75,35520.9,0.0,OK
V-GUARD INDUSTRIES LIMITED,Pharmaceuticals & Healthcare,Bangalore,Karnataka,4853.0,0.48,0.0144770016599194,0.003465,0.001431889717033,0.003465,0.004896889717033,0.016815645,Tier 2,75%,2433.6,12707.89,,96114.46,3864.65,0.0,15141.49,3120.03,19805.16,796.34,0.0,OK
VALOR ESTATE LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,1368.0,0.52,0.0374641669027132,0.005225,0.0142407651969377,0.005225,0.0194657651969377,0.0071477999999999,Tier 2,75%,1552.0,0.0,,288502.71,1006.17,0.0,1552.0,1134.5,210893.79,735.5,0.0,OK
VIP INDUSTRIES LIMITED,Pharmaceuticals & Healthcare,Kolkata,West Bengal,2245.0,0.58,0.0144770016599194,0.003465,0.0037401607851907,0.003465,0.0072051607851907,0.007778925,Tier 2,75%,129.0,12012.0,,150824.0,356.54,0.0,12141.0,5408.02,67182.18,158.82,0.0,OK
Varroc Engineering Limited,Chemicals & Fertilizers,Hyderabad,Telangana,7501.0,0.45,0.0374641669027132,0.005225,0.002247550340784,0.005225,0.007472550340784,0.039192725,Tier 2,75%,2157.0,100639.0,,443989.0,12375.16,0.0,102796.0,13704.31,59190.64,1649.8,0.0,OK
Vedant Fashions Limited,Textiles & Apparel,Pune,Maharashtra,1368.0,0.42,0.04,0.006,0.0122807017543859,0.006,0.0182807017543859,0.008208,Tier 2,75%,7.58,906.29,,581.8,106.214,,913.87,668.03,425.29,77.64,,OK
Vedanta Limited,Steel & Iron,Ahmedabad,Gujarat,141739.0,0.51,0.0840934065650114,0.0096249999999999,0.0003025817689426,0.0096249999999999,0.0099275817689425,1.3642378749999855,Tier 2,75%,63324730.0,3594210.0,45801609.0,216673207.0,142858732.0,169.0,112720549.0,472127.9252710969,1528677.4070650986,1007899.9569631505,169.0,OK
Vinati Organics Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,1868.0,0.55,0.0374641669027132,0.005225,0.0110306701266018,0.005225,0.0162556701266018,0.0097603,Tier 2,75%,294797.0,23356.0,,902313.0,6290.19,0.0,318153.0,170317.45,483036.94,3367.34,0.0,OK
Vodafone Idea Limited,Information Technology,Delhi,Delhi,42651.0,0.62,0.0009696637386769,0.000396,1.409560193148292e-05,0.000396,0.0004100956019314,0.016889796,Tier 2,75%,8537.88,336218.27,0.0,170370.0,4287.49,,344756.15,8083.19,3994.51,100.52,,OK
Voltamp Transformers Limited,Chemicals & Fertilizers,Bangalore,Karnataka,1934.0,0.48,0.0374641669027132,0.005225,0.0092982420441066,0.005225,0.0145232420441066,0.01010515,Tier 2,75%,1258.36,3036.8,0.0,24672.0,1176.28,0.0,4295.16,2220.87,12756.98,608.21,0.0,OK
Voltas Limited,Pharmaceuticals & Healthcare,Chennai,Tamil Nadu,12481.0,0.52,0.0144770016599194,0.003465,0.0006031600723626,0.003465,0.0040681600723626,0.043246665,Tier 2,75%,2341.43,15722.03,35553619.89,169667.59,6299.93,0.0,35571683.35,1.45,13594.07,504.76,0.0,OK
Waaree Renewable Technologies Limited,Information Technology,Kolkata,West Bengal,1597.514582804971,0.58,0.0009696637386769,0.000396,0.0003520499746832,0.000396,0.0007480499746832,0.0006326157747907,Tier 2,75%,313.4,213.8,,80066.0,66.22,,527.2,330.01,50119.1,41.45,,OK
Welspun Corp Limited,Textiles & Apparel,Hyderabad,Telangana,17314.0,0.45,0.04,0.006,0.0010396211158599,0.006,0.0070396211158599,0.103884,Tier 2,75%,1702995.0,265425.0,,1616271.0,336069.0,0.0,1968420.0,41709.42589811713,139193.71606792192,1732.701859766663,0.0,OK
Welspun Living Limited,Textiles & Apparel,Pune,Maharashtra,9825.0,0.42,0.04,0.006,0.0017099236641221,0.006,0.0077099236641221,0.05895,Tier 2,75%,256451.0,465706.0,566380.0,5036970.0,31516.725,0.0,1288537.0,131148.8,512668.7,3207.81,0.0,OK
Whirlpool of India Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,6829.0,0.51,0.0374641669027132,0.005225,0.0027978803807854,0.005225,0.0080228803807854,0.035681525,Tier 2,75%,2215.0,19496.0,8884423.0,179931.0,14770.52,0.0,8906134.0,1304163.71,26348.07,2162.91,0.0,OK
Wipro Limited,Information Technology,Mumbai,Maharashtra,89760.0,0.55,0.0009696637386769,0.000396,5.941567026206495e-06,0.000396,0.0004019415670262,0.0355449599999999,Tier 2,75%,8046.0,23416.0,188224.0,1308480.44,13540.0,0.0,219686.0,2447.48,14577.55,150.85,0.0,OK
Wockhardt Limited,Chemicals & Fertilizers,Delhi,Delhi,2800.0,0.62,0.0374641669027132,0.005225,0.0082956369570293,0.005225,0.0135206369570293,0.0146299999999999,Tier 2,75%,8738.84,61310.66,9019.11,761994.8,5580.841,0.0,79068.61,28238.79,272141.0,1993.16,0.0,OK
YES Bank Limited,Financial Services,Bangalore,Karnataka,32700.0,0.48,0.0011797441546504,0.000297,1.731734538936367e-05,0.000297,0.0003143173453893,0.0097119,Tier 2,75%,4585.69,29408.03,2053009.91,317867.2,483.86923,0.0,2087003.63,63822.74,9720.71,14.8,0.0,OK
ZENSAR TECHNOLOGIES LIMITED,Information Technology,Chennai,Tamil Nadu,4890.0,0.52,0.0009696637386769,0.000396,0.0001031135264032,0.000396,0.0004991135264032,0.00193644,Tier 2,75%,469.12,1388.81,6043.51,21020.44,151.12,0.0,7901.44,1615.84,4298.66,30.9,0.0,OK
ZF Commercial Vehicle Control Systems India Limited,Chemicals & Fertilizers,Kolkata,West Bengal,3700.0,0.58,0.0374641669027132,0.005225,0.0058727612982631,0.005225,0.0110977612982631,0.0193325,Tier 2,75%,1763.0,5891.92,123475.0,85869.0,5727.513,0.0,131129.92,35440.52,23207.84,1547.98,0.0,OK
Zee Entertainment Enterprises Limited,Chemicals & Fertilizers,Hyderabad,Telangana,8727.0,0.45,0.0374641669027132,0.005225,0.0019318064748734,0.005225,0.0071568064748734,0.0455985749999999,Tier 2,75%,6065.1,8340.66,55102.88,146855.3,3.62,0.0,69508.64,7964.78,16827.7,0.41,0.0,OK
Zen Technologies Limited,Information Technology,Pune,Maharashtra,430.0,0.42,0.0009696637386769,0.000396,0.0009471134191727,0.000396,0.0013431134191727,0.0001702799999999,Tier 2,75%,39.39,552.92,768.89,6594.96,5.0,,1361.1999999999998,3165.58,15337.12,11.63,,OK
Zydus Lifesciences Limited,Pharmaceuticals & Healthcare,Ahmedabad,Gujarat,19547.0,0.51,0.0144770016599194,0.003465,0.0003777188748431,0.003465,0.0038427188748431,0.067730355,Tier 2,75%,56459.38,205171.57,66915.74,2487607.56,32105.23,0.0,328546.69,16808.04,127262.88,1642.46,0.0,OK
Zydus Wellness Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,2328.0,0.55,0.0374641669027132,0.005225,0.0088510703593179,0.005225,0.0140760703593179,0.0121637999999999,Tier 2,75%,11343.0,10289.0,31614.0,418060.0,1711.9,0.0,53246.0,22871.99,179579.04,735.35,0.0,OK
eClerx Services Limited,Information Technology,Delhi,Delhi,2901.0,0.62,0.0009696637386769,0.000396,0.0002072359593173,0.000396,0.0006032359593173,0.0011487959999999,Tier 2,75%,549.0,3970.0,14173.0,86722.0,99.28,,18692.0,6443.3,29893.83,34.22,,OK
Kalyani Steels,Steel & Iron,Unknown,Unknown,456.0,0.52,0.0840934065650114,0.0096249999999999,0.0958959899425568,0.0096249999999999,0.1055209899425567,0.0043889999999999,Tier 3,LOW,,,,,,,,1354500.0,947368.4210526316,44381.57894736842,,OK
Sunflag Iron and Steel,Steel & Iron,Unknown,Unknown,3446.0,0.52,0.0840934065650114,0.0096249999999999,0.0126896608861886,0.0096249999999999,0.0223146608861885,0.0331677499999996,Tier 3,LOW,,,,,,,,516156.9936157864,,6729.541497388276,,PARTIAL ENV DATA
Electrosteel Castings,Steel & Iron,Unknown,Unknown,6434.0,0.52,0.0840934065650114,0.0096249999999999,0.0067964829676415,0.0096249999999999,0.0164214829676414,0.0619272499999993,Tier 3,LOW,,,,,,,,343203.605843954,521316.59931613307,11188.374261734536,,OK
Essar Steel India (AM/NS India),Steel & Iron,Unknown,Unknown,62700.0,0.52,0.0840934065650114,0.0096249999999999,0.0006974253814004,0.0096249999999999,0.0103224253814003,0.6034874999999937,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
KIOCL (Kudremukh Iron Ore Company),Steel & Iron,Unknown,Unknown,1822.0,0.52,0.0840934065650114,0.0096249999999999,0.0240003136189933,0.0096249999999999,0.0336253136189932,0.0175367499999998,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
Rashtriya Ispat Nigam Limited (RINL) - Vizag Steel,Steel & Iron,Unknown,Unknown,23328.0,0.52,0.0840934065650114,0.0096249999999999,0.0018745100914697,0.0096249999999999,0.0114995100914696,0.2245319999999976,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
Mrs. Bectors Food Specialities,Pharmaceuticals & Healthcare,Unknown,Unknown,1963.0,0.48,0.0144770016599194,0.003465,0.0035399698404285,0.003465,0.0070049698404285,0.006801795,Tier 3,LOW,,,,,,,,20031.07488537952,,,,PARTIAL ENV DATA
Bikaji Foods,Pharmaceuticals & Healthcare,Unknown,Unknown,2329.0,0.55,0.0144770016599194,0.003465,0.0034187852782119,0.003465,0.0068837852782119,0.008069985,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
Varun Beverages (PepsiCo franchise),Pharmaceuticals & Healthcare,Unknown,Unknown,16042.0,0.55,0.0144770016599194,0.003465,0.0004963440289836,0.003465,0.0039613440289836,0.05558553,Tier 3,LOW,,,,,,,,27497.007854382246,453497.0701907493,,,PARTIAL ENV DATA
Heritage Foods,Pharmaceuticals & Healthcare,Unknown,Unknown,4332.0,0.48,0.0144770016599194,0.003465,0.0016040999069162,0.003465,0.0050690999069162,0.01501038,Tier 3,LOW,,,,,,,,9055.17082179132,212290.62788550323,463.52723915050785,,OK
Vardhman Textiles,Textiles & Apparel,Unknown,Unknown,9510.0,0.52,0.04,0.006,0.0021871713985278,0.006,0.0081871713985278,0.05706,Tier 3,LOW,,,,,,,,108269.19032597265,,219.03259726603574,,PARTIAL ENV DATA
Himadri Speciality Chemical Limited,Chemicals & Fertilizers,Unknown,Unknown,4596.0,0.52,0.0374641669027132,0.005225,0.0042387656199762,0.005225,0.0094637656199762,0.0240141,Tier 3,LOW,,,,,,,,89575.28285465622,,,,PARTIAL ENV DATA
SARDA ENERGY & MINERALS LIMITED,Steel & Iron,Unknown,Unknown,3889.0,0.51,0.0840934065650114,0.0096249999999999,0.011027934519968,0.0096249999999999,0.0206529345199679,0.0374316249999996,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
Tata Power,Power Generation,Unknown,Unknown,61542.0,0.51,0.1562256571307733,0.0054449999999999,0.001294645691344,0.0054449999999999,0.0067396456913439,0.3350961899999938,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
JSW Energy,Power Generation,Unknown,Unknown,11486.0,0.51,0.1562256571307733,0.0054449999999999,0.0069367129668025,0.0054449999999999,0.0123817129668024,0.0625412699999988,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
Prism Johnson (Cement),Cement Manufacturing,Unknown,Unknown,7654.0,0.4649999999999999,0.0777832037429109,0.0033,0.0047255277946764,0.0033,0.0080255277946764,0.0252581999999999,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
Mangalam Cement,Cement Manufacturing,Unknown,Unknown,1741.0,0.4649999999999999,0.0777832037429109,0.0033,0.0207749510284052,0.0033,0.0240749510284052,0.0057453,Tier 3,LOW,,,,,,,,402477.3118897186,874462.3779437105,13392.303273980471,,OK
Sanghi Industries,Chemicals & Fertilizers,Unknown,Unknown,1232.0,0.52,0.0374641669027132,0.005225,0.0158127977186776,0.005225,0.0210377977186776,0.0064372,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
LT Technology Services Limited,Information Technology,Unknown,Unknown,9647.0,0.48,0.0009696637386769,0.000396,4.8246977771837046e-05,0.000396,0.0004442469777718,0.003820212,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
Larsen & Toubro Limited,Information Technology,Unknown,Unknown,221113.0,0.48,0.0009696637386769,0.000396,2.1049806866394648e-06,0.000396,0.0003981049806866,0.087560748,Tier 3,LOW,,,,,,,,3853.8801427324493,72927.97800219797,1085.4178632644846,,OK
LTIMindtree Limited,Information Technology,Unknown,Unknown,35517.0,0.48,0.0009696637386769,0.000396,1.3104670849590676e-05,0.000396,0.0004091046708495,0.014064732,Tier 3,LOW,,,,,,,,1668.4123095982206,10187.515837486273,3.5053636286848553,,OK
APL Apollo Tubes,Steel & Iron,Unknown,Unknown,18123.0,0.52,0.0840934065650114,0.0096249999999999,0.0024128770851297,0.0096249999999999,0.0120378770851296,0.1744338749999981,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
IndiGo (InterGlobe Aviation),Transportation & Logistics,Unknown,Unknown,68904.0,0.4649999999999999,0.065,0.0125,0.000438653779171,0.0125,0.012938653779171,0.8613000000000001,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
"GMR Airports (Delhi, Hyderabad)",Transportation & Logistics,Unknown,Unknown,8959.0,0.4649999999999999,0.065,0.0125,0.0033737024221453,0.0125,0.0158737024221453,0.1119875,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
"Adani Airports (Mumbai, Ahmedabad, 6 others)",Transportation & Logistics,Unknown,Unknown,8062.0,0.4649999999999999,0.065,0.0125,0.0037490697097494,0.0125,0.0162490697097494,0.100775,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
GVK Mumbai Airport,Transportation & Logistics,Unknown,Unknown,4964.0,0.4649999999999999,0.065,0.0125,0.0060888396454472,0.0125,0.0185888396454472,0.06205,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
Bangalore International Airport Ltd (BIAL),Transportation & Logistics,Unknown,Unknown,3833.0,0.4649999999999999,0.065,0.0125,0.0078854683015914,0.0125,0.0203854683015914,0.0479125,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
Sanofi India Limited,Pharmaceuticals & Healthcare,Unknown,Unknown,2864.0,0.48,0.0144770016599194,0.003465,0.0024263131273607,0.003465,0.0058913131273607,0.00992376,Tier 3,LOW,,,,,,,,3129.5391061452515,,,,PARTIAL ENV DATA
DIVI'S LABORATORIES LIMITED,Pharmaceuticals & Healthcare,Unknown,Unknown,7845.0,0.48,0.0144770016599194,0.003465,0.0008857821283315,0.003465,0.0043507821283315,0.027182925,Tier 3,LOW,,,,,,,,88942.1287444232,16609.305289993627,5.098789037603569,,OK
JK Tyre & Industries Limited,Chemicals & Fertilizers,Unknown,Unknown,14810.0,0.48,0.0374641669027132,0.005225,0.0012142336335788,0.005225,0.0064392336335788,0.07738225,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
Schaeffler India Limited,Information Technology,Unknown,Unknown,7226.0,0.48,0.0009696637386769,0.000396,6.441165161429726e-05,0.000396,0.0004604116516142,0.002861496,Tier 3,LOW,,,,,,,,4298.36700802657,2045.6684195959037,,,PARTIAL ENV DATA
Jindal Saw Limited,Steel & Iron,Unknown,Unknown,19901.0,0.48,0.0840934065650114,0.0096249999999999,0.0020282817522338,0.0096249999999999,0.0116532817522337,0.191547124999998,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
Narayana Hrudayalaya Ltd.,Pharmaceuticals & Healthcare,Unknown,Unknown,5003.0,0.55,0.0144770016599194,0.003465,0.001591515273427,0.003465,0.005056515273427,0.017335395,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
Minda Corporation Limited,Chemicals & Fertilizers,Unknown,Unknown,4651.0,0.48,0.0374641669027132,0.005225,0.0038664373496672,0.005225,0.0090914373496672,0.024301475,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
West Coast Paper Mills Limited,Information Technology,Unknown,Unknown,4451.0,0.48,0.0009696637386769,0.000396,0.0001045694438474,0.000396,0.0005005694438474,0.0017625959999999,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
Bharat Heavy Electricals Limited (BHEL),Power Generation,Unknown,Unknown,23893.0,0.51,0.1562256571307733,0.0054449999999999,0.003334662249893,0.0054449999999999,0.0087796622498929,0.1300973849999976,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
Emami Paper Mills Limited,Information Technology,Unknown,Unknown,1840.0,0.48,0.0009696637386769,0.000396,0.0002529557579157,0.000396,0.0006489557579157,0.0007286399999999,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
Seshasayee Paper and Boards Limited,Information Technology,Unknown,Unknown,1791.0,0.48,0.0009696637386769,0.000396,0.0002598763788748,0.000396,0.0006558763788748,0.000709236,Tier 3,LOW,,,,,,,,185777.21943048577,,,,PARTIAL ENV DATA
Mahindra Holidays & Resorts India Limited,Information Technology,Unknown,Unknown,2876.0,0.48,0.0009696637386769,0.000396,0.000161835394494,0.000396,0.000557835394494,0.001138896,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
Punjab & Sind Bank,Financial Services,Unknown,Unknown,10883.0,0.52,0.0011797441546504,0.000297,5.636928791860774e-05,0.000297,0.0003533692879186,0.003232251,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
Andhra Paper Limited (formerly Andhra Pradesh Paper Mills),Information Technology,Unknown,Unknown,362.0,0.48,0.0009696637386769,0.000396,0.0012857419739362,0.000396,0.0016817419739362,0.000143352,Tier 3,LOW,,,,,,,,2132977.900552486,,2486.1878453038676,,PARTIAL ENV DATA
Damodar Valley Corporation (DVC),Power Generation,Unknown,Unknown,21200.0,0.52,0.1562256571307733,0.0054449999999999,0.0038319500805661,0.0054449999999999,0.009276950080566,0.1154339999999978,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
West Coast Paper Mills,Chemicals & Fertilizers,Unknown,Unknown,4451.0,0.52,0.0374641669027132,0.005225,0.0043768516714021,0.005225,0.0096018516714021,0.023256475,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
Welspun Living Limited (formerly Welspun India),Textiles & Apparel,Unknown,Unknown,9825.0,0.48,0.04,0.006,0.0019541984732824,0.006,0.0079541984732824,0.05895,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
CCL Products (India) Limited,Information Technology,Unknown,Unknown,3784.99,0.48,0.0009696637386769,0.000396,0.0001229695704783,0.000396,0.0005189695704783,0.0014988560399999,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
ITC Limited (Paperboards Division),Pharmaceuticals & Healthcare,Unknown,Unknown,70919.0,0.48,0.0144770016599194,0.003465,9.798447238062172e-05,0.003465,0.0035629844723806,0.245734335,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
Nestle India,Pharmaceuticals & Healthcare,Unknown,Unknown,19121.0,0.52,0.0144770016599194,0.003465,0.0003937053952804,0.003465,0.0038587053952804,0.066254265,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
JK Paper,Chemicals & Fertilizers,Unknown,Unknown,6712.0,0.52,0.0374641669027132,0.005225,0.0029024682344175,0.005225,0.0081274682344175,0.0350702,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
K.P.R. MILL LIMITED,Information Technology,Unknown,Unknown,6095.0,0.48,0.0009696637386769,0.000396,7.636400238964922e-05,0.000396,0.0004723640023896,0.00241362,Tier 3,LOW,,,,,,,,29436.751435602953,162029.69647251847,5500.574241181296,,OK
Mother Dairy,Pharmaceuticals & Healthcare,Unknown,Unknown,15000.0,0.55,0.0144770016599194,0.003465,0.000530823394197,0.003465,0.003995823394197,0.051975,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
Haldiram Snacks Food Private Limited,Pharmaceuticals & Healthcare,Unknown,Unknown,14500.0,0.48,0.0144770016599194,0.003465,0.0004792386756387,0.003465,0.0039442386756387,0.0502425,Tier 3,LOW,,,,,,,,1820.689655172414,104827.58620689655,2241.3793103448274,,OK
Cochin International Airport (CIAL),Transportation & Logistics,Unknown,Unknown,951.0,0.4649999999999999,0.065,0.0125,0.031782334384858,0.0125,0.044282334384858,0.0118875,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
L&T Finance Limited,Financial Services,Unknown,Unknown,13446.0,0.48,0.0011797441546504,0.000297,4.211491850603837e-05,0.000297,0.000339114918506,0.003993462,Tier 3,LOW,,,,,,,,1042.3174178194258,4810.873122118102,7.809013833110219,,OK
IndiaMART InterMESH Limited,Information Technology,Unknown,Unknown,1196.0,0.48,0.0009696637386769,0.000396,0.0003891627044857,0.000396,0.0007851627044857,0.000473616,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
GAIL (India) Limited,Oil & Gas,Unknown,Unknown,133500.0,0.48,0.0971185610539406,0.0154274999999999,0.0003491903318793,0.0154274999999999,0.0157766903318792,2.059571249999987,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
Sagar Cements,Cement Manufacturing,Unknown,Unknown,2347.0,0.4649999999999999,0.0777832037429109,0.0033,0.0154108179550292,0.0033,0.0187108179550292,0.0077450999999999,Tier 3,LOW,,,,,,,,613549.2117596932,70134.21389007242,8088.623775031955,,OK
Siemens Limited,Information Technology,Unknown,Unknown,19554.0,0.48,0.0009696637386769,0.000396,2.3802730621096043e-05,0.000396,0.000419802730621,0.007743384,Tier 3,LOW,,,,,,,,615.9353584944257,2301.319423135931,51.14043162524292,,OK
Vedanta,Steel & Iron,Unknown,Unknown,141739.0,0.52,0.0840934065650114,0.0096249999999999,0.0003085147448042,0.0096249999999999,0.0099335147448041,1.3642378749999855,Tier 3,LOW,,,,,,,,,,,,MISSING ALL ENV DATA
