Variant_Name,Master_DB_Name,Source,Match_Confidence,Notes
Mahindra & Mahindra,Mahindra  Mahindra Limited,G2.3B_MSA_Proxy,HIGH,Fixed V2 double space
Mahindra Financial,Mahindra  Mahindra Financial Services Limited,G2.3B_MSA_Proxy,HIGH,Fixed V2 double space
Man Infraconstruction,Man Infraconstruction Limited,G2.3B_MSA_Proxy,HIGH,Core name match
Manappuram Finance,Manappuram Finance Limited,G2.3B_MSA_Proxy,HIGH,Core name match
Mankind Pharma,MANKIND PHARMA LIMITED,G2.3B_MSA_Proxy,HIGH,Core name match
Maruti Suzuki,Maruti Suzuki India Limited,G2.3B_MSA_Proxy,HIGH,Core name match
Max Financial Serv,Max Financial Services Limited,G2.3B_MSA_Proxy,HIGH,Standard abbreviation
MedPlus Health,MedPlus Health Services Limited,G2.3B_MSA_Proxy,HIGH,Core name match
Metro Brands,Metro Brands Limited,G2.3B_MSA_Proxy,HIGH,Core name match
Metropolis Health,Metropolis Healthcare Limited,G2.3B_MSA_Proxy,HIGH,Core name match
Mishra Dhatu Nigam,Mishra Dhatu Nigam Limited,G2.3B_MSA_Proxy,HIGH,Core name match
Motilal Oswal Fin,Motilal Oswal Financial Services Limited,G2.3B_MSA_Proxy,HIGH,Standard abbreviation
NATCO Pharma Limited,NATCO Pharma Limited,G2.3B_MSA_Proxy,HIGH,Exact V2 case match
NBCC India Limited,NBCC India Limited,G2.3B_MSA_Proxy,HIGH,Exact V2 characters
NCC LIMITED,NCC LIMITED,G2.3B_MSA_Proxy,HIGH,Exact V2 match
NETWEB TECHNOLOGIES,NETWEB TECHNOLOGIES INDIA LIMITED,G2.3B_MSA_Proxy,HIGH,Exact case alignment with V2
NEW INDIA ASSURANCE,THE NEW INDIA ASSURANCE COMPANY LIMITED,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
NUVAMA WEALTH MGMT,NUVAMA WEALTH MANAGEMENT LIMITED,G2.3B_MSA_Proxy,HIGH,Case correction to CAPS
Navin Fluorine Int,Navin Fluorine International Limited,G2.3B_MSA_Proxy,HIGH,Core name match
Nestle India Limited,Nestle India Limited,G2.3B_MSA_Proxy,HIGH,Exact match
Neuland Laboratories,Neuland Laboratories Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
Newgen Software,Newgen Software Technologies Limited,G2.3B_MSA_Proxy,HIGH,Core name match
Nippon Life India,Nippon Life India Asset Management Limited,G2.3B_MSA_Proxy,HIGH,Core name match
Oberoi Realty Ltd,Oberoi Realty Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
Olectra Greentech,Olectra Greentech Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
One 97 Comm (Paytm),One 97 Communications Limited,G2.3B_MSA_Proxy,HIGH,Core name match
Oracle Financial Serv,Oracle Financial Services Software Limited,G2.3B_MSA_Proxy,HIGH,Core name match
P&G Health,Procter  Gamble Health Limited,G2.3B_MSA_Proxy,HIGH,Fixed V2 double space
PB FINTECH LIMITED,PB FINTECH LIMITED,G2.3B_MSA_Proxy,HIGH,Case correction to CAPS
PI INDUSTRIES LIMITED,PI INDUSTRIES LIMITED,G2.3B_MSA_Proxy,HIGH,Case correction to CAPS
PNC Infratech Ltd,PNC Infratech Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
POLY MEDICURE LTD,POLY MEDICURE LIMITED,G2.3B_MSA_Proxy,HIGH,Case correction to CAPS
PTC Industries Ltd,PTC Industries Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
Piramal Pharma,Piramal Pharma Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
Praj Industries Ltd,Praj Industries Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
RATTANINDIA ENT,RATTANINDIA ENTERPRISES LIMITED,G2.3B_MSA_Proxy,HIGH,Case correction to CAPS
RHI Magnesita India,RHI Magnesita India Ltd,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
Radico Khaitan Ltd,Radico Khaitan Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
Rail Vikas Nigam Ltd,Rail Vikas Nigam Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
Ratnamani Metals,Ratnamani Metals  Tubes Limited,G2.3B_MSA_Proxy,HIGH,Fixed V2 double space
Responsive Ind,Responsive Industries Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
SAREGAMA India Ltd,SAREGAMA India Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
SBI Cards,SBI Cards and Payment Services Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
SHIPPING CORP,SHIPPING CORPORATION OF INDIA LIMITED,G2.3B_MSA_Proxy,HIGH,Case correction to CAPS
SUNDARAM FINANCE LTD,SUNDARAM FINANCE LIMITED,G2.3B_MSA_Proxy,HIGH,Case correction to CAPS
Safari Industries,Safari Industries India Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
Schaeffler India Ltd,Schaeffler India Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
Schneider Electric,Schneider Electric Infrastructure Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
Shree Renuka Sugars,Shree Renuka Sugars Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
Shriram Finance Ltd,Shriram Finance Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
Sona BLW Precision,Sona BLW Precision Forgings Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
Sonata Software Ltd,Sonata Software Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
Star Health Ins,Star Health and Allied Insurance Company Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
Sun Pharma Advanced,Sun Pharma Advanced Research Company Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
Sun TV Network Ltd,Sun TV Network Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
Sundram Fasteners,Sundram Fasteners Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
Supreme Petrochem,SUPREME PETROCHEM LIMITED,G2.3B_MSA_Proxy,HIGH,Case correction to CAPS
Syrma SGS Tech,Syrma SGS Technology Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
TBO Tek Limited,TBO Tek Limited,G2.3B_MSA_Proxy,HIGH,Exact match
TEGA INDUSTRIES LTD,TEGA INDUSTRIES LIMITED,G2.3B_MSA_Proxy,HIGH,Case correction to CAPS
THE PHOENIX MILLS,THE PHOENIX MILLS LIMITED,G2.3B_MSA_Proxy,HIGH,Case correction to CAPS
TITAGARH RAIL,TITAGARH RAIL SYSTEMS LIMITED,G2.3B_MSA_Proxy,HIGH,Case correction to CAPS
TTK PRESTIGE LIMITED,TTK PRESTIGE LIMITED,G2.3B_MSA_Proxy,HIGH,Exact match
Tamilnad Mercantile,Tamilnad Mercantile Bank Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
Tanla Platforms Ltd,Tanla Platforms Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
Tata Consultancy (TCS),Tata Consultancy Services Limited,G2.3B_MSA_Proxy,HIGH,Includes common abbreviation
Tejas Networks Ltd,Tejas Networks Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
Titagarh Rail,TITAGARH RAIL SYSTEMS LIMITED,G2.3B_MSA_Proxy,HIGH,Case correction to V2 CAPS
Titan Company Ltd,Titan Company Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
Triveni Turbine Ltd,Triveni Turbine Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
Ujjivan Small Fin,Ujjivan Small Finance Bank Limited,G2.3B_MSA_Proxy,HIGH,Core name match
Usha Martin Limited,Usha Martin Limited,G2.3B_MSA_Proxy,HIGH,Exact match
VIP Industries,VIP INDUSTRIES LIMITED,G2.3B_MSA_Proxy,HIGH,Case correction to V2 CAPS
Valor Estate,VALOR ESTATE LIMITED,G2.3B_MSA_Proxy,HIGH,Case correction to V2 CAPS
Vedant Fashions,Vedant Fashions Limited,G2.3B_MSA_Proxy,HIGH,Core name match
Vinati Organics Ltd,Vinati Organics Limited,G2.3B_MSA_Proxy,HIGH,Exact characters per V2
Waaree Renewable Tech,Waaree Renewable Technologies Limited,G2.3B_MSA_Proxy,HIGH,Core name match
Welspun Corp,Welspun Corp Limited,G2.3B_MSA_Proxy,HIGH,Core name match
West Coast Paper,West Coast Paper Mills,G2.3B_MSA_Proxy,HIGH,Core name match
Whirlpool of India,Whirlpool of India Limited,G2.3B_MSA_Proxy,HIGH,Core name match
ZENSAR TECHNOLOGIES,ZENSAR TECHNOLOGIES LIMITED,G2.3B_MSA_Proxy,HIGH,Case correction to V2 CAPS
Zen Technologies,Zen Technologies Limited,G2.3B_MSA_Proxy,HIGH,Core name match
Zydus Wellness Ltd,Zydus Wellness Limited,G2.3B_MSA_Proxy,HIGH,Core name match
eClerx Services Ltd,eClerx Services Limited,G2.3B_MSA_Proxy,HIGH,Core name match
ABB India Limited,ABB India Limited,C3.1_Renewable,HIGH,Exact match
AIA Engineering,AIA ENGINEERING LIMITED,C3.1_Renewable,HIGH,Case correction to V2 CAPS
Aarti Industries Limited,Aarti Industries Limited,C3.1_Renewable,HIGH,Exact match
Aavas Financiers Limited,Aavas Financiers Limited,C3.1_Renewable,HIGH,Exact match
Abbott India Limited,Abbott India Limited,C3.1_Renewable,HIGH,Exact match
Action Construction (ACE),Action Construction Equipment Limited,C3.1_Renewable,HIGH,Core name match
Adani Green Energy,Adani Green Energy Limited,C3.1_Renewable,HIGH,Core name match
Adani Ports (APSEZ),Adani Ports and Special Economic Zone Limited,C3.1_Renewable,HIGH,Includes abbreviation
Adani Wilmar Limited,Adani Wilmar Limited,C3.1_Renewable,HIGH,Exact match
Affle (India) Limited,Affle (India) Limited,C3.1_Renewable,HIGH,Exact match
Ahluwalia Contracts,Ahluwalia Contracts (India) Limited,C3.1_Renewable,HIGH,Core name match
Alembic Pharmaceuticals,ALEMBIC PHARMACEUTICALS LIMITED,C3.1_Renewable,HIGH,Core name match
Allcargo Logistics Limited,Allcargo Logistics Limited,C3.1_Renewable,HIGH,Exact match
Apar Industries Limited,APAR Industries Limited,C3.1_Renewable,HIGH,Exact characters per V2
Apollo Hospitals,Apollo Hospitals Enterprise Limited,C3.1_Renewable,HIGH,Core name match
Ashoka Buildcon Limited,Ashoka Buildcon Limited,C3.1_Renewable,HIGH,Exact match
Asian Paints Limited,Asian Paints Limited,C3.1_Renewable,HIGH,Exact match
Atlas Copco (India),Atlas Copco (India) Limited,C3.1_Renewable,HIGH,Core name match
Aurobindo Pharma,AUROBINDO PHARMA LIMITED,C3.1_Renewable,HIGH,Core name match
BEL,BHARAT ELECTRONICS LIMITED,C3.1_Renewable,HIGH,Case correction to V2 CAPS
BPCL,BHARAT PETROLEUM CORPORATION LIMITED,C3.1_Renewable,HIGH,Case correction to V2 CAPS
Bajaj Consumer Care,Bajaj Consumer Care Limited,C3.1_Renewable,HIGH,Core name match
Bajaj Electricals,BAJAJ ELECTRICALS LIMITED,C3.1_Renewable,HIGH,Case correction to V2 CAPS
Bank of Baroda,Bank of Baroda,C3.1_Renewable,HIGH,Exact match
Bank of India,BANK OF INDIA,C3.1_Renewable,HIGH,Case correction to V2 CAPS
Bank of Maharashtra,BANK OF MAHARASHTRA,C3.1_Renewable,HIGH,Case correction to V2 CAPS
Berger Paints,Berger Paints India Ltd,C3.1_Renewable,HIGH,"Mapping to exact V2 ""Ltd"" suffix"
Berger Paints India Ltd,Berger Paints India Ltd,C3.1_Renewable,HIGH,Exact match per V2
Bharat Bijlee Limited,Bharat Bijlee Limited,C3.1_Renewable,HIGH,Exact match
Bharat Dynamics (BDL),Bharat Dynamics Limited,C3.1_Renewable,HIGH,Includes common abbreviation
Bharat Petroleum (BPCL),Bharat Petroleum (BPCL),C3.1_Renewable,HIGH,Exact match with abbreviation
Burger King India,Restaurant Brands Asia Limited,C3.1_Renewable,MEDIUM,(NOT IN V2 - NEEDS VERIFICATION)
CCL Products (India) Limited,CCL Products India Limited,C3.1_Renewable,HIGH,Brackets variation mapping
CIE Automotive India,CIE Automotive India,C3.1_Renewable,HIGH,"Exact V2 match (No ""Limited"")"
CSB Bank Limited,CSB Bank Limited,C3.1_Renewable,HIGH,Exact match
Capacit'e Infraprojects,Capacit'e Infraprojects,C3.1_Renewable,HIGH,"Exact V2 match (No ""Limited"")"
Capital Small Finance Bank,Capital Small Finance Bank,C3.1_Renewable,HIGH,"Exact V2 match (No ""Limited"")"
Castrol India Limited,Castrol India Limited,C3.1_Renewable,HIGH,Exact match
Central Bank of India,Central Bank of India,C3.1_Renewable,HIGH,Exact match
Century Textiles & Industries,Century Textiles & Industries,C3.1_Renewable,HIGH,"Exact V2 match (No ""Limited"")"
Cera Sanitaryware,CERA Sanitaryware Limited,C3.1_Renewable,HIGH,Core name match
Chambal Fertilisers,Chambal Fertilisers,C3.1_Renewable,HIGH,"Exact V2 match (No ""and Chemicals"")"
Coal India Limited,COAL INDIA LIMITED,C3.1_Renewable,HIGH,Case correction to V2 CAPS
Coromandel International,COROMANDEL INTERNATIONAL LIMITED,C3.1_Renewable,HIGH,Case correction to V2 CAPS
Adani Green Energy Limited,Adani Green Energy Limited,C2.1_Scope3_Manual,HIGH,Exact match
Adani Total Gas Limited,Adani Total Gas Limited,C2.1_Scope3_Manual,HIGH,Exact match
HDFC Life Insurance Company,HDFC Life Insurance Company Limited,C2.1_Scope3_Manual,HIGH,Suffix missing
Hindalco Industries Limited,HINDALCO INDUSTRIES LIMITED,C2.1_Scope3_Manual,HIGH,Case correction to V2 CAPS
InterGlobe Aviation Limited (IndiGo),InterGlobe Aviation Limited,C2.1_Scope3_Manual,HIGH,Includes brand name
SAMVARDHANA MOTHERSON INTERNATIONAL,SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,C2.1_Scope3_Manual,HIGH,Case alignment with V2 CAPS
UltraTech Cement Limited,UltraTech Cement Limited,C2.1_Scope3_Manual,HIGH,Exact match
Vedanta Limited,Vedanta Limited,C2.1_Scope3_Manual,HIGH,Exact match
Adani Airports,"Adani Airports (Mumbai, Ahmedabad, 6 others)",C2.1_Scope3_Remaining,HIGH,Mapping to exact V2 name
Aditya Birla Capital Limited,Aditya Birla Capital Limited,C2.1_Scope3_Remaining,HIGH,Exact match
Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life AMC Limited,C2.1_Scope3_Remaining,HIGH,Exact match
Alkem Laboratories Limited,Alkem Laboratories Limited,C2.1_Scope3_Remaining,HIGH,Exact match
Amber Enterprises India Limited,Amber Enterprises India Limited,C2.1_Scope3_Remaining,HIGH,Exact match
Ambuja Cements Limited,Ambuja Cements Limited,C2.1_Scope3_Remaining,HIGH,Exact match
Anand Rathi Wealth Limited,Anand Rathi Wealth Limited,C2.1_Scope3_Remaining,HIGH,Exact match
Aptus Value Housing Finance India Limited,Aptus Value Housing Finance India Limited,C2.1_Scope3_Remaining,HIGH,Exact match
AstraZeneca Pharma India Limited,AstraZeneca Pharma India Limited,C2.1_Scope3_Remaining,HIGH,Exact match
BLS International Services Limited,BLS International Services Limited,C2.1_Scope3_Remaining,HIGH,Exact match
Bajaj Holdings & Investment Limited,Bajaj Holdings  Investment Limited,C2.1_Scope3_Remaining,HIGH,Fixed V2 double space
Bangalore International Airport Ltd (BIAL),Bangalore International Airport Ltd (BIAL),C2.1_Scope3_Remaining,HIGH,Exact match
Bharat Dynamics Limited,Bharat Dynamics Limited,C2.1_Scope3_Remaining,HIGH,Exact match
Bharat Heavy Electricals Limited (BHEL),Bharat Heavy Electricals Limited (BHEL),C2.1_Scope3_Remaining,HIGH,Exact match
Bikaji Foods International Limited,Bikaji Foods International Limited,C2.1_Scope3_Remaining,HIGH,Exact match
COROMANDEL INTERNATIONAL LIMITED,COROMANDEL INTERNATIONAL LIMITED,C2.1_Scope3_Remaining,HIGH,Exact match
Campus Activewear Limited,Campus Activewear Limited,C2.1_Scope3_Remaining,HIGH,Exact match
Caplin Point Laboratories Limited,Caplin Point Laboratories Limited,C2.1_Scope3_Remaining,HIGH,Exact match
Carborundum Universal Limited,Carborundum Universal Limited,C2.1_Scope3_Remaining,HIGH,Exact match
Century Plyboards India Limited,Century Plyboards India Limited,C2.1_Scope3_Remaining,HIGH,Exact match
Cochin International Airport (CIAL),Cochin International Airport (CIAL),C2.1_Scope3_Remaining,HIGH,Exact match
Crompton Greaves Consumer Electricals Limited,Crompton Greaves Consumer Electricals Limited,C2.1_Scope3_Remaining,HIGH,Exact match
DIVI'S LABORATORIES LIMITED,DIVI'S LABORATORIES LIMITED,C2.1_Scope3_Remaining,HIGH,Exact match (Caps)
Essar Steel India (AM/NS India),Essar Steel India (AM/NS India),C2.1_Scope3_Remaining,HIGH,Exact match
Five-Star Business Finance Limited,Five-Star Business Finance Limited,C2.1_Scope3_Remaining,HIGH,Exact match
GLOBAL HEALTH LIMITED (Medanta),GLOBAL HEALTH LIMITED,C2.1_Scope3_Remaining,HIGH,Includes brand name
Adani Ports and SEZ Limited,Adani Ports and Special Economic Zone Limited,C2.2_Missing_Env,HIGH,Standard V2 expansion
JSW Steel,JSW Steel Limited,C3.2_Water_Quality,HIGH,Core name match
JK Lakshmi Cement,JK LAKSHMI CEMENT LIMITED,C3.2_Water_Quality,HIGH,Case correction to V2 CAPS
Sumitomo Chemical,SUMITOMO CHEMICAL INDIA LIMITED,C3.2_Water_Quality,HIGH,Case correction to V2 CAPS
Star Cement,Star Cement Limited,C3.2_Water_Quality,HIGH,Core name match
DLF,DLF Limited,C3.2_Water_Quality,HIGH,Standard abbreviation
Fertilizers and Chemicals Travancore (FACT),FERTILIZERS AND CHEMICALS TRAVANCORE LIMITED,G2.3B_MSA_Proxy,HIGH,Full name alignment
Indian Oil Corp (IOCL),Indian Oil Corporation Limited,G2.3B_MSA_Proxy,HIGH,Core name match
Indus Towers Ltd,Indus Towers Limited,G2.3B_MSA_Proxy,HIGH,Core name match
Reliance Infrastructure (Inland projects),Reliance Infrastructure Limited,G2.3B_MSA_Proxy,HIGH,Project specific variant
Bosch Limited,Bosch limited,G2.3B_MSA_Proxy,HIGH,"Case correction per V2 (""limited"")"
Adani Power Limited,ADANI POWER LIMITED,G2.3B_MSA_Proxy,HIGH,Case correction to V2 CAPS
Sun Pharmaceutical Industries,Sun Pharmaceutical Industries Limited,G2.3B_MSA_Proxy,HIGH,Core name match
DCB Bank Limited,DCB Bank Limited,C3.1_Renewable,HIGH,Case correction to V2 Title Case
DCM Shriram Limited,DCM Shriram Limited,C3.1_Renewable,HIGH,Case correction to V2 Title Case
Federal Bank Limited,Federal Bank Limited,C3.1_Renewable,HIGH,Case correction to V2 Title Case
Fincare Small Finance Bank,Fincare Small Finance Bank Limited,C3.1_Renewable,MEDIUM,(NOT IN V2 - NEEDS VERIFICATION)
Fusion Micro Finance,Fusion Micro Finance Limited,C3.1_Renewable,MEDIUM,(NOT IN V2 - NEEDS VERIFICATION)
G R Infraprojects Limited,G R Infraprojects Limited,C3.1_Renewable,HIGH,Case correction to V2 Title Case
GIC Housing Finance,GIC Housing Finance Limited,C3.1_Renewable,MEDIUM,(NOT IN V2 - NEEDS VERIFICATION)
Glenmark Pharmaceuticals,Glenmark Pharmaceuticals Limited,C3.1_Renewable,HIGH,Core name match
Go Digit General Insurance,Go Digit General Insurance Limited,C3.1_Renewable,HIGH,Core name match
Godrej Consumer Products,Godrej Consumer Products Limited,C3.1_Renewable,HIGH,Core name match
Granules India Limited,GRANULES INDIA LIMITED,C3.1_Renewable,HIGH,Case correction to V2 CAPS
Graphite India Limited,GRAPHITE INDIA LIMITED,C3.1_Renewable,HIGH,Case correction to V2 CAPS
Grasim Industries,Grasim Industries Limited,C3.1_Renewable,HIGH,Core name match
Gujarat Ambuja Exports,Gujarat Ambuja Exports Limited,C3.1_Renewable,HIGH,Core name match
Gujarat Fluorochemicals,Gujarat Fluorochemicals Limited,C3.1_Renewable,HIGH,Core name match
Gujarat Pipavav Port,Gujarat Pipavav Port Limited,C3.1_Renewable,HIGH,Core name match
Gujarat State Fertilizers,Gujarat State Fertilizers & Chemicals Limited,C3.1_Renewable,MEDIUM,(NOT IN V2 - NEEDS VERIFICATION)
Honasa Consumer (Mamaearth),Honasa Consumer Limited,C3.1_Renewable,HIGH,Includes brand name
Honeywell Automation,HONEYWELL AUTOMATION INDIA LIMITED,C3.1_Renewable,HIGH,Case correction to V2 CAPS
Indraprastha Gas Limited (IGL),Indraprastha Gas Limited,C3.1_Renewable,MEDIUM,(NOT IN V2 - NEEDS VERIFICATION)
Indus Towers Limited,Indus Towers Limited,C3.1_Renewable,HIGH,Case correction to V2 Title Case
IndusInd Bank,IndusInd Bank Limited,C3.1_Renewable,HIGH,Case correction to V2 Title Case
Info Edge (India),Info Edge (India) Limited,C3.1_Renewable,MEDIUM,(NOT IN V2 - NEEDS VERIFICATION)
Ingersoll Rand India,Ingersoll-Rand (India) Limited,C3.1_Renewable,MEDIUM,(NOT IN V2 - NEEDS VERIFICATION)
Inox Wind Limited,Inox Wind Limited,C3.1_Renewable,HIGH,Case correction to V2 Title Case
Intellect Design Arena,INTELLECT DESIGN ARENA LIMITED,C3.1_Renewable,HIGH,Case correction to V2 CAPS
InterGlobe Aviation,InterGlobe Aviation Limited,C3.1_Renewable,HIGH,Core name match
Ion Exchange (India),Ion Exchange India Limited,C3.1_Renewable,HIGH,Fixed V2 (removed brackets)
Ircon International Limited,Ircon International Limited,C3.1_Renewable,HIGH,Case correction to V2 Title Case
JB Chemicals & Pharma,J.B. Chemicals & Pharmaceuticals Limited,C3.1_Renewable,MEDIUM,(NOT IN V2 - NEEDS VERIFICATION)
JSW Infrastructure Limited,JSW Infrastructure Limited,C3.1_Renewable,HIGH,Case correction to V2 Title Case
Jain Irrigation Systems,Jain Irrigation Systems Limited,C3.1_Renewable,MEDIUM,(NOT IN V2 - NEEDS VERIFICATION)
Jammu & Kashmir Bank,THE JAMMU & KASHMIR BANK LIMITED,C3.1_Renewable,MEDIUM,(NOT IN V2 - NEEDS VERIFICATION)
Jana Small Finance Bank,JANA SMALL FINANCE BANK LIMITED,C3.1_Renewable,MEDIUM,(NOT IN V2 - NEEDS VERIFICATION)
Jio Financial Services Limited,Jio Financial Services Limited,G2.1_Land_BRSR,HIGH,Exact match
Jubilant FoodWorks Limited,Jubilant FoodWorks Limited,G2.1_Land_BRSR,HIGH,Exact characters per V2
Jupiter Life Line Hospitals Limited,Jupiter Life Line Hospitals Limited,G2.1_Land_BRSR,HIGH,Exact characters per V2
Jupiter Wagons Limited,Jupiter Wagons Limited,G2.1_Land_BRSR,HIGH,Exact characters per V2
Jyothy Labs Limited,JYOTHY LABS LIMITED,G2.1_Land_BRSR,HIGH,Case correction to V2 CAPS
KFin Technologies Limited,KFin Technologies Limited,G2.1_Land_BRSR,HIGH,Exact match
KNR Constructions Limited,KNR Constructions Limited,G2.1_Land_BRSR,HIGH,Exact characters per V2
KPIT Technologies Limited,KPIT Technologies Limited,G2.1_Land_BRSR,HIGH,Exact match
Kajaria Ceramics Limited,Kajaria Ceramics Limited,G2.1_Land_BRSR,HIGH,Exact characters per V2
Kalpataru Projects International Limited,Kalpataru Projects International Limited,G2.1_Land_BRSR,HIGH,Exact match
Kalyan Jewellers India Limited,Kalyan Jewellers India Limited,G2.1_Land_BRSR,HIGH,Exact characters per V2
Kalyani Steels Limited,Kalyani Steels,G2.1_Land_BRSR,HIGH,Mapping to exact V2 shorthand
Kansai Nerolac Paints,Kansai Nerolac,G2.1_Land_BRSR,HIGH,Mapping to exact V2 shorthand
Karnataka Bank,Karnataka Bank Limited,C3.1_Renewable,MEDIUM,(NOT IN V2 - NEEDS VERIFICATION)
Kaynes Technology India Limited,Kaynes Technology India Limited,G2.1_Land_BRSR,HIGH,Exact match
Kennametal India,Kennametal India,C3.1_Renewable,HIGH,Exact V2 match (Shorthand)
Keystone Realtors Limited,Keystone Realtors Limited,G2.1_Land_BRSR,HIGH,Exact match
Kirloskar Ferrous,Kirloskar Ferrous Industries Limited,C3.1_Renewable,MEDIUM,(NOT IN V2 - NEEDS VERIFICATION)
Kirloskar Oil Engines Limited,Kirloskar Oil Engines Limited,G2.1_Land_BRSR,HIGH,Exact match
Kirloskar Pneumatic,Kirloskar Pneumatic,C3.1_Renewable,MEDIUM,(NOT IN V2 - NEEDS VERIFICATION)
Krishna Institute of Medical Sciences (KIMS),Krishna Institute of Medical Sciences Limited,C3.1_Renewable,HIGH,Exact match per V2
Latent View Analytics Limited,Latent View Analytics Limited,G2.1_Land_BRSR,HIGH,Exact match
LatentView Analytics,Latent View Analytics Limited,C3.1_Renewable,HIGH,Core name match
Lemon Tree Hotels Limited,Lemon Tree Hotels Limited,G2.1_Land_BRSR,HIGH,Exact match
Lloyds Metals and Energy,Lloyds Metals and Energy Limited,C3.1_Renewable,HIGH,Core name match
Lux Industries,Lux Industries,C3.1_Renewable,HIGH,Exact V2 match (Shorthand)
M&M (Mahindra & Mahindra),Mahindra  Mahindra Limited,C3.1_Renewable,HIGH,Fixed V2 double space
MAHARASHTRA SCOOTERS LIMITED,MAHARASHTRA SCOOTERS LIMITED,G2.1_Land_BRSR,HIGH,Exact V2 match
MANKIND PHARMA LIMITED,MANKIND PHARMA LIMITED,G2.1_Land_BRSR,HIGH,Exact V2 match
MAX HEALTHCARE INSTITUTE LIMITED,MAX HEALTHCARE INSTITUTE LIMITED,G2.1_Land_BRSR,HIGH,Exact V2 match
MOIL Limited,MOIL Limited,G2.1_Land_BRSR,HIGH,Exact V2 case match
MRF Limited,MRF Limited,G2.1_Land_BRSR,HIGH,Exact characters per V2
MUTHOOT FINANCE LIMITED,MUTHOOT FINANCE LIMITED,G2.1_Land_BRSR,HIGH,Exact V2 match
Maharashtra Seamless Limited,Maharashtra Seamless Limited,G2.1_Land_BRSR,HIGH,Exact characters per V2
Mahindra & Mahindra Financial Services Limited,Mahindra  Mahindra Financial Services Limited,G2.1_Land_BRSR,HIGH,Fixed V2 double space
Mahindra & Mahindra Financial,Mahindra  Mahindra Financial Services Limited,C3.1_Renewable,HIGH,Fixed V2 double space
Mahindra Holidays & Resorts India Limited,Mahindra Holidays  Resorts India Limited,G2.1_Land_BRSR,HIGH,Fixed V2 double space
Mahindra Lifespace Developers Limited,Mahindra Lifespace Developers Limited,G2.1_Land_BRSR,HIGH,Exact match
Man Infraconstruction Limited,Man Infraconstruction Limited,G2.1_Land_BRSR,HIGH,Exact characters per V2
Manappuram Finance Limited,Manappuram Finance Limited,G2.1_Land_BRSR,HIGH,Exact characters per V2
Marksans Pharma,Marksans Pharma,C3.1_Renewable,HIGH,Exact V2 match (Shorthand)
Maruti Suzuki India,Maruti Suzuki India Limited,C3.1_Renewable,HIGH,Core name match
Mazagon Dock Shipbuilders Limited,Mazagon Dock Shipbuilders Limited,G2.1_Land_BRSR,HIGH,Exact match
MedPlus Health Services Limited,MedPlus Health Services Limited,G2.1_Land_BRSR,HIGH,Exact characters per V2
Metropolis Healthcare Limited,Metropolis Healthcare Limited,G2.1_Land_BRSR,HIGH,Exact match
Minda Corporation Limited,Minda Corporation Limited,G2.1_Land_BRSR,HIGH,Exact match
Mishra Dhatu Nigam Limited (MIDHANI),Mishra Dhatu Nigam Limited,G2.1_Land_BRSR,HIGH,Includes brand name
Mishra Dhatu Nigam Ltd,Mishra Dhatu Nigam Limited,C3.1_Renewable,HIGH,Standard abbreviation
Motherson Sumi Wiring India Limited,Motherson Sumi Wiring India Limited,G2.1_Land_BRSR,HIGH,Exact characters per V2
Motilal Oswal Financial Services Limited,Motilal Oswal Financial Services Limited,G2.1_Land_BRSR,HIGH,Exact match
