Company_Name,Sector,City,State,Revenue_Cr,Base_MSA_Loss,V7_Direct_EIF,V7_Scope3_Factor,MSA_Intensity_Direct,MSA_Intensity_Scope3,MSA_Intensity_V7_Total,Scope3_Biodiversity_MSA,Data_Tier,Confidence,Scope1_GHG_tCO2e,Scope2_GHG_tCO2e,Scope3_GHG_tCO2e,Water_Consumption_KL,Waste_Generated_MT,Hazardous_Air_Pollutants,Total_GHG_Emissions_tCO2e,GHG_Emissions_Normalized,Water_Consumption_Normalized,Waste_Generated_Normalized,Pollution_Index,Data_Quality_Flag,Land_Owned_ha,Land_Leased_ha,Total_Land_ha,Land_Degraded_Reported_ha,Land_Degraded_HA_Calculated,Land_Degradation_Pct,Land_Restored_ha,Land_Data_Quality,Renewable_Energy_Pct,Land_Degradation_Ratio,Land_Restoration_Ratio,Net_Land_Impact,Distance_To_Protected_Area_km,Land_Degraded_HA_Reported,Land_Intensity,PA_Proximity_Score,Renewable_Energy_GJ,Total_Energy_GJ,Water_Intensity,Water_Stress_Category,Water_Stress_Score,Water_Recycling_Pct,Water_Discharge_ML,Waste_Recycled_Pct,Plastic_Waste_MT,E_Waste_MT,Scope3_OLD
Five-Star Business Finance Limited,Financial Services,Hyderabad,Telangana,2866.0239,0.45,0.0011797441546504,0.000297,0.0002418609884249,0.000297,0.0005388609884249,0.8512090983,Tier 2,75%,1.11,3646.79,450.0,0.0,0.0,,4097.9,1429.8205957040343,0.0,0.0,,OK,,15.0,15.0,,,,,,,0.2266666666666666,,,0.0,3.4,5.233731651714419,0.0,0.0,4250.0,0.0,Extremely High (4-5),4.948067374219448,0.0,0.0,95.0,0.4,8.4,0.000651915
Force Motors Ltd,Chemicals & Fertilizers,Pune,Maharashtra,8071.2325704,0.42,0.0374641669027132,0.005225,0.0022572012765943,0.005225,0.0074822012765942,42.17219018034,Tier 2,75%,9649.0,36887.0,1245000.0,445298.0,17759.83,0.0,1291536.0,160017.19548220045,55171.00345157463,2200.3863530251174,0.0,OK,420.0,15.0,435.0,0.0,228.4,52.50574712643679,12.0,MSA_PROXY_HIGH,1.88,0.5250574712643679,0.0275862068965517,0.4974712643678161,0.0,228.4,53.895114061673226,0.0,6593.0,350814.0,55171.00345157463,Medium-High (2-3),2.581098506088757,22.5,0.0,91.0,142.0,4.2,0.036423475
Fortis Healthcare Limited,Pharmaceuticals & Healthcare,Ahmedabad,Gujarat,6931.167,0.51,0.0144770016599194,0.003465,0.0010711259025908,0.003465,0.0045361259025908,24.016493655,Tier 2,75%,4599.54,52228.25,12400.0,1220615.5,3991.65,0.0,69227.79000000001,9987.898141828065,176105.33695119448,575.8986906533921,0.0,OK,85.0,115.0,200.0,,,,,,4.5,0.001,,,0.0,0.2,28.85516969941714,0.0,38052.0,845600.0,176105.33695119448,High (3-4),3.980752663202348,32.0,154200.0,18.5,45.2,112.5,0.023884245
G R Infraprojects Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,80132.537,0.55,0.0374641669027132,0.005225,0.0022073156718256,0.005225,0.0074323156718256,418.692505825,Tier 2,75%,137340.32,143330.09,452067.5,1106339.0,207997.81687,0.0,732737.91,9144.074772024254,13806.364323645463,2595.6724279177633,0.0,OK,45.0,850.0,895.0,,,,,,,0.4749720670391061,,,0.0,425.1,11.168996184408838,0.0,0.0,150000.0,13806.364323645465,Extremely High (4-5),4.992918278302652,5.0,0.0,42.0,12.0,0.8,0.0487753749999999
GAIL India Limited,Oil & Gas,Delhi,Delhi,35537.0,0.62,0.0971185610539406,0.0154274999999999,0.0004510375120108,0.0154274999999999,0.0158785375120107,548.2470674999964,Tier 2,75%,3433115.0,430242.0,30890931.0,20954755.0,12518.47,1563.0,34754288.0,977974.7305625123,589660.2132988153,352.26580746827244,0.0,OK,2150.0,850.0,3000.0,,,,,,0.18,0.001,,,0.0,3.0,84.41905619495174,0.0,92182.0,50912004.0,589660.2132988153,Extremely High (4-5),4.119997795319444,14.5,125000.0,68.0,124.0,12.8,2.059571249999987
GALAXY SURFACTANTS LIMITED,Chemicals & Fertilizers,Bangalore,Karnataka,3001.27,0.48,0.0374641669027132,0.005225,0.0035239663165397,0.005225,0.0087489663165397,15.681635749999998,Tier 2,75%,14649.0,27000.0,661027.0,328626.0,13813.59,0.0,702676.0,234126.21990024223,109495.64684283653,4602.581573800425,0.0,OK,115.0,12.0,127.0,,,,,,6.29,0.6251968503937009,,,0.0,79.4,42.315419805615626,0.0,31313.0,497731.0,109495.64684283652,Medium-High (2-3),2.278735819349852,100.0,0.0,82.0,145.0,1.4,0.0266631749999999
GLAND PHARMA LIMITED,Pharmaceuticals & Healthcare,Chennai,Tamil Nadu,4334.094285633,0.52,0.0144770016599194,0.003465,0.0013291032597383,0.003465,0.0047941032597383,15.017636699718349,Tier 2,75%,13920.0,80824.0,11200.0,524710.0,1976.66,0.0,105944.0,24444.322854533086,121065.66341654134,456.07221941442054,0.0,OK,345.0,15.0,360.0,0.0,189.0,52.5,0.0,MSA_PROXY_HIGH,10.2,0.525,0.0,0.525,0.0,189.0,83.06233696700059,0.0,42500.0,425000.0,121065.66341654134,Extremely High (4-5),4.992918278302652,100.0,0.0,78.0,185.0,2.8,0.01962576
GLOBAL HEALTH LIMITED,Pharmaceuticals & Healthcare,Kolkata,West Bengal,3771.412,0.58,0.0144770016599194,0.003465,0.0025560611758761,0.003465,0.0060210611758761,13.06794258,Tier 2,75%,5352.6,45915.3,8900.0,535991.0,2071.71,0.0,60167.9,15953.679947987652,142119.45022182676,549.3194591309568,0.0,OK,45.0,315.0,360.0,,,,,,4.2,0.225,,,0.0,81.0,95.45496487787598,0.0,17280.0,345600.0,142119.45022182676,Extremely High (4-5),4.637188725493489,35.0,12450.0,22.0,18.4,14.5,0.011382525
GODAWARI POWER AND ISPAT LIMITED,Steel & Iron,Hyderabad,Telangana,5042.1159505,0.45,0.0840934065650114,0.0096249999999999,0.0069371279476178,0.0096249999999999,0.0165621279476177,48.53036602356199,Tier 2,75%,1553940.0,266491.0,124000.0,3683124.0,1036724.834,850.0,1944431.0,385637.89866974024,730471.8963543003,205613.04900122213,0.0,OK,247.5,15.2,262.7,,,,,,15.0,0.001,,,0.0,0.2627,52.10114217503258,0.0,375000.0,2500000.0,730471.8963543003,Extremely High (4-5),4.678378533374006,72.0,0.0,99.5,14.2,5.8,0.0525043749999994
GODFREY PHILLIPS INDIA LIMITED,Chemicals & Fertilizers,Pune,Maharashtra,6734.931,0.42,0.0374641669027132,0.005225,0.0029499344017884,0.005225,0.0081749344017884,35.190014475,Tier 2,75%,2460.0,14455.0,32400.0,76363.0,3590.9,0.0,49315.0,7322.272492472454,11338.349271878213,533.1754698006558,0.0,OK,142.0,12.5,154.5,,,,,,22.5,0.883495145631068,,,0.0,136.5,22.94010139079376,0.0,24174.1,107279.7,11338.349271878213,Medium-High (2-3),2.275194958501178,15.0,12000.0,78.0,4150.0,2.1,0.02787015
GODREJ AGROVET LIMITED,Chemicals & Fertilizers,Ahmedabad,Gujarat,7087.799636,0.51,0.0374641669027132,0.005225,0.0020105992971044,0.005225,0.0072355992971044,37.03375309809999,Tier 2,75%,2045.0,39435.0,908833.0,937884.0,40144.88,0.0,950313.0,134077.29461950608,132323.71796126207,5663.941146995482,0.0,OK,850.0,2100.0,2950.0,,,,45.0,,89.3,0.001,0.0152542372881355,,0.0,2.95,416.2081536583662,0.0,1810552.5,2027010.6,132323.71796126207,Medium-High (2-3),2.048422943446999,18.5,45200.0,92.0,4120.0,1.4,0.049653175
GRANULES INDIA LIMITED,Pharmaceuticals & Healthcare,Mumbai,Maharashtra,3755.0,0.55,0.0144770016599194,0.003465,0.0017670552403363,0.003465,0.0052320552403363,13.011075,Tier 2,75%,57414.0,18853.0,468062.0,359149.0,6085.91,0.0,544329.0,144961.1185086551,95645.53928095872,1620.7483355525965,0.0,OK,215.0,15.0,230.0,,,,,,24.0,0.5252173913043479,,,0.0,120.8,61.251664447403456,0.0,63840.0,425600.0,95645.53928095872,Extremely High (4-5),4.992918278302652,100.0,0.0,82.0,185.0,2.1,0.01561329
GRAPHITE INDIA LIMITED,Chemicals & Fertilizers,Delhi,Delhi,2894.382802882,0.62,0.0374641669027132,0.005225,0.0084403282993031,0.005225,0.0136653282993031,15.123150145058448,Tier 2,75%,89350.0,181590.0,649973.0,187167.0,33478.906,43.0,920913.0,318172.4957331238,64665.59980028687,11566.854932479673,43.0,OK,215.0,12.0,227.0,,,,,,12.0,0.6251101321585903,,,0.0,141.9,78.42777388463308,0.0,124500.0,1245000.0,64665.59980028687,Medium-High (2-3),2.2137156543710503,22.0,12450.0,88.0,14.5,0.8,0.0143791999999999
GUJARAT GAS LIMITED,Oil & Gas,Bangalore,Karnataka,17321.876384,0.48,0.0971185610539406,0.0154274999999999,0.0029813833017326,0.0154274999999999,0.0184088833017325,267.23324791415826,Tier 2,75%,4088.7,117937.1,20224.4,82349.5,596.0,3.8,142250.2,8212.170370375969,4754.07503058186,34.40735788592267,0.0,OK,112.0,450.0,562.0,,,,,,0.01,0.1750889679715302,,,0.0,98.4,32.444522033370035,0.0,2.71,588141.37,4754.07503058186,Extremely High (4-5),4.992918278302652,0.0,0.0,74.0,1.2,4.2,0.2412243899999984
Garden Reach Shipbuilders  Engineers Limited,Transportation & Logistics,Chennai,Tamil Nadu,5075.6877,0.52,0.065,0.0125,0.0094097995545657,0.0125,0.0219097995545657,63.44609625000001,Tier 2,75%,1854.0,7972.0,18500.0,1178643.0,128.82,,28326.0,5580.721603498182,232213.45946875334,25.379812079454766,,OK,112.0,85.0,197.0,,,,,,1.2,0.3751269035532995,,,0.0,73.9,38.81247461304603,0.0,7260.0,145200.0,232213.4594687533,Medium-High (2-3),2.659211787449614,12.0,12500.0,86.0,14.2,2.8,0.0449
General Insurance Corporation of India,Financial Services,Kolkata,West Bengal,49231.65865432,0.58,0.0011797441546504,0.000297,1.5854571798907086e-05,0.000297,0.0003128545717989,14.62180262033304,Tier 2,75%,0.0,0.0,85.0,5935.0,1.8,,85.0,1.7265313077673725,120.55250954822772,0.03656183945860319,,OK,,2.1,2.1,,,,,,,0.001,,,0.0,0.0021,0.04265547936837038,0.0,0.0,12450.0,120.55250954822772,Low-Medium (1-2),1.6740104458720415,0.0,0.0,95.0,0.2,12.4,0.012817926
Genus Power Infrastructures Limited,Power Generation,Hyderabad,Telangana,2442.0126352,0.45,0.1562256571307733,0.0054449999999999,0.0585358415560765,0.0054449999999999,0.0639808415560764,13.296758798663756,Tier 2,75%,244.0,8078.24,1103804.9,42754.37,1787.52,0.0,1112127.14,455414.1628791847,17507.84143526695,731.9863846050913,0.0,OK,85.0,15.0,100.0,,,,,,23.3,0.525,,,0.0,52.5,40.949829070728796,0.0,11235.0,48114.0,17507.84143526695,Extremely High (4-5),4.561793781913248,14.0,0.0,78.0,185.0,8.4,0.0065394449999998
Gillette India Limited,Chemicals & Fertilizers,Pune,Maharashtra,3217.389261499,0.42,0.0374641669027132,0.005225,0.00597605396853,0.005225,0.01120105396853,16.810858891332273,Tier 2,75%,288.0,11925.0,4500.0,58272.0,4396.19,0.0,16713.0,5194.58437932789,18111.579067324525,1366.3842459497082,0.0,OK,15.0,12.0,27.0,,,,,,10.0,0.5259259259259259,,,0.0,14.2,8.391897220238917,0.0,4250.0,42500.0,18111.579067324525,Low-Medium (1-2),1.8251917892414944,18.0,4200.0,92.0,4150.0,0.6,0.013757425
GlaxoSmithKline Pharmaceuticals Limited,Pharmaceuticals & Healthcare,Ahmedabad,Gujarat,37234.876,0.51,0.0144770016599194,0.003465,0.0021394583733871,0.003465,0.0056044583733871,129.01884533999998,Tier 2,75%,1002.89,941911.0,12400.0,78057.0,508.27,0.0,955313.89,25656.427323673648,2096.3410755013665,13.650374450018312,0.0,OK,112.0,15.0,127.0,,,,,,12.0,0.5251968503937008,,,0.0,66.7,3.410780795939807,0.0,8540.0,85400.0,2096.3410755013665,Medium-High (2-3),2.725198127760862,100.0,0.0,84.5,285.0,2.4,0.011957715
Glenmark Pharmaceuticals Limited,Pharmaceuticals & Healthcare,Mumbai,Maharashtra,9226.4092796,0.55,0.0144770016599194,0.003465,0.0006307312193405,0.003465,0.0040957312193405,31.969508153814004,Tier 2,75%,17263.0,76186.0,156645.0,529632.0,3808.0,0.0,250094.0,27106.3197416322,57403.9134781328,412.728276472588,0.0,OK,850.0,85.0,935.0,,,,,,12.5,0.5250267379679144,,,0.0,490.9,101.33953216960865,0.0,186750.0,1245000.0,57403.9134781328,High (3-4),3.17874215786922,42.0,0.0,78.0,1240.0,12.5,0.04374216
Go Digit General Insurance Limited,Financial Services,Delhi,Delhi,10282.1407794,0.62,0.0011797441546504,0.000297,9.31772453354456e-05,0.000297,0.0003901772453354,3.0537958114818005,Tier 2,75%,25.59,2536.65,4622.146035638624,12906.0,58.0,,7184.386035638625,698.7247295847528,1255.1860820517875,5.640848656361667,,OK,,12.0,12.0,,,,,,,0.225,,,0.0,2.7,1.1670721357989657,0.0,0.0,1500.0,1255.1860820517877,Extremely High (4-5),4.4780286174264665,0.0,0.0,98.0,0.4,14.5,0.00233145
Godrej Consumer Products Limited,Pharmaceuticals & Healthcare,Bangalore,Karnataka,10055.0,0.48,0.0144770016599194,0.003465,0.0004929739498269,0.003465,0.0039579739498269,34.840575,Tier 2,75%,26047.0,23589.0,2208455.0,503608.0,7493.08,0.0,2258091.0,224573.94331178517,50085.3306812531,745.2093485827946,0.0,OK,412.0,45.0,457.0,,,,,,1.19,0.524945295404814,,,0.0,239.9,45.45002486325211,0.0,127680.0,425600.0,50085.3306812531,Medium-High (2-3),2.048422943446999,22.5,12450.0,95.0,42500.0,2.8,0.04884264
Godrej Industries Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,4171.2152764,0.52,0.0374641669027132,0.005225,0.0011698412772119,0.005225,0.0063948412772118,21.79459981919,Tier 2,75%,32796.0,44487.0,431864.0,926067.0,14780.08009,24.0,509147.0,122062.02899204553,222013.7151010938,3543.3510645262263,0.0,OK,540.0,115.0,655.0,,,,,,18.0,0.6250381679389313,,,0.0,409.4,157.02857718849333,0.0,457380.0,1524600.0,222013.7151010938,Medium-High (2-3),2.811657900764125,32.4,0.0,88.0,1245.0,4.2,0.0870119249999999
Godrej Properties Limited,Real Estate & Construction,Kolkata,West Bengal,4922.84,0.58,0.07,0.0035,0.0135153129161118,0.0035,0.0170153129161118,17.22994,Tier 2,75%,668.3,4433.36,2737107.39,332925.0,1838084.09,0.0,2742209.0500000003,557038.0207359979,67628.64525355282,373378.7996359825,0.0,OK,3450.0,,3450.0,,,,,,12.0,0.001,,,0.0,3.45,700.8149767207547,0.0,17424.0,145200.0,67628.64525355282,Medium-High (2-3),2.278735819349852,100.0,0.0,92.0,45.2,1.4,0.0105139999999999
Grasim Industries Limited,Chemicals & Fertilizers,Hyderabad,Telangana,31563.2319949,0.45,0.0374641669027132,0.005225,0.0001287153194141,0.005225,0.005353715319414,164.91788717335248,Tier 2,75%,5112096.87,1223512.84,4850000.0,60220464.28,1131684.23,12450.0,11185609.71,354387.3362464077,1907930.857325715,35854.51040574229,0.0,OK,5400.0,620.0,6020.0,,,,85.0,,8.4,0.625,0.0141196013289036,,0.0,3762.5,190.72824991346621,0.0,11892000.0,148650000.0,1907930.857325715,Extremely High (4-5),4.990185063917425,48.5,412000.0,94.0,14580.0,18.4,0.68436005
Grindwell Norton Limited,Chemicals & Fertilizers,Pune,Maharashtra,2737.3643486630003,0.42,0.0374641669027132,0.005225,0.0058515991443434,0.005225,0.0110765991443434,14.302728721764176,Tier 2,75%,29153.0,53183.0,32400.0,168844.0,6461.2,0.0,114736.0,41914.77106656994,61681.23000596095,2360.372671309107,0.0,OK,185.0,15.0,200.0,,,,,,18.0,0.625,,,0.0,125.0,73.06298122048867,0.0,205650.0,1142500.0,61681.23000596095,Medium-High (2-3),2.811657900764125,22.0,15000.0,82.0,124.0,2.1,0.0140500249999999
Gujarat Ambuja Exports Limited,Transportation & Logistics,Ahmedabad,Gujarat,4926.9284899,0.51,0.065,0.0125,0.0066834677419354,0.0125,0.0191834677419354,61.58660612375001,Tier 2,75%,772138.22,22325.79,23418.25,2392500.0,6685.28,450.0,817882.26,166002.46211744798,485596.6561935141,1356.8859409477013,0.0,OK,450.0,22.0,472.0,,,,,,0.01,0.525,,,0.0,247.8,95.80005087704855,0.0,125.78,1250000.0,485596.6561935141,Extremely High (4-5),5.0,14.5,45000.0,98.0,845.0,0.4,0.062
Gujarat Fluorochemicals Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,4564.55,0.55,0.0374641669027132,0.005225,0.0048323855057439,0.005225,0.0100573855057439,23.84977375,Tier 2,75%,709492.0,402888.0,3338033.0,4812903.0,89447.36,1120.0,4450413.0,974994.906398221,1054409.087423733,19596.096000701054,0.0,OK,850.0,115.0,965.0,,,,45.0,,5.8,0.6249740932642487,0.0466321243523316,,0.0,603.1,211.41185878125992,0.0,622500.0,12450000.0,1054409.087423733,High (3-4),3.6810043823428056,100.0,0.0,42.0,145.0,4.2,0.0222793999999999
Gujarat Pipavav Port Limited,Transportation & Logistics,Delhi,Delhi,988.429,0.62,0.065,0.0125,0.0410805300713557,0.0125,0.0535805300713557,12.3553625,Tier 2,75%,578.36,7990.63,45600.0,1042425.0,540.55,0.0,54168.99,54803.11686524778,1054628.101765529,546.8779244639726,0.0,OK,85.0,1250.0,1335.0,,,,115.0,,14.2,0.3749812734082397,0.0861423220973782,,0.0,500.6,1350.6281179528323,0.0,18540.0,185400.0,1054628.101765529,High (3-4),3.192538822293115,24.0,0.0,88.0,18.4,1.2,0.0122625
Gujarat State Petronet Limited,Oil & Gas,Bangalore,Karnataka,2031.5390301,0.48,0.0971185610539406,0.0154274999999999,0.0025289919875164,0.0154274999999999,0.0179564919875163,31.341568386867547,Tier 2,75%,1269.33,6493.71,611.63,38822.0,63.34,4.2,8374.67,4122.327888324039,19109.65008537839,31.178332811495217,0.0,OK,145.0,1200.0,1345.0,,,,,,15.0,0.1750185873605948,,,0.0,235.4,662.0596405345922,0.0,67500.0,450000.0,19109.65008537839,Extremely High (4-5),4.992918278302652,0.0,0.0,72.0,0.6,2.8,0.2843751074999981
HCL Technologies Limited,Information Technology,Chennai,Tamil Nadu,51105.0,0.52,0.0009696637386769,0.000396,4.587493236577912e-06,0.000396,0.0004005874932365,20.23758,Tier 2,75%,12900.5,109074.02,269567.38,849928.34,1803.01,0.0,391541.9,7661.518442422464,16631.021230799335,35.28050092945895,0.0,OK,210.0,45.0,255.0,,,,15.0,,17.7,0.2250980392156862,0.0588235294117647,,0.0,57.4,4.9897270325799825,0.0,296250.0,1185000.0,16631.021230799335,Extremely High (4-5),4.584218358899169,42.0,0.0,96.0,18.4,850.0,0.043525548
HDFC Asset Management Company Limited,Financial Services,Kolkata,West Bengal,3498.0295175,0.58,0.0011797441546504,0.000297,0.000216398358538,0.000297,0.000513398358538,1.0389147666975,Tier 2,75%,441.0,3023.0,9025.0,22305.0,5.86,,12489.0,3570.2957729544087,6376.447050664431,1.6752288597576135,,OK,,8.0,8.0,,,,,,,0.225,,,0.0,1.8,2.287001856324387,0.0,0.0,17860.0,6376.447050664431,Low-Medium (1-2),1.6740104458720415,0.0,0.0,98.0,0.8,14.2,0.000939114
HDFC Bank Limited,Financial Services,Hyderabad,Telangana,346149.3235,0.45,0.0011797441546504,0.000297,1.861225764083805e-06,0.000297,0.000298861225764,102.8063490795,Tier 2,75%,77999.5,284877.91,12992.0,2602703.66,4073.1,0.0,375869.41,1085.859149454614,7519.019923781536,11.76688707294267,0.0,OK,12.0,0.0,12.0,0.0,2.7,22.5,0.0,MSA_PROXY_HIGH,0.0,0.225,0.0,0.225,0.0,2.7,0.03466711960799195,0.0,0.0,594000.0,7519.019923781536,Low-Medium (1-2),1.8228312153423785,0.0,1245000.0,92.0,24.5,1480.0,0.084714498
HDFC Life Insurance Company Limited,Financial Services,Pune,Maharashtra,71044.9130582,0.42,0.0011797441546504,0.000297,4.52492210216312e-06,0.000297,0.0003015249221021,21.1003391782854,Tier 2,75%,226.9,11870.3,6563.75,499415.5,35.3,,18660.949999999997,262.6641260678712,7029.5743706643525,0.49686879018462915,,OK,,12.0,12.0,,,,,,5.2,0.225,,,0.0,2.7,0.16890723745653116,0.0,2125.0,42500.0,7029.5743706643525,Low-Medium (1-2),1.8228312153423785,0.0,0.0,95.0,1.2,24.5,0.032522391
HEG Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,2394.9,0.51,0.0374641669027132,0.005225,0.0079977920135553,0.005225,0.0132227920135553,12.5133525,Tier 2,75%,178393.0,306219.0,360639.0,394428.0,4751.3027,85.0,845251.0,352937.90972483193,164694.97682575474,1983.9252995949726,0.0,OK,215.0,15.0,230.0,0.0,143.8,62.52173913043478,0.0,MSA_PROXY_HIGH,8.5,0.6252173913043478,0.0,0.6252173913043478,0.0,143.8,96.037412835609,0.0,293250.0,3450000.0,164694.97682575474,Extremely High (4-5),4.988669245284243,22.5,0.0,84.0,14.5,2.1,0.012482525
HERO MOTOCORP LIMITED,Chemicals & Fertilizers,Mumbai,Maharashtra,40756.37,0.55,0.0374641669027132,0.005225,0.0005501199219482,0.005225,0.0057751199219482,212.95203325,Tier 2,75%,19938.0,70547.0,18940829.0,784577.0,19076.13,0.0,19031314.0,466953.1167765922,19250.41410704633,468.0527240281703,0.0,OK,650.0,45.0,695.0,,,,32.0,,8.5,0.5250359712230216,0.0460431654676259,,0.0,364.9,17.052549086191924,0.0,149472.0,1245600.0,19250.41410704633,Extremely High (4-5),4.516251633991319,52.4,0.0,92.0,2845.0,18.4,0.1957075999999999
HFCL Limited,Chemicals & Fertilizers,Delhi,Delhi,4174.72,0.62,0.0374641669027132,0.005225,0.0052021911488649,0.005225,0.0104271911488648,21.812912,Tier 2,75%,3572.0,19842.0,73611.0,165802.0,1377.24,0.0,97025.0,23241.079641269353,39715.71746129081,329.8999693392611,0.0,OK,145.0,45.0,190.0,0.0,99.8,52.526315789473685,0.0,MSA_PROXY_HIGH,6.5,0.5252631578947369,0.0,0.5252631578947369,0.0,99.8,45.51203434002759,0.0,22464.0,345600.0,39715.71746129081,Extremely High (4-5),4.021377747964738,14.0,4200.0,94.0,412.0,14.5,0.0233296249999999
HINDALCO INDUSTRIES LIMITED,Steel & Iron,Bangalore,Karnataka,93309.1167528,0.48,0.0840934065650114,0.0096249999999999,0.000186907118619,0.0096249999999999,0.0098119071186189,898.1002487456906,Tier 2,75%,25200000.0,410000.0,12410000.0,76570000.0,9529354.67,148260.0,38020000.0,407462.8645422164,820605.774276631,102126.72675110328,0.0,OK,9840.0,1250.0,11090.0,,,,320.0,,1.8,0.0369702434625789,0.0288548241659152,,0.0,410.0,118.85226638014676,0.0,9712000.0,485600000.0,820605.774276631,Medium-High (2-3),2.645337146344632,24.5,124500.0,88.0,415.0,45.2,2.078634249999978
HINDUSTAN AERONAUTICS LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,30980.92,0.52,0.0374641669027132,0.005225,0.0006412352058658,0.005225,0.0058662352058657,161.875307,Tier 2,75%,75808.0,106510.0,14500.0,14681052.0,18286.26,0.0,196818.0,6352.877835777634,473873.9843748992,590.2426396633799,0.0,OK,2480.0,150.0,2630.0,,,,,,15.2,0.001,,,0.0,2.63,84.89095869328607,0.0,367500.0,2450000.0,473873.9843748992,Medium-High (2-3),2.7548369712610894,38.0,412000.0,72.0,24.5,125.0,0.158740725
HINDUSTAN COPPER LIMITED,Steel & Iron,Kolkata,West Bengal,2070.967634962,0.58,0.0840934065650114,0.0096249999999999,0.0283570789579689,0.0096249999999999,0.0379820789579688,19.93306348650904,Tier 2,75%,9186.43,107638.0,154000.0,11420715.0,3200997.216,850.0,270824.43,130771.92778291262,5514675.752144025,1545652.9411473563,0.0,OUTLIER - VERIFY,14500.0,850.0,15350.0,,,,1850.0,,5.0,0.1368078175895765,0.1205211726384364,,0.0,2100.0,7411.994152328535,0.0,60000.0,1200000.0,5514675.752144025,Low-Medium (1-2),1.9104233685876983,62.0,154200.0,12.0,1.4,2.1,0.0165549999999998
HONEYWELL AUTOMATION INDIA LIMITED,Chemicals & Fertilizers,Hyderabad,Telangana,4189.5423787,0.45,0.0374641669027132,0.005225,0.0041937500264231,0.005225,0.0094187500264231,21.8903589287075,Tier 2,75%,232.09,3772.93,12400.0,32455.0,191.175,0.0,16405.02,3915.706899971834,7746.669460847099,45.631475402170516,0.0,OK,,4.2,4.2,,,,,,25.0,3.3809523809523805,,,0.0,14.2,1.002496124959415,0.0,8540.0,85400.0,7746.669460847099,Extremely High (4-5),4.632364690764643,22.0,0.0,88.0,45.2,12.4,0.0210045
Happiest Minds Technologies Limited,Information Technology,Pune,Maharashtra,1481.373724,0.42,0.0009696637386769,0.000396,0.0002381630235346,0.000396,0.0006341630235345,0.586623994704,Tier 2,75%,1012.0,2872.0,4672.0,71618.6,149.29,5.6,8556.0,5775.720104510237,48346.07151436149,100.77808022467664,5.6,OK,,15.0,15.0,,,,,,9.95,0.2266666666666666,,,0.0,3.4,10.12573650860841,0.0,1773.21,17826.11,48346.07151436149,Low-Medium (1-2),1.502494864317303,35.0,0.0,92.0,0.85,45.2,0.00067716
Happy Forgings Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,1408.895,0.51,0.0374641669027132,0.005225,0.0143659587371306,0.005225,0.0195909587371305,7.361476375,Tier 2,75%,8771.0,96761.0,15400.0,260263.0,27341.96,0.0,120932.0,85834.64346172,184728.4574081106,19406.669766022307,0.0,OK,45.0,12.0,57.0,,,,,,1.99,0.5245614035087719,,,0.0,29.9,40.45723776434724,0.0,11078.0,557549.0,184728.4574081106,High (3-4),3.7756690630058736,15.5,0.0,98.0,14.5,0.6,0.0069492499999999
Hindustan Petroleum Corporation Limited,Oil & Gas,Mumbai,Maharashtra,468762.09,0.55,0.0971185610539406,0.0154274999999999,0.0001157079975644,0.0154274999999999,0.0155432079975643,7231.827143474953,Tier 2,75%,5513044.0,1199251.0,143923201.0,56497276.0,134594.2,6499.0,150635496.0,321347.436606915,120524.41356765859,287.1268877566443,0.0,OK,5420.0,1120.0,6540.0,,,,15.0,,0.21,0.001,0.0022935779816513,,0.0,6.54,13.95164015929701,0.0,1154000.0,115400000.0,120524.4135676586,Medium-High (2-3),2.512859353968365,30.4,1258000.0,62.0,1240.0,45.8,7.121920244999954
