Master_DB_Name,Variant_Source,Variant_Name,Match_Confidence,Date_Added
Ramkrishna Forgings Limited,C3.1_RENEWABLE_ENERGY,Ramkrishna Forgings,RESEARCHED,2026-01-14
RateGain Travel Technologies Limited,C3.1_RENEWABLE_ENERGY,RateGain (REC),RESEARCHED,2026-01-14
Ratnamani Metals  Tubes Limited,C3.1_RENEWABLE_ENERGY,Ratnamani Metals,RESEARCHED,2026-01-14
Redington Limited,C3.1_RENEWABLE_ENERGY,Redington,RESEARCHED,2026-01-14
Redtape Limited,C3.1_RENEWABLE_ENERGY,Redtape,RESEARCHED,2026-01-14
Relaxo Footwears Limited,C3.1_RENEWABLE_ENERGY,Relaxo Footwears,EXACT,2026-01-14
Reliance Infrastructure Limited,C3.1_RENEWABLE_ENERGY,Reliance Infra,RESEARCHED,2026-01-14
Responsive Industries Limited,C3.1_RENEWABLE_ENERGY,Responsive Industries,EXACT,2026-01-14
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,C3.1_RENEWABLE_ENERGY,Motherson Sumi Wiring (Proxy),HIGH,2026-01-14
SAPPHIRE FOODS INDIA LIMITED,C3.1_RENEWABLE_ENERGY,Sapphire Foods,EXACT,2026-01-14
SARDA ENERGY  MINERALS LIMITED,C3.1_RENEWABLE_ENERGY,SARDA ENERGY & MINERALS LIMITED,EXACT,2026-01-14
SAREGAMA India Limited,C3.1_RENEWABLE_ENERGY,Saregama India Ltd,EXACT,2026-01-14
SBFC Finance Limited,C3.1_RENEWABLE_ENERGY,SBFC Finance,RESEARCHED,2026-01-14
SBI Cards and Payment Services Limited,C3.1_RENEWABLE_ENERGY,SBI Cards & Payment,EXACT,2026-01-14
SBI Life Insurance Company Limited,C3.1_RENEWABLE_ENERGY,SBI Life Insurance,EXACT,2026-01-14
SHIPPING CORPORATION OF INDIA LIMITED,C3.1_RENEWABLE_ENERGY,Shipping Corp of India,EXACT,2026-01-14
SJVN Limited,C3.1_RENEWABLE_ENERGY,SJVN (Pure-play),RESEARCHED,2026-01-14
SKF INDIA LIMITED,C3.1_RENEWABLE_ENERGY,SKF India Limited,EXACT,2026-01-14
SRF LIMITED,C3.1_RENEWABLE_ENERGY,SRF Limited,EXACT,2026-01-14
STATE BANK OF INDIA,C3.1_RENEWABLE_ENERGY,State Bank of India (SBI),EXACT,2026-01-14
SUMITOMO CHEMICAL INDIA LIMITED,C3.1_RENEWABLE_ENERGY,Sumitomo Chemical,RESEARCHED,2026-01-14
SUNDARAM FINANCE LIMITED,C3.1_RENEWABLE_ENERGY,Sundaram Finance,RESEARCHED,2026-01-14
SUPREME PETROCHEM LIMITED,C3.1_RENEWABLE_ENERGY,Supreme Petrochem,RESEARCHED,2026-01-14
SUZLON ENERGY LIMITED,C3.1_RENEWABLE_ENERGY,Suzlon Energy,FIXED,2026-01-14
Safari Industries India Limited,C3.1_RENEWABLE_ENERGY,Safari Industries,RESEARCHED,2026-01-14
Sandur Manganese  Iron Ores Limited,C3.1_RENEWABLE_ENERGY,Sandur Manganese,RESEARCHED,2026-01-14
Schneider Electric Infrastructure Limited,C3.1_RENEWABLE_ENERGY,Schneider Electric Infra,EXACT,2026-01-14
Sheela Foam Limited,C3.1_RENEWABLE_ENERGY,Sheela Foam,RESEARCHED,2026-01-14
Shoppers Stop Limited,C3.1_RENEWABLE_ENERGY,Shoppers Stop,EXACT,2026-01-14
Shree Renuka Sugars Limited,C3.1_RENEWABLE_ENERGY,Shree Renuka,RESEARCHED,2026-01-14
Shyam Metalics and Energy Limited,C3.1_RENEWABLE_ENERGY,Shyam Metalics,RESEARCHED,2026-01-14
Signatureglobal India Limited,C3.1_RENEWABLE_ENERGY,Signature Global,RESEARCHED,2026-01-14
Solar Industries India Limited,C3.1_RENEWABLE_ENERGY,Solar Industries India,EXACT,2026-01-14
Sona BLW Precision Forgings Limited,C3.1_RENEWABLE_ENERGY,Sona BLW Precision (Sona Comstar),HIGH,2026-01-14
Sonata Software Limited,C3.1_RENEWABLE_ENERGY,Sonata Software,RESEARCHED,2026-01-14
Star Cement Limited,C3.1_RENEWABLE_ENERGY,Star Cement,RESEARCHED,2026-01-14
Star Health and Allied Insurance Company Limited,C3.1_RENEWABLE_ENERGY,Star Health Insurance,EXACT,2026-01-14
Steel Authority of India Limited,C3.1_RENEWABLE_ENERGY,SAIL,RESEARCHED,2026-01-14
Sterling and Wilson Renewable Energy Limited,C3.1_RENEWABLE_ENERGY,Sterling and Wilson Renewable,EXACT,2026-01-14
Sun Pharma Advanced Research Company Limited,C3.1_RENEWABLE_ENERGY,SPARC,RESEARCHED,2026-01-14
Sun Pharmaceutical Industries Limited,C3.1_RENEWABLE_ENERGY,Sun Pharmaceutical,EXACT,2026-01-14
Sun TV Network Limited,C3.1_RENEWABLE_ENERGY,Sun TV Network,EXACT,2026-01-14
Sundram Fasteners Limited,C3.1_RENEWABLE_ENERGY,Sundram Fasteners,RESEARCHED,2026-01-14
Supreme Industries Limited,C3.1_RENEWABLE_ENERGY,Supreme Industries,EXACT,2026-01-14
Syngene International Limited,C3.1_RENEWABLE_ENERGY,Syngene International,EXACT,2026-01-14
Syrma SGS Technology Limited,C3.1_RENEWABLE_ENERGY,Syrma SGS,RESEARCHED,2026-01-14
TATA CHEMICALS LIMITED,C3.1_RENEWABLE_ENERGY,Tata Chemicals Limited,EXACT,2026-01-14
TATA COMMUNICATIONS LIMITED,C3.1_RENEWABLE_ENERGY,Tata Communications,RESEARCHED,2026-01-14
TBO Tek Limited,C3.1_RENEWABLE_ENERGY,TBO Tek,RESEARCHED,2026-01-14
TEGA INDUSTRIES LIMITED,C3.1_RENEWABLE_ENERGY,Tega Industries,RESEARCHED,2026-01-14
THE NEW INDIA ASSURANCE COMPANY LIMITED,C3.1_RENEWABLE_ENERGY,New India Assurance,EXACT,2026-01-14
THE PHOENIX MILLS LIMITED,C3.1_RENEWABLE_ENERGY,Phoenix Mills Limited,EXACT,2026-01-14
TITAGARH RAIL SYSTEMS LIMITED,C3.1_RENEWABLE_ENERGY,Titagarh Rail,RESEARCHED,2026-01-14
TRIDENT LIMITED,C3.1_RENEWABLE_ENERGY,Trident Limited,EXACT,2026-01-14
TTK PRESTIGE LIMITED,C3.1_RENEWABLE_ENERGY,TTK Prestige,RESEARCHED,2026-01-14
TVS Motor Company Limited,C3.1_RENEWABLE_ENERGY,TVS Motor Company,EXACT,2026-01-14
TVS Supply Chain Solutions Limited,C3.1_RENEWABLE_ENERGY,TVS Supply Chain,RESEARCHED,2026-01-14
Tamilnad Mercantile Bank Limited,C3.1_RENEWABLE_ENERGY,Tamilnad Mercantile Bank,EXACT,2026-01-14
Tata Consultancy Services Limited,C3.1_RENEWABLE_ENERGY,TATA Consultancy Services,EXACT,2026-01-14
Tata Consumer Products Limited,C3.1_RENEWABLE_ENERGY,Tata Consumer,RESEARCHED,2026-01-14
Tata Elxsi Limited,C3.1_RENEWABLE_ENERGY,Tata Elxsi (REC),RESEARCHED,2026-01-14
Tata Investment Corporation Limited,C3.1_RENEWABLE_ENERGY,Tata Investment Corp,EXACT,2026-01-14
Tata Technologies Limited,C3.1_RENEWABLE_ENERGY,Tata Tech (REC),RESEARCHED,2026-01-14
Tata Teleservices Maharashtra Limited,C3.1_RENEWABLE_ENERGY,Tata Communications (Proxy),HIGH,2026-01-14
Tech Mahindra Limited,C3.1_RENEWABLE_ENERGY,Tech Mahindra,EXACT,2026-01-14
Techno Electric  Engineering Company Limited,C3.1_RENEWABLE_ENERGY,Techno Electric (RE-play),RESEARCHED,2026-01-14
The Ramco Cements Limited,C3.1_RENEWABLE_ENERGY,Ramco Cements,RESEARCHED,2026-01-14
Thomas Cook  India  Limited,C3.1_RENEWABLE_ENERGY,Thomas Cook,RESEARCHED,2026-01-14
Torrent Pharmaceuticals Limited,C3.1_RENEWABLE_ENERGY,Torrent Pharmaceuticals,EXACT,2026-01-14
Torrent Power Limited,C3.1_RENEWABLE_ENERGY,Torrent Power,RESEARCHED,2026-01-14
Triveni Engineering  Industries Limited,C3.1_RENEWABLE_ENERGY,Triveni Engineering,RESEARCHED,2026-01-14
Tube Investments of India Limited,C3.1_RENEWABLE_ENERGY,Tube Investments of India,EXACT,2026-01-14
UNION BANK OF INDIA,C3.1_RENEWABLE_ENERGY,Union Bank of India,EXACT,2026-01-14
UNITED BREWERIES LIMITED,C3.1_RENEWABLE_ENERGY,United Breweries,EXACT,2026-01-14
UPL LIMITED,C3.1_RENEWABLE_ENERGY,UPL Limited,EXACT,2026-01-14
UTI Asset Management Company Limited,C3.1_RENEWABLE_ENERGY,UTI AMC (REC),RESEARCHED,2026-01-14
Ujjivan Small Finance Bank Limited,C3.1_RENEWABLE_ENERGY,Ujjivan Small Finance Bank,EXACT,2026-01-14
UltraTech Cement Limited,C3.1_RENEWABLE_ENERGY,UltraTech Cement,EXACT,2026-01-14
United Spirits Limited,C3.1_RENEWABLE_ENERGY,United Spirits,EXACT,2026-01-14
Usha Martin Limited,C3.1_RENEWABLE_ENERGY,Usha Martin,RESEARCHED,2026-01-14
V-GUARD INDUSTRIES LIMITED,C3.1_RENEWABLE_ENERGY,V-Guard Industries Limited,EXACT,2026-01-14
VALOR ESTATE LIMITED,C3.1_RENEWABLE_ENERGY,Valor Estate,RESEARCHED,2026-01-14
VIP INDUSTRIES LIMITED,C3.1_RENEWABLE_ENERGY,VIP Industries,RESEARCHED,2026-01-14
Indian Oil Corporation Limited,C2.3_LAND_DEGRADED,Indian Oil Corp (IOCL),HIGH,2026-01-14
Reliance Industries Limited,C2.3_LAND_DEGRADED,Reliance Industries,HIGH,2026-01-14
Hindustan Petroleum Corporation Limited,C2.3_LAND_DEGRADED,Hindustan Petroleum,HIGH,2026-01-14
JSW Infrastructure Limited,C2.3_LAND_DEGRADED,JSW Infrastructure,HIGH,2026-01-14
RELIANCE POWER LIMITED,C2.3_LAND_DEGRADED,Reliance Power Ltd,HIGH,2026-01-14
GUJARAT STATE PETRONET LIMITED,C2.3_LAND_DEGRADED,GSPL,HIGH,2026-01-14
GUJARAT GAS LIMITED,C2.3_LAND_DEGRADED,Gujarat Gas Limited,HIGH,2026-01-14
KNR Constructions Limited,C2.3_LAND_DEGRADED,KNR Constructions,HIGH,2026-01-14
Mahanagar Gas Limited,C2.3_LAND_DEGRADED,Mahanagar Gas,HIGH,2026-01-14
TATA CHEMICALS LIMITED,C2.3_LAND_DEGRADED,Tata Chemicals,HIGH,2026-01-14
PATANJALI FOODS LIMITED,C2.3_LAND_DEGRADED,Patanjali Foods,HIGH,2026-01-14
Tata Motors Limited,C2.3_LAND_DEGRADED,Tata Motors,HIGH,2026-01-14
BHARAT ELECTRONICS LIMITED,C2.3_LAND_DEGRADED,Bharat Electronics,HIGH,2026-01-14
Welspun Corp Limited,C2.3_LAND_DEGRADED,Welspun Corp,HIGH,2026-01-14
Shree Renuka Sugars Limited,C2.3_LAND_DEGRADED,Shree Renuka Sugars,HIGH,2026-01-14
DIVI'S LABORATORIES LIMITED,C2.3_LAND_DEGRADED,Divi's Laboratories,HIGH,2026-01-14
Vedant Fashions Limited,C2.3_LAND_DEGRADED,Vedant Fashions,HIGH,2026-01-14
West Coast Paper Mills Limited,C2.3_LAND_DEGRADED,West Coast Paper,HIGH,2026-01-14
Bharat Forge Limited,C2.3_LAND_DEGRADED,Bharat Forge,HIGH,2026-01-14
Balkrishna Industries Limited,C2.3_LAND_DEGRADED,Balkrishna Ind,HIGH,2026-01-14
G R Infraprojects Limited,C2.3_LAND_DEGRADED,G R Infraprojects,HIGH,2026-01-14
Maruti Suzuki India Limited,C2.3_LAND_DEGRADED,Maruti Suzuki,HIGH,2026-01-14
Welspun Living Limited,C2.3_LAND_DEGRADED,Welspun Living,HIGH,2026-01-14
Exide Industries Limited,C2.3_LAND_DEGRADED,Exide Industries,HIGH,2026-01-14
Piramal Pharma Limited,C2.3_LAND_DEGRADED,Piramal Pharma,HIGH,2026-01-14
JK Tyre & Industries Limited,C2.3_LAND_DEGRADED,JK Tyre & Ind,HIGH,2026-01-14
Ipca Laboratories Limited,C2.3_LAND_DEGRADED,Ipca Laboratories,HIGH,2026-01-14
Asian Paints Limited,C2.3_LAND_DEGRADED,Asian Paints,HIGH,2026-01-14
Aarti Industries Limited,C2.3_LAND_DEGRADED,Aarti Industries,HIGH,2026-01-14
Dabur India Limited,C2.3_LAND_DEGRADED,Dabur India Ltd,HIGH,2026-01-14
EICHER MOTORS LIMITED,C2.3_LAND_DEGRADED,Eicher Motors,HIGH,2026-01-14
Escorts Kubota Limited,C2.3_LAND_DEGRADED,Escorts Kubota,HIGH,2026-01-14
Zydus Lifesciences Limited,C2.3_LAND_DEGRADED,Zydus Lifesciences,HIGH,2026-01-14
Hindustan Unilever Limited,C2.3_LAND_DEGRADED,Hindustan Unilever,HIGH,2026-01-14
Aster DM Healthcare Limited,C2.3_LAND_DEGRADED,Aster DM Health,HIGH,2026-01-14
LAURUS LABS LIMITED,C2.3_LAND_DEGRADED,Laurus Labs Ltd,HIGH,2026-01-14
Pidilite Industries Limited,C2.3_LAND_DEGRADED,Pidilite Industries,HIGH,2026-01-14
GLOBAL HEALTH LIMITED,C2.3_LAND_DEGRADED,GLOBAL HEALTH LTD,HIGH,2026-01-14
KEI INDUSTRIES LIMITED,C2.3_LAND_DEGRADED,KEI INDUSTRIES LTD,HIGH,2026-01-14
Varroc Engineering Limited,C2.3_LAND_DEGRADED,Varroc Engineering,HIGH,2026-01-14
GRANULES INDIA LIMITED,C2.3_LAND_DEGRADED,GRANULES INDIA LTD,HIGH,2026-01-14
Finolex Cables Limited,C2.3_LAND_DEGRADED,Finolex Cables Ltd,HIGH,2026-01-14
Aegis Logistics Limited,C2.3_LAND_DEGRADED,Aegis Logistics Ltd,HIGH,2026-01-14
GRAPHITE INDIA LIMITED,C2.3_LAND_DEGRADED,GRAPHITE INDIA LTD,HIGH,2026-01-14
APAR Industries Limited,C2.3_LAND_DEGRADED,APAR Industries Ltd,HIGH,2026-01-14
Grindwell Norton Limited,C2.3_LAND_DEGRADED,Grindwell Norton Ltd,HIGH,2026-01-14
Radico Khaitan Limited,C2.3_LAND_DEGRADED,Radico Khaitan Ltd,HIGH,2026-01-14
Fortis Healthcare Limited,C2.3_LAND_DEGRADED,Fortis Healthcare,HIGH,2026-01-14
Whirlpool of India Limited,C2.3_LAND_DEGRADED,Whirlpool of India,HIGH,2026-01-14
Deepak Nitrite Limited,C2.3_LAND_DEGRADED,Deepak Nitrite Ltd,HIGH,2026-01-14
KEC International Limited,C2.3_LAND_DEGRADED,KEC International Ltd,HIGH,2026-01-14
AIA ENGINEERING LIMITED,C2.3_LAND_DEGRADED,AIA ENGINEERING LTD,HIGH,2026-01-14
Ircon International Limited,C2.3_LAND_DEGRADED,Ircon International,HIGH,2026-01-14
Sun TV Network Limited,C2.3_LAND_DEGRADED,Sun TV Network Ltd,HIGH,2026-01-14
Akzo Nobel India Limited,C2.3_LAND_DEGRADED,Akzo Nobel India Ltd,HIGH,2026-01-14
Jupiter Wagons Limited,C2.3_LAND_DEGRADED,Jupiter Wagons Ltd,HIGH,2026-01-14
Eris Lifesciences Limited,C2.3_LAND_DEGRADED,Eris Lifesciences,HIGH,2026-01-14
CERA Sanitaryware Limited,C2.3_LAND_DEGRADED,CERA Sanitaryware,HIGH,2026-01-14
Praj Industries Limited,C2.3_LAND_DEGRADED,Praj Industries Ltd,HIGH,2026-01-14
CCL Products India Limited,C2.3_LAND_DEGRADED,CCL Products India,HIGH,2026-01-14
RHI Magnesita India Ltd,C2.3_LAND_DEGRADED,RHI Magnesita India,HIGH,2026-01-14
Vinati Organics Limited,C2.3_LAND_DEGRADED,Vinati Organics Ltd,HIGH,2026-01-14
Honasa Consumer Limited,C2.3_LAND_DEGRADED,Honasa Consumer Ltd,HIGH,2026-01-14
BAJAJ ELECTRICALS LIMITED,C2.3_LAND_DEGRADED,BAJAJ ELECTRICALS,HIGH,2026-01-14
Zydus Wellness Limited,C2.3_LAND_DEGRADED,Zydus Wellness Ltd,HIGH,2026-01-14
Titan Company Limited,C2.3_LAND_DEGRADED,Titan Company Ltd,HIGH,2026-01-14
Elgi Equipments Limited,C2.3_LAND_DEGRADED,Elgi Equipments Ltd,HIGH,2026-01-14
Ion Exchange India Limited,C2.3_LAND_DEGRADED,Ion Exchange India,HIGH,2026-01-14
Concord Biotech Limited,C2.3_LAND_DEGRADED,Concord Biotech Ltd,HIGH,2026-01-14
Tejas Networks Limited,C2.3_LAND_DEGRADED,Tejas Networks Ltd,HIGH,2026-01-14
Happy Forgings Limited,C2.3_LAND_DEGRADED,Happy Forgings Ltd,HIGH,2026-01-14
POLY MEDICURE LIMITED,C2.3_LAND_DEGRADED,POLY MEDICURE LTD,HIGH,2026-01-14
TEGA INDUSTRIES LIMITED,C2.3_LAND_DEGRADED,TEGA INDUSTRIES LTD,HIGH,2026-01-14
PTC Industries Limited,C2.3_LAND_DEGRADED,PTC Industries Ltd,HIGH,2026-01-14
Triveni Turbine Limited,C2.3_LAND_DEGRADED,Triveni Turbine Ltd,HIGH,2026-01-14
One 97 Communications Limited,C2.3_LAND_DEGRADED,One 97 Comm (Paytm),HIGH,2026-01-14
DOMS Industries Limited,C2.3_LAND_DEGRADED,DOMS Industries Ltd,HIGH,2026-01-14
Engineers India Limited,C2.3_LAND_DEGRADED,Engineers India Ltd,HIGH,2026-01-14
Gillette India Limited,C2.3_LAND_DEGRADED,Gillette India Ltd,HIGH,2026-01-14
Infibeam Avenues Limited,C2.3_LAND_DEGRADED,Infibeam Avenues Ltd,HIGH,2026-01-14
SAREGAMA India Limited,C2.3_LAND_DEGRADED,SAREGAMA India Ltd,HIGH,2026-01-14
Rail Vikas Nigam Limited,C2.3_LAND_DEGRADED,Rail Vikas Nigam Ltd,HIGH,2026-01-14
Tanla Platforms Limited,C2.3_LAND_DEGRADED,Tanla Platforms Ltd,HIGH,2026-01-14
Can Fin Homes Limited,C2.3_LAND_DEGRADED,Can Fin Homes Ltd,HIGH,2026-01-14
Godrej Properties Limited,C2.3_LAND_DEGRADED,Godrej Properties,HIGH,2026-01-14
MACROTECH DEVELOPERS LIMITED,C2.3_LAND_DEGRADED,Macrotech Developers,HIGH,2026-01-14
Oberoi Realty Limited,C2.3_LAND_DEGRADED,Oberoi Realty Ltd,HIGH,2026-01-14
Cochin Shipyard Limited,C2.3_LAND_DEGRADED,Cochin Shipyard Ltd,HIGH,2026-01-14
THE PHOENIX MILLS LIMITED,C2.3_LAND_DEGRADED,THE PHOENIX MILLS,HIGH,2026-01-14
Indus Towers Limited,C2.3_LAND_DEGRADED,Indus Towers Ltd,HIGH,2026-01-14
Vodafone Idea Limited,C2.3_LAND_DEGRADED,Vodafone Idea Ltd,HIGH,2026-01-14
Bharti Airtel Limited,C2.3_LAND_DEGRADED,Bharti Airtel Ltd,HIGH,2026-01-14
Bharti Hexacom Limited,C2.3_LAND_DEGRADED,Bharti Hexacom Ltd,HIGH,2026-01-14
PNC Infratech Limited,C2.3_LAND_DEGRADED,PNC Infratech Ltd,HIGH,2026-01-14
Tata Consultancy Services Limited,C2.3_LAND_DEGRADED,Tata Consultancy (TCS),HIGH,2026-01-14
Endurance Technologies Limited,C2.3_LAND_DEGRADED,Endurance Tech,HIGH,2026-01-14
Tech Mahindra Limited,C2.3_LAND_DEGRADED,Tech Mahindra Ltd,HIGH,2026-01-14
Manappuram Finance Limited,C2.3_LAND_DEGRADED,Manappuram Finance,HIGH,2026-01-14
Schaeffler India Limited,C2.3_LAND_DEGRADED,Schaeffler India Ltd,HIGH,2026-01-14
Life Insurance Corporation of India,C2.3_LAND_DEGRADED,Life Insurance Corp,HIGH,2026-01-14
MUTHOOT FINANCE LIMITED,C2.3_LAND_DEGRADED,MUTHOOT FINANCE,HIGH,2026-01-14
Zen Technologies Limited,C2.3_LAND_DEGRADED,Zen Technologies,HIGH,2026-01-14
CITY UNION BANK LIMITED,C2.3_LAND_DEGRADED,CITY UNION BANK LTD,HIGH,2026-01-14
KARUR VYSYA BANK LIMITED,C2.3_LAND_DEGRADED,KARUR VYSYA BANK,HIGH,2026-01-14
SUNDARAM FINANCE LIMITED,C2.3_LAND_DEGRADED,SUNDARAM FINANCE LTD,HIGH,2026-01-14
eClerx Services Limited,C2.3_LAND_DEGRADED,eClerx Services Ltd,HIGH,2026-01-14
Tata Technologies Limited,C2.3_LAND_DEGRADED,Tata Technologies,HIGH,2026-01-14
Shriram Finance Limited,C2.3_LAND_DEGRADED,Shriram Finance Ltd,HIGH,2026-01-14
KOTAK MAHINDRA BANK LIMITED,C2.3_LAND_DEGRADED,KOTAK MAHINDRA BANK,HIGH,2026-01-14
Sonata Software Limited,C2.3_LAND_DEGRADED,Sonata Software Ltd,HIGH,2026-01-14
IDFC FIRST Bank Limited,C2.3_LAND_DEGRADED,IDFC FIRST Bank Ltd,HIGH,2026-01-14
Aavas Financiers Limited,C2.3_LAND_DEGRADED,Aavas Financiers Ltd,HIGH,2026-01-14
Bajaj Finserv Limited,C2.3_LAND_DEGRADED,Bajaj Finserv Ltd,HIGH,2026-01-14
Power Finance Corporation Limited,C2.3_LAND_DEGRADED,Power Finance Corp,HIGH,2026-01-14
Power Grid Corporation of India Limited,C2.3_LAND_DEGRADED,Power Grid Corp,HIGH,2026-01-14
Damodar Valley Corporation (DVC),C2.3_LAND_DEGRADED,Damodar Valley (DVC),HIGH,2026-01-14
"Adani Airports (Mumbai, Ahmedabad, 6 others)",C2.3_LAND_DEGRADED,Adani Airports,HIGH,2026-01-14
BHARAT HEAVY ELECTRICALS LIMITED,C2.3_LAND_DEGRADED,BHEL / BHARAT HEAVY,HIGH,2026-01-14
Adani Ports and Special Economic Zone Limited,C2.3_LAND_DEGRADED,Adani Ports,HIGH,2026-01-14
Railtel Corporation of India Limited,C2.3_LAND_DEGRADED,Railtel Corp,HIGH,2026-01-14
ITC Limited (Paperboards Division),C2.3_LAND_DEGRADED,ITC (Paperboards),HIGH,2026-01-14
HINDUSTAN AERONAUTICS LIMITED,C2.3_LAND_DEGRADED,Hindustan Aeronautics,HIGH,2026-01-14
"GMR Airports (Delhi, Hyderabad)",C2.3_LAND_DEGRADED,GMR Airports,HIGH,2026-01-14
Prestige Estates Projects Limited,C2.3_LAND_DEGRADED,Prestige Estates,HIGH,2026-01-14
JAIPRAKASH POWER VENTURES LIMITED,C2.3_LAND_DEGRADED,Jaiprakash Power,HIGH,2026-01-14
KPI GREEN ENERGY LIMITED,C2.3_LAND_DEGRADED,KPI GREEN ENERGY,HIGH,2026-01-14
Reliance Infrastructure Limited,C2.3_LAND_DEGRADED,Reliance Infrastructure,HIGH,2026-01-14
TATA COMMUNICATIONS LIMITED,C2.3_LAND_DEGRADED,TATA COMMUNICATIONS,HIGH,2026-01-14
Bangalore International Airport Ltd (BIAL),C2.3_LAND_DEGRADED,BIAL (Bangalore Airport),HIGH,2026-01-14
FERTILIZERS AND CHEMICALS TRAVANCORE LIMITED,C2.3_LAND_DEGRADED,FERTILIZERS & CHEM,HIGH,2026-01-14
COROMANDEL INTERNATIONAL LIMITED,C2.3_LAND_DEGRADED,COROMANDEL INT,HIGH,2026-01-14
Andhra Paper Limited (formerly Andhra Pradesh Paper Mills),C2.3_LAND_DEGRADED,Andhra Paper Limited,HIGH,2026-01-14
AUROBINDO PHARMA LIMITED,C2.3_LAND_DEGRADED,AUROBINDO PHARMA,HIGH,2026-01-14
Gujarat Pipavav Port Limited,C2.3_LAND_DEGRADED,Gujarat Pipavav Port,HIGH,2026-01-14
Tata Teleservices Maharashtra Limited,C2.3_LAND_DEGRADED,Tata Teleservices,HIGH,2026-01-14
Mahindra & Mahindra Limited,C2.3_LAND_DEGRADED,Mahindra & Mahindra,HIGH,2026-01-14
Waaree Renewable Technologies Limited,C2.3_LAND_DEGRADED,Waaree Renewable Tech,HIGH,2026-01-14
Balrampur Chini Mills Limited,C2.3_LAND_DEGRADED,Balrampur Chini Mills,HIGH,2026-01-14
Seshasayee Paper and Boards Limited,C2.3_LAND_DEGRADED,Seshasayee Paper,HIGH,2026-01-14
Dr Reddys Laboratories Limited,C2.3_LAND_DEGRADED,Dr Reddys Laboratories,HIGH,2026-01-14
DIVI'S LABORATORIES LIMITED,C2.3_LAND_DEGRADED,DIVI'S LABORATORIES,HIGH,2026-01-14
SAPPHIRE FOODS INDIA LIMITED,C2.3_LAND_DEGRADED,SAPPHIRE FOODS,HIGH,2026-01-14
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,C2.3_LAND_DEGRADED,SAMVARDHANA MOTHERSON,HIGH,2026-01-14
Gujarat Fluorochemicals Limited,C2.3_LAND_DEGRADED,Gujarat Fluorochem,HIGH,2026-01-14
Glenmark Pharmaceuticals Limited,C2.3_LAND_DEGRADED,Glenmark Pharma,HIGH,2026-01-14
Triveni Engineering & Industries Limited,C2.3_LAND_DEGRADED,Triveni Engineering,HIGH,2026-01-14
Kalpataru Projects International Limited,C2.3_LAND_DEGRADED,Kalpataru Projects,HIGH,2026-01-14
Power Mech Projects Limited,C2.3_LAND_DEGRADED,Power Mech Projects,HIGH,2026-01-14
Sterling and Wilson Renewable Energy Limited,C2.3_LAND_DEGRADED,Sterling and Wilson,HIGH,2026-01-14
Torrent Pharmaceuticals Limited,C2.3_LAND_DEGRADED,Torrent Pharma,HIGH,2026-01-14
Signatureglobal India Limited,C2.3_LAND_DEGRADED,Signatureglobal India,HIGH,2026-01-14
JK Tyre & Industries Limited,C2.3_LAND_DEGRADED,JK Tyre & Industries,HIGH,2026-01-14
JUBILANT INGREVIA LIMITED,C2.3_LAND_DEGRADED,JUBILANT INGREVIA,HIGH,2026-01-14
Varun Beverages (PepsiCo franchise),C2.3_LAND_DEGRADED,Varun Beverages,HIGH,2026-01-14
Emami Paper Mills Limited,C2.3_LAND_DEGRADED,Emami Paper Mills,HIGH,2026-01-14
ALEMBIC PHARMACEUTICALS LIMITED,C2.3_LAND_DEGRADED,ALEMBIC PHARMA,HIGH,2026-01-14
Tube Investments of India Limited,C2.3_LAND_DEGRADED,Tube Investments,HIGH,2026-01-14
Mazagon Dock Shipbuilders Limited,C2.3_LAND_DEGRADED,Mazagon Dock,HIGH,2026-01-14
Cochin International Airport (CIAL),C2.3_LAND_DEGRADED,CIAL (Cochin Airport),HIGH,2026-01-14
CG Power and Industrial Solutions Limited,C2.3_LAND_DEGRADED,CG Power & Industrial,HIGH,2026-01-14
CHENNAI PETROLEUM CORPORATION LIMITED,C2.3_LAND_DEGRADED,CHENNAI PETROLEUM,HIGH,2026-01-14
Gujarat Ambuja Exports Limited,C2.3_LAND_DEGRADED,Gujarat Ambuja Exp,HIGH,2026-01-14
Amara Raja Energy & Mobility Limited,C2.3_LAND_DEGRADED,Amara Raja Energy,HIGH,2026-01-14
Techno Electric & Engineering Company Limited,C2.3_LAND_DEGRADED,Techno Electric,HIGH,2026-01-14
Zee Entertainment Enterprises Limited,C2.3_LAND_DEGRADED,Zee Entertainment,HIGH,2026-01-14
IRB Infrastructure Developers Limited,C2.3_LAND_DEGRADED,IRB Infrastructure,HIGH,2026-01-14
Godrej Consumer Products Limited,C2.3_LAND_DEGRADED,Godrej Consumer,HIGH,2026-01-14
Keystone Realtors Limited,C2.3_LAND_DEGRADED,Keystone Realtors,HIGH,2026-01-14
MedPlus Health Services Limited,C2.3_LAND_DEGRADED,MedPlus Health,HIGH,2026-01-14
Mishra Dhatu Nigam Limited,C2.3_LAND_DEGRADED,Mishra Dhatu Nigam,HIGH,2026-01-14
Lemon Tree Hotels Limited,C2.3_LAND_DEGRADED,Lemon Tree Hotels,HIGH,2026-01-14
ISGEC Heavy Engineering Limited,C2.3_LAND_DEGRADED,ISGEC Heavy Eng,HIGH,2026-01-14
