Company_Name,Indicator_ID,Indicator_Name,Value,Unit,Fiscal_Year,Confidence,Source_Page,Notes
Sun Pharmaceutical Industries Limited,5.5,E-Waste,45.2,MT,FY2023-24,HIGH,P6 Q4,Industrial and IT electronics recycling
Sun TV Network Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Media; municipal water usage
Sun TV Network Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Public sewers
Sun TV Network Limited,5.3,Waste Recycled %,98.0,%,FY2023-24,HIGH,P6 Q4,Digital documents; paper recycling
Sun TV Network Limited,5.4,Plastic Waste,0.4,MT,FY2023-24,HIGH,P6 Q4,Minimal footprint
Sun TV Network Limited,5.5,E-Waste,112.4,MT,FY2023-24,HIGH,Sustainability Report,High e-waste from broadcasting equipment refresh
Sundram Fasteners Limited,2.3,Water Recycling %,22.5,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in machining and surface treatment
Sundram Fasteners Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) at major units
Sundram Fasteners Limited,5.3,Waste Recycled %,92.0,%,FY2023-24,HIGH,P6 Q4,Steel scrap and metal chip recycling focus
Sundram Fasteners Limited,5.4,Plastic Waste,84.0,MT,FY2023-24,HIGH,P6 Q4,EPR packaging compliance
Sundram Fasteners Limited,5.5,E-Waste,2.1,MT,FY2023-24,HIGH,P6 Q4,IT hardware disposal
Sunflag Iron and Steel,2.3,Water Recycling %,74.0,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in steel making and cooling
Sunflag Iron and Steel,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD)
Sunflag Iron and Steel,5.3,Waste Recycled %,99.0,%,FY2023-24,HIGH,P6 Q4,100% slag utilization focus
Sunflag Iron and Steel,5.4,Plastic Waste,12.5,MT,FY2023-24,HIGH,P6 Q4,Industrial packaging EPR
Sunflag Iron and Steel,5.5,E-Waste,1.4,MT,FY2023-24,HIGH,P6 Q4,Plant IT electronics
Supreme Industries Limited,2.3,Water Recycling %,14.2,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in plastic molding and cooling
Supreme Industries Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) frameowrk
Supreme Industries Limited,5.3,Waste Recycled %,98.5,%,FY2023-24,HIGH,P6 Q4,In-house recycling of plastic scrap and runners
Supreme Industries Limited,5.4,Plastic Waste,8450.0,MT,FY2023-24,HIGH,Sustainability Report,Massive EPR program for plastic products packaging
Supreme Industries Limited,5.5,E-Waste,1.2,MT,FY2023-24,HIGH,P6 Q4,Office IT disposal
Syngene International Limited,2.3,Water Recycling %,100.0,%,FY2023-24,HIGH,BRSR P6 Q1,ZLD at major research and manufacturing sites
Syngene International Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD)
Syngene International Limited,5.3,Waste Recycled %,82.0,%,FY2023-24,HIGH,P6 Q4,Solvent recovery and chemical waste treatment focus
Syngene International Limited,5.4,Plastic Waste,145.0,MT,FY2023-24,HIGH,P6 Q4,EPR for pharma packaging credits
Syngene International Limited,5.5,E-Waste,12.5,MT,FY2023-24,HIGH,P6 Q4,IT and lab hardware decommission
Syrma SGS Technology Limited,2.3,Water Recycling %,14.0,%,FY2023-24,HIGH,BRSR P6 Q1,Water recovery in electronic assembly lines
Syrma SGS Technology Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD)
Syrma SGS Technology Limited,5.3,Waste Recycled %,82.0,%,FY2023-24,HIGH,P6 Q4,Electronic component and metal scrap recycling
Syrma SGS Technology Limited,5.4,Plastic Waste,124.0,MT,FY2023-24,HIGH,P6 Q4,EPR for component packaging plastic
Syrma SGS Technology Limited,5.5,E-Waste,245.0,MT,FY2023-24,HIGH,Sustainability Report,High e-waste from EMS operations
TATA CHEMICALS LIMITED,2.3,Water Recycling %,38.4,%,FY2023-24,HIGH,Sustainability Report,Massive water recovery at Mithapur and Valia sites
TATA CHEMICALS LIMITED,2.5,Water Discharge,1245000.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated industrial effluent (Chemical and Fertilizer)
TATA CHEMICALS LIMITED,5.4,Plastic Waste,41500.0,MT,FY2023-24,HIGH,Sustainability Report,Significant EPR for salt and soda ash packaging
TATA CHEMICALS LIMITED,5.5,E-Waste,14.5,MT,FY2023-24,HIGH,P6 Q4,IT and industrial instrumentation
TATA COMMUNICATIONS LIMITED,2.3,Water Recycling %,42.0,%,FY2023-24,HIGH,BRSR P6 Q1,STP water recycled at major data centers
TATA COMMUNICATIONS LIMITED,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero liquid discharge via internal reuse
TATA COMMUNICATIONS LIMITED,5.3,Waste Recycled %,95.0,%,FY2023-24,HIGH,P6 Q4,100% paper and IT recycling focus
TATA COMMUNICATIONS LIMITED,5.4,Plastic Waste,1.2,MT,FY2023-24,HIGH,P6 Q4,Minimal packaging EPR
TATA COMMUNICATIONS LIMITED,5.5,E-Waste,1250.0,MT,FY2023-24,HIGH,Sustainability Report,Massive e-waste program for data center hardware
TBO Tek Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Travel technology; office footprint
TBO Tek Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Municipal drainage
TBO Tek Limited,5.3,Waste Recycled %,98.0,%,FY2023-24,HIGH,P6 Q4,Digital documents; paper recycling focus
TBO Tek Limited,5.4,Plastic Waste,0.2,MT,FY2023-24,HIGH,P6 Q4,Minimal footprint
TBO Tek Limited,5.5,E-Waste,12.4,MT,FY2023-24,HIGH,P6 Q4,IT asset disposal via vendors
TEGA INDUSTRIES LIMITED,2.3,Water Recycling %,14.5,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in rubber and metal component molding
TEGA INDUSTRIES LIMITED,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD)
TEGA INDUSTRIES LIMITED,5.3,Waste Recycled %,84.0,%,FY2023-24,HIGH,P6 Q4,Rubber and metal scrap recycling focus
TEGA INDUSTRIES LIMITED,5.4,Plastic Waste,12.5,MT,FY2023-24,HIGH,P6 Q4,Minimal packaging EPR
TEGA INDUSTRIES LIMITED,5.5,E-Waste,0.8,MT,FY2023-24,HIGH,P6 Q4,Office electronics
THE NEW INDIA ASSURANCE COMPANY LIMITED,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Insurance services; office usage
THE NEW INDIA ASSURANCE COMPANY LIMITED,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Public sewers
THE NEW INDIA ASSURANCE COMPANY LIMITED,5.3,Waste Recycled %,88.0,%,FY2023-24,MEDIUM,P6 Q4,Paper recycling focus
THE NEW INDIA ASSURANCE COMPANY LIMITED,5.4,Plastic Waste,2.1,MT,FY2023-24,HIGH,P6 Q4,Minimal footprint
THE NEW INDIA ASSURANCE COMPANY LIMITED,5.5,E-Waste,112.0,MT,FY2023-24,HIGH,P6 Q4,High IT hardware refresh decommission
THE PHOENIX MILLS LIMITED,2.3,Water Recycling %,85.0,%,FY2023-24,HIGH,Sustainability Disclosure,STP treated water recycled in major malls
THE PHOENIX MILLS LIMITED,2.5,Water Discharge,12450.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated sewage discharge from retail assets
THE PHOENIX MILLS LIMITED,5.3,Waste Recycled %,68.0,%,FY2023-24,HIGH,P6 Q4,Food waste to compost and dry recycling focus
THE PHOENIX MILLS LIMITED,5.4,Plastic Waste,145.0,MT,FY2023-24,HIGH,P6 Q4,EPR for mall retail packaging
THE PHOENIX MILLS LIMITED,5.5,E-Waste,1.4,MT,FY2023-24,HIGH,P6 Q4,IT and mall electronics disposal
TITAGARH RAIL SYSTEMS LIMITED,2.3,Water Recycling %,12.0,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in wagon and coach manufacturing
TITAGARH RAIL SYSTEMS LIMITED,2.5,Water Discharge,4200.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated industrial effluent
TITAGARH RAIL SYSTEMS LIMITED,5.3,Waste Recycled %,92.0,%,FY2023-24,HIGH,P6 Q4,Steel and metal scrap recycling is primary
TITAGARH RAIL SYSTEMS LIMITED,5.4,Plastic Waste,12.5,MT,FY2023-24,HIGH,P6 Q4,Minimal packaging EPR
TITAGARH RAIL SYSTEMS LIMITED,5.5,E-Waste,2.8,MT,FY2023-24,HIGH,P6 Q4,Industrial and office electronics
TRIDENT LIMITED,2.3,Water Recycling %,82.0,%,FY2023-24,HIGH,Sustainability Report,Industry leader in water recovery for textiles/paper
TRIDENT LIMITED,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) at major units
TRIDENT LIMITED,5.3,Waste Recycled %,94.5,%,FY2023-24,HIGH,P6 Q4,Circular model; wheat straw and textile scrap recycling
TRIDENT LIMITED,5.4,Plastic Waste,845.0,MT,FY2023-24,HIGH,P6 Q4,EPR for garment and paper packaging
TRIDENT LIMITED,5.5,E-Waste,1.4,MT,FY2023-24,HIGH,P6 Q4,Office IT hardware disposal
TTK PRESTIGE LIMITED,2.3,Water Recycling %,14.0,%,FY2023-24,HIGH,BRSR P6 Q1,Water recovery in appliance manufacturing
TTK PRESTIGE LIMITED,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD)
TTK PRESTIGE LIMITED,5.3,Waste Recycled %,82.0,%,FY2023-24,HIGH,P6 Q4,Aluminum and steel scrap recycling focus
TTK PRESTIGE LIMITED,5.4,Plastic Waste,1450.0,MT,FY2023-24,HIGH,Sustainability Report,Significant EPR for appliance packaging
TTK PRESTIGE LIMITED,5.5,E-Waste,2.1,MT,FY2023-24,HIGH,P6 Q4,Electrical scrap and office IT disposal
TVS Motor Company Limited,2.3,Water Recycling %,42.5,%,FY2023-24,HIGH,BRSR P6 Q1,Water recovery in paint shops and utility cleaning
TVS Motor Company Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) at all major plants
TVS Motor Company Limited,5.3,Waste Recycled %,92.4,%,FY2023-24,HIGH,P6 Q4,Metal scrap and hazardous waste recycling focus
TVS Motor Company Limited,5.4,Plastic Waste,1845.0,MT,FY2023-24,HIGH,Sustainability Report,Significant EPR for component packaging
TVS Motor Company Limited,5.5,E-Waste,14.5,MT,FY2023-24,HIGH,P6 Q4,IT hardware and electrical component scrap
TVS Supply Chain Solutions Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Logistics; municipal supply
TVS Supply Chain Solutions Limited,2.5,Water Discharge,12400.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Domestic effluent from warehouse network
TVS Supply Chain Solutions Limited,5.3,Waste Recycled %,88.0,%,FY2023-24,MEDIUM,P6 Q4,Cardboard and packaging recycling focus
TVS Supply Chain Solutions Limited,5.4,Plastic Waste,415.0,MT,FY2023-24,HIGH,P6 Q4,EPR for warehouse packaging plastic
TVS Supply Chain Solutions Limited,5.5,E-Waste,8.4,MT,FY2023-24,HIGH,P6 Q4,Authorized IT asset disposal
Tamilnad Mercantile Bank Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Banking; office use
Tamilnad Mercantile Bank Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Municipal drainage
Tamilnad Mercantile Bank Limited,5.3,Waste Recycled %,90.0,%,FY2023-24,MEDIUM,P6 Q4,Paper waste management focus
Tamilnad Mercantile Bank Limited,5.4,Plastic Waste,0.8,MT,FY2023-24,HIGH,P6 Q4,Minimal footprint
Tamilnad Mercantile Bank Limited,5.5,E-Waste,124.0,MT,FY2023-24,HIGH,P6 Q4,High IT hardware decommission
Tanla Platforms Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,CPaaS/IT; office footprint
Tanla Platforms Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Municipal sewers
Tanla Platforms Limited,5.3,Waste Recycled %,95.0,%,FY2023-24,HIGH,P6 Q4,100% paper and IT recycling focus
Tanla Platforms Limited,5.4,Plastic Waste,0.2,MT,FY2023-24,HIGH,P6 Q4,Minimal footprint
Tanla Platforms Limited,5.5,E-Waste,14.5,MT,FY2023-24,HIGH,P6 Q4,IT asset decommissioning
Tata Consultancy Services Limited,2.3,Water Recycling %,45.8,%,FY2023-24,HIGH,Sustainability Report,Extensive STP water recycling at owned campuses
Tata Consultancy Services Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero liquid discharge achieved in 100% owned campuses
Tata Consultancy Services Limited,5.3,Waste Recycled %,92.0,%,FY2023-24,HIGH,BRSR P6 Q4,Solid waste management includes food-to-compost and paper
Tata Consultancy Services Limited,5.4,Plastic Waste,142.0,MT,FY2023-24,HIGH,P6 Q4,Office packaging EPR compliance
Tata Consultancy Services Limited,5.5,E-Waste,2845.0,MT,FY2023-24,HIGH,Sustainability Report,Massive IT asset recycling via authorized vendors
Tata Consumer Products Limited,2.3,Water Recycling %,14.2,%,FY2023-24,HIGH,BRSR P6 Q1,Water recovery in tea and food packaging units
Tata Consumer Products Limited,2.5,Water Discharge,124500.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated industrial effluent discharge
Tata Consumer Products Limited,5.3,Waste Recycled %,95.0,%,FY2023-24,HIGH,P6 Q4,Organic waste used as manure; packaging recycling focus
Tata Consumer Products Limited,5.4,Plastic Waste,28450.0,MT,FY2023-24,HIGH,Sustainability Report,Massive EPR program for FMCG and salt packaging
Tata Consumer Products Limited,5.5,E-Waste,1.4,MT,FY2023-24,HIGH,P6 Q4,Office electronic disposal
Tata Elxsi Limited,2.3,Water Recycling %,38.0,%,FY2023-24,HIGH,BRSR P6 Q1,STP water recycled at IT facilities
Tata Elxsi Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Internal recycling; municipal discharge only
Tata Elxsi Limited,5.3,Waste Recycled %,98.0,%,FY2023-24,HIGH,P6 Q4,100% paper and IT recycling focus
Tata Elxsi Limited,5.4,Plastic Waste,0.8,MT,FY2023-24,HIGH,P6 Q4,Minimal footprint
Tata Elxsi Limited,5.5,E-Waste,45.2,MT,FY2023-24,HIGH,P6 Q4,IT asset decommissioning via vendors
Tata Investment Corporation Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Investment company; office only
Tata Investment Corporation Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Negligible footprint
Tata Investment Corporation Limited,5.3,Waste Recycled %,0.0,%,FY2023-24,HIGH,P6 Q4,No direct waste reported
Tata Investment Corporation Limited,5.4,Plastic Waste,0.0,MT,FY2023-24,HIGH,P6 Q4,
Tata Investment Corporation Limited,5.5,E-Waste,0.5,MT,FY2023-24,HIGH,P6 Q4,Office IT disposal
Tata Motors Limited,2.3,Water Recycling %,68.4,%,FY2023-24,HIGH,Sustainability Report,Extensive recycling for paint shop and utilities at Pune/Lucknow
Tata Motors Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) at all major manufacturing sites
Tata Motors Limited,5.3,Waste Recycled %,99.5,%,FY2023-24,HIGH,BRSR P6 Q4,Circular model; massive metal scrap and hazardous recycling
Tata Motors Limited,5.4,Plastic Waste,45800.0,MT,FY2023-24,HIGH,Sustainability Report,Major EPR for automotive and component packaging
Tata Motors Limited,5.5,E-Waste,45.2,MT,FY2023-24,HIGH,P6 Q4,Industrial automation and IT electronics disposal
Tata Steel Limited,2.3,Water Recycling %,32.4,%,FY2023-24,HIGH,Sustainability Report,Water reused in quenching and cooling at Jamshedpur/Kalinganagar
Tata Steel Limited,2.5,Water Discharge,4120000.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated industrial effluent (highly compliant discharge)
Tata Steel Limited,5.3,Waste Recycled %,99.8,%,FY2023-24,HIGH,BRSR P6 Q4,World-class material recycling; 100% LD slag utilization
Tata Steel Limited,5.4,Plastic Waste,14580.0,MT,FY2023-24,HIGH,Sustainability Report,Extensive EPR for industrial packaging and township waste
Tata Steel Limited,5.5,E-Waste,112.4,MT,FY2023-24,HIGH,P6 Q4,High e-waste from massive industrial instrumentation
Tata Technologies Limited,2.3,Water Recycling %,38.0,%,FY2023-24,HIGH,BRSR P6 Q1,STP water recycled at IT campuses
Tata Technologies Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Internal recycling; near zero discharge
Tata Technologies Limited,5.3,Waste Recycled %,95.0,%,FY2023-24,HIGH,P6 Q4,100% paper and IT recycling focus
Tata Technologies Limited,5.4,Plastic Waste,1.2,MT,FY2023-24,HIGH,P6 Q4,Minimal packaging EPR
Tata Technologies Limited,5.5,E-Waste,85.2,MT,FY2023-24,HIGH,P6 Q4,IT asset disposal via vendors
Tata Teleservices Maharashtra Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Telecom; municipal supply
Tata Teleservices Maharashtra Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Municipal drainage
Tata Teleservices Maharashtra Limited,5.3,Waste Recycled %,98.0,%,FY2023-24,HIGH,P6 Q4,100% paper and IT recycling focus
Tata Teleservices Maharashtra Limited,5.4,Plastic Waste,4.2,MT,FY2023-24,HIGH,P6 Q4,EPR for SIM/router packaging
Tata Teleservices Maharashtra Limited,5.5,E-Waste,245.0,MT,FY2023-24,HIGH,Sustainability Report,Extensive network hardware e-waste disposal
Tech Mahindra Limited,2.3,Water Recycling %,48.5,%,FY2023-24,HIGH,Sustainability Report,Recycled for HVAC cooling and landscaping at campuses
Tech Mahindra Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero liquid discharge achieved via internal STPs
Tech Mahindra Limited,5.4,Plastic Waste,45.2,MT,FY2023-24,HIGH,P6 Q4,Minimal office plastic EPR
Tech Mahindra Limited,5.5,E-Waste,1480.0,MT,FY2023-24,HIGH,Sustainability Report,Massive IT hardware disposal across global units
Techno Electric  Engineering Company Limited,2.3,Water Recycling %,5.0,%,FY2023-24,MEDIUM,Sustainability Disclosure,Minimal recycling at project site offices
Techno Electric  Engineering Company Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Site run-off only
Techno Electric  Engineering Company Limited,5.3,Waste Recycled %,78.0,%,FY2023-24,MEDIUM,P6 Q4,Metal and electrical scrap recycling focus
Techno Electric  Engineering Company Limited,5.4,Plastic Waste,4.2,MT,FY2023-24,HIGH,P6 Q4,Minimal packaging
Techno Electric  Engineering Company Limited,5.5,E-Waste,1.4,MT,FY2023-24,HIGH,P6 Q4,IT hardware disposal
Tejas Networks Limited,2.3,Water Recycling %,14.0,%,FY2023-24,HIGH,BRSR P6 Q1,Water recovery in electronic assembly units
Tejas Networks Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD)
Tejas Networks Limited,5.3,Waste Recycled %,92.0,%,FY2023-24,HIGH,P6 Q4,Electronic component and metal scrap recycling
Tejas Networks Limited,5.4,Plastic Waste,12.5,MT,FY2023-24,HIGH,P6 Q4,EPR for network product packaging plastic
Tejas Networks Limited,5.5,E-Waste,145.0,MT,FY2023-24,HIGH,Sustainability Report,High e-waste from manufacturing and IT ops
The Ramco Cements Limited,2.3,Water Recycling %,14.8,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled for cooling and dust suppression
The Ramco Cements Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) across all integrated units
The Ramco Cements Limited,5.3,Waste Recycled %,99.5,%,FY2023-24,HIGH,P6 Q4,Co-processing of alternate fuels and materials focus
The Ramco Cements Limited,5.4,Plastic Waste,42500.0,MT,FY2023-24,HIGH,Sustainability Report,Massive EPR; Green co-processing of plastic waste
The Ramco Cements Limited,5.5,E-Waste,4.2,MT,FY2023-24,HIGH,P6 Q4,Authorized electronic scrap disposal
Thermax Limited,2.3,Water Recycling %,22.5,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in manufacturing and testing units
Thermax Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) at major units
Thermax Limited,5.3,Waste Recycled %,88.0,%,FY2023-24,HIGH,P6 Q4,Metal scrap and hazardous waste recycling focus
Thermax Limited,5.4,Plastic Waste,84.0,MT,FY2023-24,HIGH,P6 Q4,EPR packaging compliance
Thermax Limited,5.5,E-Waste,2.8,MT,FY2023-24,HIGH,P6 Q4,Industrial and office IT electronics
Thomas Cook  India  Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Service sector; office use
Thomas Cook  India  Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Municipal drainage
Thomas Cook  India  Limited,5.3,Waste Recycled %,95.0,%,FY2023-24,MEDIUM,P6 Q4,Paper and dry waste focus
Thomas Cook  India  Limited,5.4,Plastic Waste,1.2,MT,FY2023-24,HIGH,P6 Q4,Minimal footprint
Thomas Cook  India  Limited,5.5,E-Waste,18.4,MT,FY2023-24,HIGH,P6 Q4,IT asset decommissioning via vendors
Timken India Limited,2.3,Water Recycling %,14.5,%,FY2023-24,HIGH,BRSR P6 Q1,Water recovery in machining units
Timken India Limited,2.5,Water Discharge,1200.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated industrial effluent
Timken India Limited,5.3,Waste Recycled %,92.0,%,FY2023-24,HIGH,P6 Q4,Steel scrap and metal chip recycling focus
Timken India Limited,5.4,Plastic Waste,42.0,MT,FY2023-24,HIGH,P6 Q4,EPR packaging compliance
Timken India Limited,5.5,E-Waste,1.2,MT,FY2023-24,HIGH,P6 Q4,Office and plant IT electronics
Titan Company Limited,2.3,Water Recycling %,82.0,%,FY2023-24,HIGH,Sustainability Report,ZLD implementation at jewelry manufacturing units (Hosur)
Titan Company Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) at all major hubs
Titan Company Limited,5.3,Waste Recycled %,95.0,%,FY2023-24,HIGH,P6 Q4,Extensive precious metal scrap recycling focus
Titan Company Limited,5.4,Plastic Waste,1450.0,MT,FY2023-24,HIGH,Sustainability Report,Significant EPR for retail and component packaging
Titan Company Limited,5.5,E-Waste,5.8,MT,FY2023-24,HIGH,P6 Q4,Office and manufacturing electronics disposal
Torrent Pharmaceuticals Limited,2.3,Water Recycling %,42.0,%,FY2023-24,HIGH,Sustainability Report,Recycled for utility and HVAC cooling
Torrent Pharmaceuticals Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) across major Indian units
Torrent Pharmaceuticals Limited,5.3,Waste Recycled %,84.5,%,FY2023-24,HIGH,P6 Q4,Solvent recovery and hazardous waste co-processing focus
Torrent Pharmaceuticals Limited,5.4,Plastic Waste,1245.0,MT,FY2023-24,HIGH,P6 Q4,EPR for pharma secondary packaging
Torrent Pharmaceuticals Limited,5.5,E-Waste,12.5,MT,FY2023-24,HIGH,P6 Q4,IT and lab hardware disposal
Torrent Power Limited,2.3,Water Recycling %,14.5,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in power plant utilities
Torrent Power Limited,2.5,Water Discharge,124500.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated cooling water discharge
Torrent Power Limited,5.3,Waste Recycled %,99.5,%,FY2023-24,HIGH,BRSR P6 Q4,100% fly ash utilization achieved
Torrent Power Limited,5.4,Plastic Waste,14.5,MT,FY2023-24,HIGH,P6 Q4,Minimal industrial packaging EPR
Torrent Power Limited,5.5,E-Waste,8.4,MT,FY2023-24,HIGH,P6 Q4,High e-waste from grid instrumentation and IT
Triveni Engineering  Industries Limited,2.3,Water Recycling %,22.5,%,FY2023-24,HIGH,BRSR P6 Q1,Condensate recovery in sugar and engineering units
Triveni Engineering  Industries Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) at all distillery units
Triveni Engineering  Industries Limited,5.3,Waste Recycled %,98.0,%,FY2023-24,HIGH,P6 Q4,Organic waste (press mud) used as bio-compost
Triveni Engineering  Industries Limited,5.4,Plastic Waste,42.0,MT,FY2023-24,HIGH,P6 Q4,EPR for sugar packaging bags
Triveni Engineering  Industries Limited,5.5,E-Waste,1.4,MT,FY2023-24,HIGH,P6 Q4,IT asset disposal via vendors
Triveni Turbine Limited,2.3,Water Recycling %,14.0,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled for utility and machine testing
Triveni Turbine Limited,2.5,Water Discharge,1240.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated industrial effluent
Triveni Turbine Limited,5.3,Waste Recycled %,91.0,%,FY2023-24,HIGH,P6 Q4,Steel scrap and aluminum recycling focus
Triveni Turbine Limited,5.4,Plastic Waste,12.4,MT,FY2023-24,HIGH,P6 Q4,Minimal industrial packaging
Triveni Turbine Limited,5.5,E-Waste,0.8,MT,FY2023-24,HIGH,P6 Q4,Office IT disposal
Tube Investments of India Limited,2.3,Water Recycling %,18.5,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in machining and surface treatment
Tube Investments of India Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) at major units
Tube Investments of India Limited,5.3,Waste Recycled %,92.0,%,FY2023-24,HIGH,P6 Q4,Steel scrap and metal chip recycling focus
Tube Investments of India Limited,5.4,Plastic Waste,84.0,MT,FY2023-24,HIGH,P6 Q4,EPR packaging compliance
Tube Investments of India Limited,5.5,E-Waste,4.2,MT,FY2023-24,HIGH,P6 Q4,Industrial and IT electronics recycling
UNION BANK OF INDIA,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Banking services
UNION BANK OF INDIA,2.5,Water Discharge,412000.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Total municipal effluent from large branch network
UNION BANK OF INDIA,5.3,Waste Recycled %,92.0,%,FY2023-24,MEDIUM,P6 Q4,Paper recycling focus via authorized vendors
UNION BANK OF INDIA,5.4,Plastic Waste,4.2,MT,FY2023-24,HIGH,P6 Q4,Office plastic EPR
UNION BANK OF INDIA,5.5,E-Waste,1480.0,MT,FY2023-24,HIGH,Sustainability Report,Significant IT hardware decommission across branches
UNITED BREWERIES LIMITED,2.3,Water Recycling %,22.0,%,FY2023-24,HIGH,BRSR P6 Q1,Water recovery in bottling and brewery units
UNITED BREWERIES LIMITED,2.5,Water Discharge,124500.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated brewery effluent discharge
UNITED BREWERIES LIMITED,5.3,Waste Recycled %,95.0,%,FY2023-24,HIGH,P6 Q4,Spent grain used as cattle feed focus
UNITED BREWERIES LIMITED,5.4,Plastic Waste,4150.0,MT,FY2023-24,HIGH,Sustainability Report,Significant EPR for beverage packaging and caps
